project,actual,predicted
AkhileshNS/heroku-deploy,"Publishing,Deployment",Deployment
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities",Utilities
mindsers/changelog-reader-action,"Publishing,Open Source management",Publishing
stCarolas/setup-maven,Continuous integration,Utilities
ttionya/Repository-Sync-Hub,"Open Source management,Continuous integration",Continuous integration
darenm/Setup-VSTest,"Testing,Utilities",Utilities
sobolevn/misspell-fixer-action,"Localization,Utilities",Utilities
docker/login-action,"Container CI,Utilities",Deployment
peaceiris/actions-gh-pages,"Publishing,Deployment",Deployment
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities",Utilities
crazy-max/ghaction-github-labeler,"Project management,Open Source management",Open Source management
knowsuchagency/poetry-install,"Dependency management,Utilities",Dependency management
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities",Deployment
AEnterprise/rsync-deploy,Deployment,Deployment
andstor/copycat-action,"Deployment,Utilities",Project management
andymckay/pycodestyle-action,Code review,Utilities
mxschmitt/action-tmate,"Continuous integration,Utilities",Continuous integration
actions-hub/gcloud,"Publishing,Continuous integration",Deployment
dschep/install-pipenv-action,"Dependency management,Continuous integration",Continuous integration
willcaul/jest-github-action,"Testing,Continuous integration",Testing
jiro4989/build-deb-action,"Testing,Continuous integration",Deployment
r7kamura/redocly-problem-matchers,"Code review,Continuous integration",Utilities
srt32/uptime,"Deployment,Utilities",Chat
kdheepak/panvimdoc,"Continuous integration,Deployment",Publishing
