project,actual,predicted
katyo/publish-crates,"Publishing,Deployment",Dependency management
reviewdog/action-hadolint,"Code review,Code quality",Code quality
camptocamp/backport-action,"Continuous integration,Utilities",Deployment
jstastny/publish-gem-to-github,"Publishing,Deployment",Deployment
everlytic/branch-merge,"Continuous integration,Utilities",Continuous integration
s4u/setup-maven-action,"Continuous integration,Utilities",Continuous integration
seanmiddleditch/gha-setup-ninja,"Continuous integration,Utilities",Continuous integration
pre-commit/action,"Testing,Code quality",Code quality
tlylt/install-graphviz,"Continuous integration,Utilities",Testing
py-actions/py-dependency-install,"Dependency management,Continuous integration",Dependency management
joutvhu/get-release,"Continuous integration,Utilities",Publishing
szymansd/auto-release-notes,"Project management,Utilities",Testing
imciner2/run-lcov,"Code quality,Continuous integration",Code quality
shimataro/ssh-key-action,"Publishing,Deployment",Deployment
carloscastrojumo/github-cherry-pick-action,"Continuous integration,Deployment",Utilities
phoenix-actions/test-reporting,"Testing,Reporting",Testing
clupprich/ruby-build-action,Continuous integration,Testing
vijaykramesh/pr-lint-action,"Project management,Continuous integration",Code quality
vitalyliber/dokku-github-action,Deployment,Continuous integration
ilammy/msvc-dev-cmd,"Continuous integration,Utilities",Continuous integration
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration",Code review
nick-zh/composer,"Dependency management,Continuous integration",Dependency management
Bullrich/generate-release-changelog,"Publishing,Utilities",Publishing
dev-drprasad/delete-older-releases,"Publishing,Utilities",Utilities
Logerfo/close-action,"Project management,Utilities",Utilities
peter-evans/create-issue-from-file,"Reporting,Utilities",Utilities
zymap/bot,Utilities,Utilities
Eun/http-server-action,"Testing,Utilities",Continuous integration
StephaneBour/actions-php-cpd,"Code review,Code quality",Code quality
ItsKarma/aws-cli,"Deployment,Utilities",Deployment
gitleaks/gitleaks-action,"Security,Code search",Dependency management
gsactions/commit-message-checker,"Code review,Code quality",Utilities
cardinalby/git-get-release-action,"Publishing,Utilities",Publishing
Geertvdc/setup-hub,"Continuous integration,Utilities",Deployment
casperdcl/push-dir,"Publishing,Deployment",Utilities
skymatic/semver-validation-action,"Continuous integration,Utilities",Continuous integration
