project,actual,predicted
samuelmeuli/action-maven-publish,"Publishing,Deployment",Continuous integration
morphy2k/revive-action,"Code quality,Utilities",Code quality
samuelmeuli/lint-action,"Testing,Code quality",Code quality
ShiftLeftSecurity/scan-action,"Security,Open Source management",Time tracking
RalfG/python-wheels-manylinux-build,"Publishing,Deployment",Continuous integration
hmarr/debug-action,"Testing,Utilities",Utilities
vmactions/netbsd-vm,"Testing,Continuous integration",Testing
Simek/yarn-lock-changes,"Dependency management,Code review",Code review
bbonkr/get-version-action,"Support,Utilities",Utilities
aws-actions/amazon-ecr-login,"Continuous integration,Deployment",Deployment
rectalogic/notify-irc,Chat,Chat
peaceiris/actions-mdbook,"Publishing,Deployment",Publishing
jidicula/clang-format-action,"Code review,Code quality",Continuous integration
zymap/bot,Utilities,Utilities
GetStream/verify-semantic-changelog-update,"Code review,Continuous integration",Utilities
adapttive/algolia-docsearch-action,"Publishing,Continuous integration",Publishing
andstor/file-existence-action,"Testing,Utilities",Utilities
kevinpainchaud/simple-ftp-deploy-action,Deployment,Deployment
elgohr/Github-Release-Action,"Publishing,Continuous integration",Publishing
dineshsonachalam/markdown-autodocs,"Continuous integration,Deployment",Utilities
edplato/trufflehog-actions-scan,"Security,Continuous integration",Continuous integration
benjlevesque/short-sha,"Continuous integration,Utilities",Continuous integration
fregante/release-with-changelog,"Publishing,Utilities",Publishing
thenabeel/action-phpcs,"Code review,Code quality",Code quality
lukka/run-vcpkg,"Dependency management,Continuous integration",Publishing
CyberAndrii/setup-steamcmd,"Community,Utilities",Continuous integration
ludeeus/dockerfile-updater,"Dependency management,Continuous integration",Deployment
peter-evans/create-pull-request,"Project management,Utilities",Utilities
contention/rsync-deployments,"Continuous integration,Deployment",Deployment
franzbischoff/replace_envs,"Deployment,Utilities",Utilities
canastro/copy-file-action,Project management,Continuous integration
excitedleigh/setup-nox,Continuous integration,Continuous integration
DoozyX/clang-format-lint-action,"Code review,Code quality",Continuous integration
invi5H/ssh-action,"Deployment,Utilities",Continuous integration
larsoner/circleci-artifacts-redirector-action,"Continuous integration,Deployment",Utilities
actions-cool/pr-welcome,"Open Source management,Utilities",Open Source management
oprypin/find-latest-tag,"Dependency management,Continuous integration",Utilities
MishaKav/pytest-coverage-comment,"Testing,Reporting",Code quality
vsoch/pull-request-action,"Publishing,Deployment",Utilities
ArtemSBulgakov/buildozer-action,"Publishing,Deployment",Utilities
skeet70/default-project-board-action,"Community,Project management",Utilities
zofrex/mirror-branch,"Community,Publishing",Utilities
deep5050/cppcheck-action,"Code review,Code quality",Publishing
nearform/github-action-notify-release,"Continuous integration,Deployment",Chat
niden/actions-memcached,Container CI,Deployment
Harmon758/postgresql-action,"Continuous integration,Container CI",Continuous integration
arma-actions/sqflint,Code quality,Code quality
lirantal/is-website-vulnerable,"Testing,Security",Deployment
edgarrc/action-7z,"Deployment,Utilities",Continuous integration
canonical/has-signed-canonical-cla,"Community,Utilities",Utilities
AkhileshNS/heroku-deploy,"Publishing,Deployment",Deployment
shalzz/zola-deploy-action,"Publishing,Deployment",Deployment
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management",Deployment
oxsecurity/megalinter,"Code quality,Continuous integration",Code quality
codespell-project/codespell-problem-matcher,"Code review,Continuous integration",Reporting
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment",Deployment
arma-actions/bom-check,"Code quality,Utilities",Continuous integration
amancevice/setup-code-climate,"Testing,Code quality",Code quality
streetsidesoftware/cspell-action,"Code quality,Utilities",Code quality
pipeline-components/php-codesniffer,"Code review,Code quality",Code quality
julia-actions/setup-julia,"Continuous integration,Utilities",Continuous integration
influxdata/influxdb-action,"Continuous integration,Utilities",Code quality
mdecoleman/pr-branch-name,"Continuous integration,Utilities",Utilities
peter-evans/close-pull,"Open Source management,Utilities",Utilities
redhat-actions/podman-login,"Container CI,Utilities",Container CI
proudust/gh-describe,"Publishing,Utilities",Continuous integration
Attest/annotations-action,"Code quality,Continuous integration",Continuous integration
Chocobo1/setup-ccache-action,"Continuous integration,Utilities",Continuous integration
mymindstorm/setup-emsdk,"Dependency management,Continuous integration",Utilities
olafurpg/setup-gpg,"Continuous integration,Utilities",Continuous integration
cytopia/shell-command-retry-action,"Community,Continuous integration",Continuous integration
yanglbme/gitee-pages-action,"Publishing,Deployment",Publishing
expo/expo-github-action,"Deployment,Utilities",Deployment
wbari/start-mongoDB,"Testing,Utilities",Continuous integration
shinhwagk/actions-crypto,"Security,Utilities",Utilities
WebFreak001/deploy-nightly,"Publishing,Deployment",Publishing
GaboFDC/brakeman-linter-action,"Code review,Code quality",Code review
r7kamura/redocly-problem-matchers,"Code review,Continuous integration",Continuous integration
warrenbuckley/Setup-MSBuild,"Continuous integration,Utilities",IDEs
aws-actions/aws-codebuild-run-project,"Continuous integration,Container CI",Deployment
githubocto/repo-visualizer,"Project management,Learning",Continuous integration
clupprich/ruby-build-action,Continuous integration,Continuous integration
at-wat/catkin-release-action,Deployment,Utilities
valadas/set-dnn-manifest-versions,Utilities,Utilities
antifree/json-to-variables,"Deployment,Utilities",Utilities
crazy-max/ghaction-chocolatey,"Deployment,Utilities",Publishing
gi0baro/setup-poetry-bin,"Dependency management,Publishing",Dependency management
cardinalby/google-api-fetch-token-action,"Security,API management",Continuous integration
ecampidoglio/auto-release-draft,"Publishing,Deployment",Code Scanning Ready
seanmiddleditch/gha-setup-vsdevenv,"Continuous integration,Utilities",Continuous integration
jarylc/github-app-token,"Security,Deployment",Utilities
Ilshidur/action-slack,"Chat,Continuous integration",Chat
satackey/action-docker-layer-caching,"Container CI,Utilities",Publishing
korelstar/phplint-problem-matcher,"Reporting,Code review",Reporting
matlab-actions/setup-matlab,"Continuous integration,Utilities",Testing
dschep/install-pipenv-action,"Dependency management,Continuous integration",Continuous integration
ScottBrenner/cfn-lint-action,"Code quality,Continuous integration",Code quality
cirrus-actions/rebase,"Code review,Utilities",Utilities
