project,actual,predicted
ThePBone/XamlTranslationValidator,"Code review,Localization","Code quality,Code review"
codecov/codecov-action,"Code review,Code quality","Testing,Code quality"
Secbyte/dotnet-sonarscanner,"Code quality,Continuous integration","Continuous integration,Deployment"
sersoft-gmbh/xcodebuild-action,"Testing,Continuous integration","Continuous integration,Testing"
ardalanamini/auto-changelog,"Publishing,Utilities","Publishing,Continuous integration"
AckeeCZ/load-xcode-version,"IDEs,Desktop tools","Continuous integration,Dependency management"
travisj/build-number-action,"Continuous integration,Utilities","Continuous integration,Publishing"
cardinalby/git-get-release-action,"Publishing,Utilities","Publishing,Utilities"
release-drafter/release-drafter,"Publishing,Deployment","Project management,Utilities"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Deployment"
niden/actions-memcached,Container CI,"Continuous integration,Dependency management"
makaroni4/prcop,"Code review,Learning","Code quality,Utilities"
skx/github-action-tester,"Testing,Continuous integration","Continuous integration,Code quality"
axel-op/googlejavaformat-action,"Code quality,Continuous integration","Utilities,Code quality"
ffurrer2/extract-release-notes,"Publishing,Utilities","Utilities,Publishing"
mathieu-bour/setup-sentry-cli,"Reporting,Publishing","Deployment,Continuous integration"
srvaroa/labeler,"Code review,Project management","Project management,Code review"
hmarr/auto-approve-action,"Code review,Utilities","Project management,Open Source management"
saulmaldonado/skip-workflow,"Continuous integration,Container CI","Continuous integration,Utilities"
GuoJuna/sync-repo-action,"Deployment,Container CI","Open Source management,Utilities"
SmartsquareGmbH/delete-old-packages,"Publishing,Continuous integration","Continuous integration,Publishing"
actions/upload-artifact,Utilities,"Continuous integration,Utilities"
arma-actions/bom-check,"Code quality,Utilities","Code quality,Continuous integration"
coditory/changelog-parser,"Project management,Continuous integration","Publishing,Continuous integration"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
icepuma/rust-action,"Continuous integration,Container CI","Code quality,Continuous integration"
sinshutu/upload-to-discord,"Publishing,Utilities","Chat,Reporting"
GetStream/verify-semantic-changelog-update,"Code review,Continuous integration","Project management,Utilities"
firebelley/godot-export,"Publishing,Utilities","Publishing,Continuous integration"
actionshub/kitchen-dokken,"Continuous integration,Container CI","Continuous integration,Testing"
baijunyao/action-slack-notify,"Chat,Continuous integration","Chat,Reporting"
danielealbano/lcov-action,"Code review,Code quality","Code quality,Testing"
eskatos/gradle-command-action,"Continuous integration,Utilities","Security,Dependency management"
DeLaGuardo/setup-clojure,"Continuous integration,Utilities","Continuous integration,Utilities"
ashutoshvarma/action-cmake-build,"Testing,Continuous integration","Continuous integration,Code quality"
deliverybot/status,Deployment,"Deployment,Continuous integration"
tibdex/backport,"Continuous integration,Utilities","Utilities,Continuous integration"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Code review"
dawidd6/action-publish-gem,"Publishing,Deployment","Publishing,Deployment"
snow-actions/tweet,"Chat,Continuous integration","Continuous integration,Deployment"
dschep/install-poetry-action,"Dependency management,Continuous integration","Dependency management,Publishing"
Warchant/setup-mold,"Continuous integration,Utilities","Continuous integration,Utilities"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Deployment,Publishing"
kentaro-m/auto-assign-action,"Code review,Open Source management","Project management,Code review"
frabert/replace-string-action,Utilities,"Continuous integration,Deployment"
fennecdjay/gwion-action,"Continuous integration,Utilities","Continuous integration,Code quality"
aevea/release-notary,"Publishing,Continuous integration","Chat,Publishing"
uraimo/run-on-arch-action,"Continuous integration,Container CI","Continuous integration,Testing"
fabiocaccamo/create-matrix-action,"Testing,Continuous integration","Continuous integration,Testing"
valadas/get-release-branch-version,Utilities,"Continuous integration,Utilities"
johnwbyrd/update-release,"Continuous integration,Container CI","Publishing,Deployment"
virgilio21/openldap-action,"Testing,Utilities","Continuous integration,Utilities"
tlylt/install-graphviz,"Continuous integration,Utilities","Continuous integration,Testing"
Numericas/matrix-action,"Reporting,Project management","Chat,Reporting"
brandedoutcast/publish-nuget,"Publishing,Deployment","Continuous integration,Deployment"
clupprich/ruby-build-action,Continuous integration,"Continuous integration,Testing"
ThomasKliszowski/setup-kubectl,"Continuous integration,Deployment","Continuous integration,Container CI"
guyarb/golang-test-annotations,"Testing,Container CI","Testing,Code quality"
appleboy/scp-action,"Continuous integration,Deployment","Deployment,Continuous integration"
hecrj/setup-rust-action,Continuous integration,"Code quality,Dependency management"
JoshuaTheMiller/conditional-build-matrix,"Continuous integration,Container CI","Testing,Utilities"
vijaykramesh/pr-lint-action,"Project management,Continuous integration","Code quality,Utilities"
stCarolas/setup-maven,Continuous integration,"Continuous integration,Code review"
ok-nick/setup-aftman,"Continuous integration,Utilities","Continuous integration,Utilities"
carlosperate/download-file-action,"Dependency management,Utilities","Dependency management,Continuous integration"
peter-evans/rebase,"Open Source management,Utilities","Open Source management,Utilities"
proudust/gh-describe,"Publishing,Utilities","Utilities,Continuous integration"
ammaraskar/msvc-problem-matcher,"Reporting,Code quality","Code review,Reporting"
Resnovas/label-mastermind,"Project management,Utilities","Project management,Code review"
lauchacarro/Azure-Storage-Action,"Continuous integration,Deployment","Deployment,Testing"
goto-bus-stop/standard-action,Code quality,"Code quality,Code review"
burnett01/rsync-deployments,"Deployment,Utilities","Deployment,Continuous integration"
toshimaru/auto-author-assign,"Project management,Open Source management","Project management,Utilities"
fudan-mse/latex-action,"Testing,Continuous integration","Publishing,API management"
joelanford/go-apidiff,"Code review,API management","Dependency management,Code quality"
yuichielectric/dive-action,"Continuous integration,Container CI","Continuous integration,Testing"
Simek/yarn-lock-changes,"Dependency management,Code review","Dependency management,Utilities"
andstor/jsdoc-action,"API management,Utilities","Deployment,Publishing"
jerray/publish-docker-action,"Deployment,Container CI","Container CI,Publishing"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Continuous integration"
TrueBrain/actions-flake8,"Code review,Code quality","Continuous integration,Code quality"
antifree/json-to-variables,"Deployment,Utilities","Utilities,Continuous integration"
jwgmeligmeyling/spotbugs-github-action,"Security,Code quality","Continuous integration,Testing"
Sibz/await-status-action,"Continuous integration,Utilities","Continuous integration,Utilities"
eunchurn/action-publish,"Publishing,Continuous integration","Publishing,Deployment"
preactjs/compressed-size-action,"Reporting,Code quality","Code quality,Code review"
ibiqlik/action-yamllint,"Testing,Code quality","Code quality,Continuous integration"
uesteibar/reviewer-lottery,"Code review,Utilities","Project management,Code review"
c-hive/gha-remove-artifacts,Utilities,"Continuous integration,Deployment"
peter-evans/link-checker,"Project management,Utilities","Utilities,Open Source management"
ItsKarma/aws-cli,"Deployment,Utilities","Deployment,API management"
jpetrucciani/mypy-check,"Code quality,Continuous integration","Continuous integration,Code quality"
srt32/git-actions,"Continuous integration,Utilities","Continuous integration,Utilities"
vmactions/freebsd-vm,"Testing,Continuous integration","Testing,Continuous integration"
fossa-contrib/fossa-action,"Security,Continuous integration","Continuous integration,Testing"
wemake-services/wemake-python-styleguide,"Code review,Code quality","Code quality,Testing"
wow-actions/use-app-token,"Security,Utilities","Utilities,Deployment"
lgeiger/black-action,"Code quality,Continuous integration","Code quality,Continuous integration"
mtanzi/action-automerge,"Continuous integration,Deployment","Chat,Utilities"
tiangolo/issue-manager,"Community,Open Source management","Utilities,Project management"
aaronbarnaby/create-release-action,"Continuous integration,Utilities","Publishing,Deployment"
xresloader/upload-to-github-release,"Continuous integration,Deployment","Publishing,Deployment"
gitleaks/gitleaks-action,"Security,Code search","Dependency management,Code Scanning Ready"
jidicula/clang-format-action,"Code review,Code quality","Code quality,Code review"
djn24/add-asset-to-release,"Publishing,Deployment","Publishing,Deployment"
fjogeleit/yaml-update-action,"Continuous integration,Utilities","Continuous integration,Container CI"
christianvuerings/add-labels,"Open Source management,Utilities","Project management,Utilities"
ludeeus/setup-homeassistant,"Testing,Continuous integration","Continuous integration,Utilities"
andrewmcodes-archive/rubocop-linter-action,"Code review,Code quality","Code quality,Code review"
shimataro/ssh-key-action,"Publishing,Deployment","Continuous integration,Deployment"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Deployment,Security"
mvasigh/dispatch-action,"Continuous integration,Utilities","Utilities,Open Source management"
crazy-max/ghaction-docker-buildx,"Continuous integration,Container CI","Container CI,Publishing"
mhiew/redoc-lint-github-action,"Testing,Continuous integration","Code quality,Continuous integration"
fjeremic/cron-first-interaction,"Open Source management,Utilities","Utilities,Open Source management"
battila7/get-version-action,"Continuous integration,Utilities","Publishing,Continuous integration"
Harmon758/postgresql-action,"Continuous integration,Container CI","Continuous integration,Dependency management"
elgohr/Github-Release-Action,"Publishing,Continuous integration","Publishing,Deployment"
tinovyatkin/action-php-codesniffer,"Code review,Code quality","Code quality,Code review"
guite/zikula-action,"Testing,Continuous integration","Continuous integration,Code quality"
dawidd6/action-send-mail,"Reporting,Monitoring","Deployment,Publishing"
