project,actual,predicted
ouuan/pkgbuild-action,"Testing,Deployment",Continuous integration
repo-sync/pull-request,"Project management,Open Source management",Utilities
lukka/run-cmake,"Dependency management,Continuous integration",Code review
actionshub/chef-delivery,"Code quality,Continuous integration",Continuous integration
cardinalby/google-api-fetch-token-action,"Security,API management",Testing
goreleaser/goreleaser-action,"Continuous integration,Utilities",Publishing
dropseed/changerelease,"Publishing,Project management",Publishing
nuuday/github-changelog-action,"Publishing,Continuous integration",Publishing
actions/upload-artifact,Utilities,Continuous integration
gitleaks/gitleaks-action,"Security,Code search",Code Scanning Ready
snow-actions/tweet,"Chat,Continuous integration",Continuous integration
reviewdog/action-hadolint,"Code review,Code quality",Code quality
JoseThen/comment-pr,"Chat,Utilities",Code review
Khan/pull-request-comment-trigger,"Code review,Deployment",Open Source management
jetli/wasm-pack-action,"Continuous integration,Deployment",Continuous integration
ishworkh/docker-image-artifact-upload,"Continuous integration,Utilities",Continuous integration
domjtalbot/skip-commit,"Continuous integration,Utilities",Continuous integration
franzbischoff/replace_envs,"Deployment,Utilities",Utilities
rtCamp/action-slack-notify,"Reporting,Chat",Chat
carloscastrojumo/github-cherry-pick-action,"Continuous integration,Deployment",Utilities
deliverybot/status,Deployment,Deployment
s4u/maven-settings-action,"Continuous integration,Utilities",Continuous integration
valadas/get-release-branch-version,Utilities,Continuous integration
falti/dotenv-action,"Continuous integration,Utilities",Continuous integration
julia-actions/setup-julia,"Continuous integration,Utilities",Continuous integration
zymap/bot,Utilities,Utilities
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment",Deployment
zofrex/mirror-branch,"Community,Publishing",Deployment
fauguste/auto-cancellation-running-action,"Continuous integration,Utilities",Continuous integration
SamKirkland/FTP-Deploy-Action,"Continuous integration,Deployment",Deployment
brunoborges/justextract,"Deployment,Utilities",Deployment
suo/flake8-github-action,"Code quality,Continuous integration",Code quality
ciiiii/toml-editor,"Deployment,Utilities",Deployment
pat-s/always-upload-cache,"Dependency management,Continuous integration",Dependency management
pdm-project/setup-pdm,"Dependency management,Utilities",Continuous integration
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI",Continuous integration
duderman/rubocop-annotate-action,"Code quality,Continuous integration",Code review
svenstaro/upload-release-action,"Publishing,Deployment",Publishing
contention/rsync-deployments,"Continuous integration,Deployment",Deployment
BirthdayResearch/oss-governance-bot,"Project management,Open Source management",Project management
hasura/comment-progress,"Reporting,Utilities",Utilities
jazibjafri/issue-volunteer,"Community,Utilities",Utilities
peter-evans/enable-pull-request-automerge,"Project management,Continuous integration",Utilities
trilom/file-changes-action,"Code review,Utilities",Utilities
vitalyliber/dokku-github-action,Deployment,Continuous integration
Warchant/setup-mold,"Continuous integration,Utilities",Continuous integration
SirYwell/sarif-annotator,"Code review,Code quality",Code quality
MrLuje/vs-marketplace-publisher,"Publishing,Deployment",Publishing
UnwrittenMedia/helm3-push-action,"Deployment,Container CI",Continuous integration
peter-evans/repository-dispatch,"Continuous integration,Utilities",Utilities
szymansd/auto-release-notes,"Project management,Utilities",Utilities
codecov/codecov-action,"Code review,Code quality",Testing
ashutoshvarma/action-cmake-build,"Testing,Continuous integration",Continuous integration
