project,actual,predicted
rjstone/discord-webhook-notify,"Chat,Monitoring",Chat
geekyeggo/delete-artifact,Continuous integration,Utilities
re-actors/alls-green,"Security,Continuous integration",Code quality
darenm/Setup-VSTest,"Testing,Utilities",Continuous integration
peter-evans/enable-pull-request-automerge,"Project management,Continuous integration",Open Source management
contention/rsync-deployments,"Continuous integration,Deployment",Deployment
dawidd6/action-send-mail,"Reporting,Monitoring",Deployment
MishaKav/pytest-coverage-comment,"Testing,Reporting",Code quality
fudan-mse/latex-action,"Testing,Continuous integration",Publishing
HarshCasper/validate-issues-over-pull-requests,"Community,Open Source management",Utilities
sibiraj-s/action-eslint,"Code quality,Continuous integration",Code quality
gleich/gh_fsync,"Project management,Utilities",Utilities
narcodico/base64-to-path,"Continuous integration,Utilities",Continuous integration
skeet70/default-project-board-action,"Community,Project management",Utilities
ridedott/merge-me-action,"Dependency management,Security",Utilities
SmartsquareGmbH/delete-old-packages,"Publishing,Continuous integration",Deployment
SirYwell/sarif-annotator,"Code review,Code quality",Code quality
appleboy/scp-action,"Continuous integration,Deployment",Deployment
tibdex/backport,"Continuous integration,Utilities",Utilities
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management",Deployment
jpmcb/prow-github-actions,"Project management,Continuous integration",Utilities
fjogeleit/yaml-update-action,"Continuous integration,Utilities",Continuous integration
GuillaumeFalourd/diff-action,"Testing,Utilities",Utilities
szymansd/auto-release-notes,"Project management,Utilities",Utilities
zofrex/mirror-branch,"Community,Publishing",Deployment
DerJuulsn/todo-issue,"Project management,Utilities",Project management
linhbn123/rebase-pull-requests,"Open Source management,Utilities",Utilities
saulmaldonado/skip-workflow,"Continuous integration,Container CI",Continuous integration
Namchee/conventional-pr,"Project management,Open Source management",Utilities
hkusu/status-create-action,"Continuous integration,Utilities",Continuous integration
langroodi/doxygenize,"Publishing,Continuous integration",Deployment
gradle/gradle-build-action,"Continuous integration,Utilities",Dependency management
primer/figma-action,"Utilities,Desktop tools",Deployment
jandelgado/gcov2lcov-action,"Testing,Code quality",Code quality
actions-cool/pr-welcome,"Open Source management,Utilities",Utilities
JamesSingleton/is-organization-member,"Community,Utilities",Open Source management
step-security/harden-runner,"Security,Monitoring",Continuous integration
leonsteinhaeuser/project-beta-automations,"Project management,API management",Utilities
derekprior/add-autoresponse,"Project management,Open Source management",Utilities
actions/setup-elixir,Continuous integration,Continuous integration
jetli/trunk-action,"Continuous integration,Deployment",Deployment
vmactions/freebsd-vm,"Testing,Continuous integration",Testing
aws-actions/amazon-ecr-login,"Continuous integration,Deployment",Deployment
isthatcentered/dist-to-ftp,"Continuous integration,Deployment",Deployment
k3rnels-actions/pr-update,"Continuous integration,Utilities",Utilities
peter-evans/create-issue-from-file,"Reporting,Utilities",Utilities
egorpugin/sw-action,"Dependency management,Project management",Continuous integration
lukka/run-cmake,"Dependency management,Continuous integration",Dependency management
peterjgrainger/action-create-branch,Utilities,Utilities
gagoar/invoke-aws-lambda,"Continuous integration,Utilities",Deployment
codepunkt/npm-lockfile-changes,"Dependency management,Continuous integration",Code review
yi-Xu-0100/traffic-to-badge,"Monitoring,API management",Deployment
XAMPPRocky/get-github-release,"Continuous integration,Utilities",Publishing
actions/create-release,"Publishing,Utilities",Publishing
reitermarkus/rerun-workflow,"Code review,Continuous integration",Project management
shimataro/ssh-key-action,"Publishing,Deployment",Continuous integration
