project,actual,predicted
maxheld83/ghpages,"Publishing,Deployment","Deployment,Publishing"
anothrNick/github-tag-action,"Open Source management,Continuous integration","Publishing,Utilities"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Utilities"
sebastianpopp/ftp-action,"Publishing,Deployment","Deployment,Publishing"
dev-drprasad/delete-older-releases,"Publishing,Utilities","Publishing,Utilities"
fjogeleit/yaml-update-action,"Continuous integration,Utilities","Utilities,Continuous integration"
MishaKav/pytest-coverage-comment,"Testing,Reporting","Code quality,Code review"
korelstar/xmllint-problem-matcher,"Reporting,Code review","Code review,Reporting"
Lukasss93/telegram-action,"Reporting,Chat","Chat,Utilities"
danielchabr/pr-labels-checker,"Continuous integration,Utilities","Open Source management,Utilities"
dblock/create-a-github-issue,"Project management,Open Source management","Project management,Utilities"
nick-fields/private-action-loader,"Continuous integration,Utilities","Chat,Continuous integration"
joelwmale/webhook-action,"Monitoring,API management","Chat,Utilities"
toshimaru/auto-author-assign,"Project management,Open Source management","Project management,Utilities"
nick-fields/assert-action,"Testing,Utilities","Continuous integration,Security"
azure/webapps-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities","Deployment,Continuous integration"
clowdhaus/terraform-min-max,"Open Source management,Continuous integration","Utilities,Code review"
MirageNet/nunit-reporter,"Testing,Reporting","Code quality,Testing"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Project management,Open Source management"
adamkdean/simple-slack-notify,"Reporting,Chat","Chat,Reporting"
sibiraj-s/action-archiver,"Deployment,Utilities","Continuous integration,Testing"
actions/upload-artifact,Utilities,"Continuous integration,Utilities"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
seanmiddleditch/gha-setup-ninja,"Continuous integration,Utilities","Continuous integration,Utilities"
check-spelling/check-spelling,"Code review,Code quality","Code quality,Code review"
yuezk/publish-obs-package,"Publishing,Deployment","Deployment,Publishing"
Dirrk/action-docs,"Project management,Utilities","Utilities,Continuous integration"
morphy2k/revive-action,"Code quality,Utilities","Code quality,Continuous integration"
reviewdog/action-misspell,"Code review,Code quality","Code quality,Code review"
mujo-code/puppeteer-headful,"Testing,Reporting","Container CI,Publishing"
nanasess/setup-php,Continuous integration,"Continuous integration,Utilities"
shimataro/ssh-key-action,"Publishing,Deployment","Continuous integration,Deployment"
daneden/enable-automerge-action,"Dependency management,Utilities","Project management,Code review"
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration","Utilities,Dependency management"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Code review"
xinthink/action-telegram,"Chat,Utilities","Utilities,Code quality"
dangoslen/changelog-enforcer,"Project management,Utilities","Publishing,Continuous integration"
deadsnakes/action,"Testing,Continuous integration","Continuous integration,Testing"
kurocha/setup-cpp,"Continuous integration,Utilities","Code review,Code quality"
actions-cool/release-helper,"Utilities,AI Assisted","Utilities,Open Source management"
Qard/heaviest-objects-in-the-universe,"Dependency management,Code quality","Utilities,Testing"
peterjgrainger/action-create-branch,Utilities,"Deployment,Publishing"
falti/dotenv-action,"Continuous integration,Utilities","Code quality,Code review"
nick-invision/retry,"Continuous integration,Utilities","Continuous integration,Testing"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
lukka/set-shell-env,Utilities,"Continuous integration,Dependency management"
wizhi/setup-buf,"Code quality,Continuous integration","Continuous integration,Dependency management"
elgohr/Github-Release-Action,"Publishing,Continuous integration","Publishing,Deployment"
KeisukeYamashita/create-comment,"Open Source management,Utilities","Utilities,Open Source management"
medyagh/setup-minikube,"Continuous integration,Container CI","Testing,Container CI"
imjasonh/setup-ko,"Publishing,Continuous integration","Continuous integration,Dependency management"
fkirc/skip-duplicate-actions,"Testing,Continuous integration","Continuous integration,Utilities"
geekyeggo/delete-artifact,Continuous integration,"Utilities,Continuous integration"
codespell-project/codespell-problem-matcher,"Code review,Continuous integration","Code review,Reporting"
jpetrucciani/mypy-check,"Code quality,Continuous integration","Continuous integration,Code quality"
dieghernan/cff-validator,"Testing,Publishing","Continuous integration,Testing"
redhat-plumbers-in-action/advanced-issue-labeler,"Reporting,Project management","Open Source management,Code quality"
browser-actions/setup-firefox,"Testing,Continuous integration","Continuous integration,Testing"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Continuous integration,Deployment"
andymckay/pycodestyle-action,Code review,"Code quality,Continuous integration"
willcaul/jest-github-action,"Testing,Continuous integration","Code quality,Code review"
up9cloud/action-rsync,"Publishing,Deployment","Deployment,Continuous integration"
Reedyuk/NPM-Version,"Publishing,Continuous integration","Publishing,Continuous integration"
chetan/invalidate-cloudfront-action,"Publishing,Deployment","Deployment,Continuous integration"
m1ner79/Github-Twittction,"Chat,Publishing","Chat,Continuous integration"
peter-evans/close-pull,"Open Source management,Utilities","Utilities,Open Source management"
mikefarah/yq,"Deployment,Utilities","Container CI,Deployment"
Chocobo1/setup-ccache-action,"Continuous integration,Utilities","Continuous integration,Dependency management"
ewels/rich-codex,"Continuous integration,Utilities","Publishing,Code quality"
TheBusyBiscuit/recently-closed-issues,"Community,API management","Project management,Open Source management"
OSDKDev/lock-issues,"Open Source management,Utilities","Utilities,Open Source management"
pat-s/always-upload-cache,"Dependency management,Continuous integration","Utilities,Continuous integration"
getong/mariadb-action,"Continuous integration,Container CI","Continuous integration,Container CI"
fregante/setup-git-user,"Publishing,Deployment","Utilities,Chat"
Deep-Symmetry/github-version-action,"Continuous integration,Deployment","Publishing,Utilities"
tibdex/github-app-token,"Continuous integration,Utilities","Deployment,Security"
AckeeCZ/load-xcode-version,"IDEs,Desktop tools","Continuous integration,Deployment"
liri-infra/qmllint-action,"Code quality,Continuous integration","Continuous integration,Testing"
hashicorp/setup-terraform,"Deployment,Utilities","Continuous integration,Dependency management"
docker-practice/actions-setup-docker,Container CI,"Continuous integration,Container CI"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Continuous integration,Security"
brunoborges/justextract,"Deployment,Utilities","Utilities,Deployment"
n1hility/cancel-previous-runs,Continuous integration,"Continuous integration,Code review"
VeryGoodOpenSource/very_good_coverage,"Testing,Code quality","Code quality,Code review"
octodemo/pr-gatekeeper,"Code review,Project management","Code review,Project management"
ljmf00/setup-lua,"Dependency management,Utilities","Continuous integration,Utilities"
humbletim/install-vulkan-sdk,"Dependency management,Utilities","Dependency management,Utilities"
SchoofsKelvin/event-utilities,"Continuous integration,Utilities","Publishing,Code review"
actions/upload-release-asset,"Publishing,Utilities","Publishing,Deployment"
actionshub/test-kitchen,"Testing,Continuous integration","Continuous integration,Container CI"
potatoqualitee/azuright,"Testing,Utilities","Deployment,Continuous integration"
andstor/copycat-action,"Deployment,Utilities","Utilities,Deployment"
SAP/project-piper-action,"Continuous integration,Deployment","Continuous integration,Code quality"
skx/github-action-build,"Continuous integration,Deployment","Continuous integration,Publishing"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Testing,Reporting"
hexrabbit/whitespace-lint,"Code review,Utilities","Code quality,Code review"
ThomasKliszowski/setup-kubectl,"Continuous integration,Deployment","Continuous integration,Utilities"
damccorm/tag-ur-it,"Project management,Open Source management","Project management,Continuous integration"
mattsb42-meta/not-grep,"Code quality,Continuous integration","Code quality,Continuous integration"
jitterbit/await-check-suites,"Continuous integration,Utilities","Continuous integration,Utilities"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Security"
DerJuulsn/todo-issue,"Project management,Utilities","Open Source management,Utilities"
mxschmitt/action-tmate,"Continuous integration,Utilities","Continuous integration,Deployment"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
osism/ansible-lint-action,"Code quality,Continuous integration","Continuous integration,Security"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
shogo82148/actions-setup-perl,"Continuous integration,Utilities","Continuous integration,Utilities"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Code review,Utilities"
chinthakagodawita/autoupdate,"Continuous integration,Utilities","Project management,Utilities"
chromaui/action,"Code review,Code quality","Utilities,Open Source management"
oxsecurity/megalinter,"Code quality,Continuous integration","Code quality,Testing"
masa-iwasaki/setup-rbenv,"Testing,Continuous integration","Continuous integration,Dependency management"
urlstechie/urlchecker-action,"Monitoring,Continuous integration","Utilities,Project management"
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI","Utilities,Continuous integration"
mfinelli/setup-imagemagick,"Dependency management,Utilities","Continuous integration,Utilities"
sudo-bot/action-scrutinizer,"Reporting,Utilities","Continuous integration,Code quality"
olafurpg/setup-gpg,"Continuous integration,Utilities","Continuous integration,Deployment"
arma-actions/workshop-upload,"Publishing,Utilities","Publishing,Deployment"
peaceiris/actions-mdbook,"Publishing,Deployment","Publishing,Deployment"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
skaut/wordpress-version-checker,"Dependency management,Utilities","Publishing,Deployment"
Ilshidur/action-slack,"Chat,Continuous integration","Chat,Reporting"
SeokminHong/pages-action,"Publishing,Deployment","Deployment,Publishing"
hadialqattan/relies-on,"Testing,Utilities","Utilities,Open Source management"
technote-space/auto-card-labeler,"Project management,Utilities","Utilities,Project management"
yuichielectric/dive-action,"Continuous integration,Container CI","Utilities,Continuous integration"
shyim/junit-report-annotations-action,Utilities,"Testing,Reporting"
Harmon758/postgresql-action,"Continuous integration,Container CI","Continuous integration,Dependency management"
mislav/bump-homebrew-formula-action,"Publishing,Open Source management","Publishing,Dependency management"
christian-draeger/write-properties,Utilities,"Utilities,Security"
superbrothers/close-pull-request,Utilities,"Utilities,Open Source management"
JoseThen/comment-pr,"Chat,Utilities","Utilities,Code review"
cardinalby/git-get-release-action,"Publishing,Utilities","Publishing,Utilities"
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration","Code review,Code quality"
cake-build/cake-action,"Continuous integration,Desktop tools","Continuous integration,Testing"
actions/setup-dotnet,Utilities,"Continuous integration,Utilities"
m19c/action-lerna,"Project management,Utilities","Code quality,Code review"
burrunan/gradle-cache-action,"Continuous integration,Utilities","Utilities,Dependency management"
deep5050/cppcheck-action,"Code review,Code quality","Code review,Code quality"
StephaneBour/actions-php-cpd,"Code review,Code quality","Continuous integration,Code quality"
peter-evans/create-or-update-project-card,"Open Source management,Utilities","Utilities,Project management"
jam1garner/contributors-only,"Support,Open Source management","Open Source management,Utilities"
codecov/codecov-action,"Code review,Code quality","Code quality,Continuous integration"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Continuous integration,Deployment"
amondnet/vercel-action,"Continuous integration,Deployment","Utilities,Continuous integration"
StephanThierry/ftp-delete-action,"Deployment,Utilities","Deployment,Publishing"
fregante/release-with-changelog,"Publishing,Utilities","Publishing,Utilities"
ardalanamini/auto-changelog,"Publishing,Utilities","Publishing,Chat"
crazy-max/ghaction-github-labeler,"Project management,Open Source management","Container CI,Utilities"
ldeluigi/markdown-docs,"Continuous integration,Utilities","Publishing,Deployment"
gacts/purge-jsdelivr-cache,"Publishing,Deployment","Utilities,Continuous integration"
kevinpainchaud/simple-ftp-deploy-action,Deployment,"Deployment,Publishing"
Flank/flank,"Testing,Mobile CI","Security,Publishing"
totaldebug/sphinx-publish-action,"Publishing,Continuous integration","Deployment,Publishing"
brittonhayes/validate-yaml,"Code review,Code quality","Testing,Continuous integration"
actions/setup-python,Utilities,"Utilities,Dependency management"
peter-evans/repository-dispatch,"Continuous integration,Utilities","Utilities,Open Source management"
fluttercandies/no-free-usage-action,"Community,Project management","Utilities,Open Source management"
myci-actions/publish-nuget,"Continuous integration,Deployment","Utilities,Dependency management"
andrewmcodes-archive/rubocop-linter-action,"Code review,Code quality","Code quality,Code review"
tim-actions/commit-body-check,"Code review,Continuous integration","Code review,Utilities"
saadmk11/github-actions-version-updater,"Dependency management,Project management","Utilities,Project management"
actions-cool/issues-helper,"Utilities,AI Assisted","Utilities,Open Source management"
