project,actual,predicted
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Dependency management"
aochmann/actions-download-artifact,"Continuous integration,Deployment","Utilities,Continuous integration"
hmarr/debug-action,"Testing,Utilities","Continuous integration,Utilities"
cclauss/GitHub-Action-for-pylint,"Code review,Code quality","Code quality,Continuous integration"
nick-fields/private-action-loader,"Continuous integration,Utilities","Utilities,Testing"
fabriciobastian/download-release-asset-action,"Dependency management,Continuous integration","Publishing,Continuous integration"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Continuous integration"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Code quality"
zyborg/dotnet-tests-report,"Testing,Reporting","Testing,Continuous integration"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Deployment,Publishing"
wow-actions/needs-more-info,"Support,Utilities","Utilities,Project management"
at-wat/bloom-release-action,Deployment,"Publishing,Continuous integration"
dawidd6/action-get-tag,"Publishing,Utilities","Continuous integration,Publishing"
undergroundwires/bump-everywhere,"Open Source management,Continuous integration","Utilities,Publishing"
danielpalme/ReportGenerator-GitHub-Action,"Testing,Code quality","Code quality,Testing"
EndBug/label-sync,"Open Source management,Utilities","Open Source management,Utilities"
Deep-Symmetry/github-version-action,"Continuous integration,Deployment","Continuous integration,Publishing"
sibiraj-s/action-archiver,"Deployment,Utilities","Continuous integration,Utilities"
hkusu/apk-info-action,"Reporting,Mobile CI","Utilities,Continuous integration"
oplik0/openPGP-action,"Security,Utilities","Deployment,Chat"
allenevans/set-env,Utilities,"Continuous integration,Utilities"
meeDamian/github-release,"Publishing,Deployment","Publishing,Continuous integration"
expo/expo-github-action,"Deployment,Utilities","Dependency management,Utilities"
micnncim/action-label-syncer,"Open Source management,Utilities","Code quality,Utilities"
gradle/wrapper-validation-action,Security,"Continuous integration,Utilities"
nuuday/github-changelog-action,"Publishing,Continuous integration","Publishing,Utilities"
flood-io/is-published-on-npm,"Publishing,Utilities","Publishing,Deployment"
derekprior/add-autoresponse,"Project management,Open Source management","Utilities,Project management"
browser-actions/setup-geckodriver,"Testing,Continuous integration","Continuous integration,Testing"
TrueBrain/actions-flake8,"Code review,Code quality","Code quality,Continuous integration"
palmerhq/changecast,"Project management,Open Source management","Deployment,Publishing"
sonots/slack-notice-action,Chat,"Chat,Reporting"
ibakshay/greet-contributors-action,"Open Source management,Utilities","Utilities,Code review"
ldeluigi/markdown-docs,"Continuous integration,Utilities","Continuous integration,Project management"
fnkr/github-action-git-bash,Utilities,"Continuous integration,Deployment"
peter-evans/create-or-update-project-card,"Open Source management,Utilities","Utilities,Project management"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Project management,Code review"
ammaraskar/gcc-problem-matcher,"Reporting,Code quality","Code review,Reporting"
rtCamp/action-slack-notify,"Reporting,Chat","Chat,Reporting"
Azure/docker-login,"Continuous integration,Container CI","Container CI,Deployment"
leonsteinhaeuser/project-beta-automations,"Project management,API management","Project management,Utilities"
crazy-max/ghaction-container-scan,"Container CI,Code Scanning Ready","Container CI,Security"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Publishing,Deployment"
mathieudutour/github-tag-action,"Publishing,Utilities","Publishing,Utilities"
egorpugin/sw-action,"Dependency management,Project management","Continuous integration,Container CI"
innocarpe/actions-slack,"Chat,Continuous integration","Chat,Continuous integration"
dawidd6/action-send-mail,"Reporting,Monitoring","Deployment,Publishing"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Utilities,Continuous integration"
hugo19941994/delete-draft-releases,"Publishing,Utilities","Publishing,Utilities"
dineshsonachalam/markdown-autodocs,"Continuous integration,Deployment","Project management,Chat"
makaroni4/prcop,"Code review,Learning","Code review,Code quality"
falti/dotenv-action,"Continuous integration,Utilities","Code review,Code quality"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Utilities,Continuous integration"
franzbischoff/replace_envs,"Deployment,Utilities","Utilities,Project management"
Justintime50/homebrew-releaser,"Dependency management,Publishing","Publishing,Deployment"
8398a7/action-slack,"Chat,Continuous integration","Chat,Reporting"
adapttive/algolia-docsearch-action,"Publishing,Continuous integration","Deployment,Utilities"
artis3n/setup-conftest,"Deployment,Utilities","Continuous integration,Testing"
tianhaoz95/mirror-action,"Code review,Code quality","Utilities,Open Source management"
AEnterprise/rsync-deploy,Deployment,"Deployment,Publishing"
sqren/backport-github-action,"Deployment,Utilities","Utilities,Continuous integration"
peter-evans/enable-pull-request-automerge,"Project management,Continuous integration","Utilities,Open Source management"
AckeeCZ/load-xcode-version,"IDEs,Desktop tools","Continuous integration,Utilities"
johnwbyrd/update-release,"Continuous integration,Container CI","Publishing,Deployment"
kdheepak/panvimdoc,"Continuous integration,Deployment","Publishing,Project management"
crondaemon/close-pr,"Code review,Utilities","Open Source management,Project management"
actions/create-release,"Publishing,Utilities","Publishing,Deployment"
RobertMrowiec/URLs-checker,"Project management,Code search","Utilities,Mobile CI"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Continuous integration,Utilities"
gr2m/create-or-update-pull-request-action,Utilities,"Utilities,Open Source management"
edgarrc/action-7z,"Deployment,Utilities","Continuous integration,Utilities"
symfonycorp/security-checker-action,"Dependency management,Security","Dependency management,Security"
agentd00nut/jekyll-build-optional-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
akosbalasko/coffee-readme,"Support,Utilities","Project management,Community"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Utilities,Code review"
imjasonh/setup-ko,"Publishing,Continuous integration","Continuous integration,Testing"
reviewdog/action-shellcheck,"Code review,Code quality","Code quality,Code review"
shogo82148/actions-setup-perl,"Continuous integration,Utilities","Continuous integration,Utilities"
yuichielectric/dive-action,"Continuous integration,Container CI","Continuous integration,Code review"
jerray/publish-docker-action,"Deployment,Container CI","Container CI,Publishing"
medyagh/setup-minikube,"Continuous integration,Container CI","Container CI,Deployment"
davidB/rust-cargo-make,"Continuous integration,Deployment","Dependency management,Open Source management"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Security"
hasura/comment-progress,"Reporting,Utilities","Utilities,Open Source management"
vmactions/cf-tunnel,"Testing,Continuous integration","Testing,Continuous integration"
daneden/enable-automerge-action,"Dependency management,Utilities","Code review,Project management"
JS-DevTools/npm-publish,"Publishing,Deployment","Publishing,Deployment"
karancode/yamllint-github-action,"Code quality,Continuous integration","Code quality,Testing"
paambaati/codeclimate-action,"Code review,Code quality","Testing,Code quality"
actions-hub/gcloud,"Publishing,Continuous integration","Deployment,Continuous integration"
Difegue/action-megacmd,"Publishing,Deployment","Publishing,Deployment"
apple-actions/import-codesign-certs,"Mobile CI,Mobile","Security,Deployment"
cirrus-actions/rebase,"Code review,Utilities","Utilities,Open Source management"
marcodallasanta/ssh-scp-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
lukka/run-cmake,"Dependency management,Continuous integration","Code Scanning Ready,Code review"
kevinpainchaud/simple-ftp-deploy-action,Deployment,"Deployment,Publishing"
totaldebug/sphinx-publish-action,"Publishing,Continuous integration","Publishing,Deployment"
minddocdev/docker-publish-action,"Publishing,Container CI","Container CI,Publishing"
andstor/file-existence-action,"Testing,Utilities","Utilities,Code quality"
potiuk/get-workflow-origin,"Continuous integration,Utilities","Utilities,Continuous integration"
SonarSource/sonarcloud-github-action,"Security,Code quality","Code quality,Continuous integration"
potatoqualitee/azuright,"Testing,Utilities","Deployment,Continuous integration"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Deployment"
Actions-R-Us/actions-tagger,"Publishing,Project management","Continuous integration,Publishing"
technote-space/package-version-check-action,"Support,Utilities","Utilities,Project management"
darenm/Setup-VSTest,"Testing,Utilities","Continuous integration,Utilities"
MrLuje/vs-marketplace-publisher,"Publishing,Deployment","Continuous integration,Publishing"
mfinelli/setup-imagemagick,"Dependency management,Utilities","Continuous integration,Testing"
andrewmcodes/standardrb-action,"Code review,Code quality","Code quality,Code review"
nolar/setup-k3d-k3s,"Continuous integration,Container CI","Continuous integration,Container CI"
samuelmeuli/action-snapcraft,"Dependency management,Publishing","Continuous integration,Deployment"
xinthink/action-telegram,"Chat,Utilities","Chat,Reporting"
wei/curl,"Continuous integration,Utilities","Continuous integration,Chat"
tim-actions/get-pr-commits,"Code review,Utilities","Code review,Continuous integration"
ok-nick/setup-aftman,"Continuous integration,Utilities","Utilities,Continuous integration"
re-actors/alls-green,"Security,Continuous integration","Code quality,Continuous integration"
snow-actions/git-config-user,"Continuous integration,Utilities","Deployment,Utilities"
jetli/wasm-bindgen-action,"Continuous integration,Deployment","Continuous integration,Deployment"
percy/exec-action,"Testing,Continuous integration","Continuous integration,Code quality"
textbook/git-checkout-submodule-action,Continuous integration,"Continuous integration,Utilities"
christian-draeger/read-properties,Utilities,"Utilities,Continuous integration"
wbari/start-mongoDB,"Testing,Utilities","Testing,Continuous integration"
cypress-io/github-action,"Testing,Continuous integration","Continuous integration,Testing"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
jpetrucciani/black-check,"Code quality,Continuous integration","Code quality,Continuous integration"
azure/webapps-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
jakejarvis/s3-sync-action,"Deployment,Utilities","Deployment,Continuous integration"
pullpreview/action,"Code review,Continuous integration","Deployment,Project management"
jacobtomlinson/gha-find-replace,"Continuous integration,Utilities","Utilities,Publishing"
stCarolas/setup-maven,Continuous integration,"Continuous integration,Code quality"
varunsridharan/action-apigen,"Code search,Utilities","Publishing,Deployment"
mymindstorm/setup-emsdk,"Dependency management,Continuous integration","Continuous integration,Dependency management"
actions-cool/check-user-permission,"Open Source management,Utilities","Utilities,Open Source management"
ravsamhq/notify-slack-action,"Reporting,Chat","Chat,Reporting"
actions-cool/issues-helper,"Utilities,AI Assisted","Utilities,Open Source management"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
archive/github-actions-slack,"Chat,Utilities","Chat,Reporting"
chrnorm/deployment-status,"Continuous integration,Deployment","Deployment,Publishing"
rzr/fediverse-action,"Community,Chat","Chat,Continuous integration"
duderman/rubocop-annotate-action,"Code quality,Continuous integration","Code review,Code quality"
roots/issue-closer-action,"Community,Open Source management","Utilities,Project management"
DeLaGuardo/setup-clojure,"Continuous integration,Utilities","Continuous integration,Testing"
devmasx/merge-branch,"Continuous integration,Utilities","Utilities,Project management"
frankdejonge/use-github-token,"Continuous integration,Deployment","Deployment,Utilities"
php-actions/composer,"Dependency management,Utilities","Continuous integration,Dependency management"
ethomson/issue-dashboard,"Project management,Open Source management","Project management,Community"
DuckSoft/create-7z-action,"Publishing,Utilities","Utilities,Continuous integration"
pdm-project/setup-pdm,"Dependency management,Utilities","Continuous integration,Dependency management"
Eun/http-server-action,"Testing,Utilities","Deployment,Chat"
JasonEtco/is-sponsor-label-action,"Open Source management,GitHub Sponsors","Project management,Open Source management"
mstksg/get-package,"Dependency management,Deployment","Monitoring,Testing"
web3-storage/add-to-web3,"Deployment,Backup Utilities","Deployment,Continuous integration"
zyborg/gh-action-buildnum,"Continuous integration,Utilities","Continuous integration,Publishing"
OskarStark/phpstan-ga,"Code quality,Continuous integration","Continuous integration,Code quality"
burrunan/gradle-cache-action,"Continuous integration,Utilities","Continuous integration,Utilities"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Utilities"
gradle-update/update-gradle-wrapper-action,"Dependency management,Utilities","Utilities,Project management"
