project,actual,predicted
convictional/trigger-workflow-and-wait,"Code quality,Continuous integration","Continuous integration,Utilities"
yuezk/publish-ppa-package,"Publishing,Deployment","Continuous integration,Publishing"
digitalocean/action-doctl,"Deployment,Container CI","Container CI,Continuous integration"
olafurpg/setup-gpg,"Continuous integration,Utilities","Continuous integration,Utilities"
EndBug/latest-tag,"Open Source management,Utilities","Publishing,Utilities"
innovationnorway/setup-vault,"Security,Deployment","Continuous integration,Utilities"
thehanimo/pr-title-checker,"Open Source management,Utilities","Utilities,Code review"
montudor/action-zip,"Deployment,Utilities","Publishing,Continuous integration"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Utilities,Project management"
larsoner/circleci-artifacts-redirector-action,"Continuous integration,Deployment","Utilities,Continuous integration"
leonsteinhaeuser/project-beta-automations,"Project management,API management","Utilities,Open Source management"
actions/github-script,Utilities,"Utilities,Container CI"
Warchant/setup-mold,"Continuous integration,Utilities","Continuous integration,Publishing"
homoluctus/slatify,Chat,"Chat,Reporting"
ergebnis/composer-normalize-action,"Code quality,Continuous integration","Dependency management,Continuous integration"
RichiCoder1/vault-action,"Security,Continuous integration","Deployment,Utilities"
michaelw90/PHP-Lint,"Code quality,Continuous integration","Code quality,Continuous integration"
alexellis/upload-assets,"Continuous integration,Deployment","Publishing,Deployment"
wearerequired/lint-action,"Testing,Code quality","Code quality,Continuous integration"
amondnet/vercel-action,"Continuous integration,Deployment","Deployment,Publishing"
actions/download-artifact,Utilities,"Utilities,Continuous integration"
dessant/issue-states,"Project management,Utilities","Project management,Open Source management"
korelstar/xmllint-problem-matcher,"Reporting,Code review","Code quality,Code review"
uraimo/run-on-arch-action,"Continuous integration,Container CI","Continuous integration,Utilities"
paambaati/codeclimate-action,"Code review,Code quality","Code quality,Testing"
wasmerio/setup-wasmer,"Dependency management,Publishing","Deployment,Publishing"
domjtalbot/skip-commit,"Continuous integration,Utilities","Continuous integration,Container CI"
samuelmeuli/lint-action,"Testing,Code quality","Code quality,Continuous integration"
akosbalasko/coffee-readme,"Support,Utilities","Publishing,Utilities"
JonasAlfredsson/docker-on-tmpfs,"Continuous integration,Utilities","Continuous integration,Code review"
emibcn/badge-action,"Monitoring,Utilities","Utilities,Code quality"
Resnovas/label-mastermind,"Project management,Utilities","Continuous integration,Open Source management"
cicirello/jacoco-badge-generator,"Testing,Utilities","Code quality,Testing"
kdheepak/panvimdoc,"Continuous integration,Deployment","Publishing,Code quality"
jesusvasquez333/verify-pr-label-action,"Project management,Continuous integration","Project management,Utilities"
marcodallasanta/ssh-scp-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
shogo82148/actions-setup-perl,"Continuous integration,Utilities","Continuous integration,Utilities"
actionshub/chef-install,"Dependency management,Continuous integration","Continuous integration,Code quality"
fabriciobastian/download-release-asset-action,"Dependency management,Continuous integration","Publishing,Deployment"
Khan/pull-request-workflow-cancel,"Code review,Continuous integration","Utilities,Continuous integration"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Publishing,Deployment"
geekyeggo/delete-artifact,Continuous integration,"Utilities,Deployment"
charmixer/auto-changelog-action,"Continuous integration,Deployment","Publishing,Deployment"
guyarb/golang-test-annotations,"Testing,Container CI","Testing,Code quality"
Namchee/conventional-pr,"Project management,Open Source management","Utilities,Continuous integration"
hmarr/debug-action,"Testing,Utilities","Utilities,Continuous integration"
ishworkh/docker-image-artifact-download,"Continuous integration,Utilities","Continuous integration,Utilities"
pr-annotators/mypy-pr-annotator,"Code review,Code quality","Continuous integration,Dependency management"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Testing"
r0adkll/sign-android-release,"Mobile CI,Publishing","Deployment,Publishing"
dotnet/nbgv,"Project management,Continuous integration","Continuous integration,Utilities"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Publishing,Deployment"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
tim-actions/commit-body-check,"Code review,Continuous integration","Code review,Continuous integration"
technote-space/release-github-actions,"Publishing,Utilities","Utilities,Deployment"
suo/flake8-github-action,"Code quality,Continuous integration","Code quality,Dependency management"
Numericas/matrix-action,"Reporting,Project management","Chat,Deployment"
sebastianpopp/ftp-action,"Publishing,Deployment","Deployment,Publishing"
vijaykramesh/pr-lint-action,"Project management,Continuous integration","Code quality,Security"
benjlevesque/short-sha,"Continuous integration,Utilities","Continuous integration,Utilities"
crazy-max/ghaction-container-scan,"Container CI,Code Scanning Ready","Container CI,Continuous integration"
musichin/ktlint-check,"Code review,Code quality","Code quality,Publishing"
web3-storage/add-to-web3,"Deployment,Backup Utilities","Utilities,Deployment"
StephanThierry/ftp-delete-action,"Deployment,Utilities","Deployment,Utilities"
yinlinchen/amplify-preview-actions,"Code review,Continuous integration","Deployment,Container CI"
tiangolo/issue-manager,"Community,Open Source management","Utilities,Open Source management"
ScottBrenner/cfn-lint-action,"Code quality,Continuous integration","Code quality,Code review"
textileio/cloudflare-update-dnslink,"Continuous integration,Deployment","Utilities,Continuous integration"
joelwmale/webhook-action,"Monitoring,API management","Chat,Reporting"
derekprior/add-autoresponse,"Project management,Open Source management","Utilities,Community"
christian-korneck/update-container-description-action,"Container CI,Utilities","Utilities,Container CI"
mheap/github-action-required-labels,Code review,"Project management,Utilities"
RafikFarhad/clang-format-github-action,"Code review,Code quality","Code quality,Code review"
skjnldsv/check-actor-permission,"Open Source management,Utilities","Open Source management,Utilities"
de-vri-es/setup-git-credentials,"Dependency management,Security","Continuous integration,Deployment"
lucasvanmol/status-badges,"Community,Utilities","Utilities,Continuous integration"
rickstaa/top-issues-action,"Community,Project management","Utilities,Project management"
matlab-actions/setup-matlab,"Continuous integration,Utilities","Testing,Continuous integration"
paulfantom/periodic-labeler,"Project management,Open Source management","Project management,Utilities"
imciner2/run-lcov,"Code quality,Continuous integration","Code quality,Code review"
vitalyliber/dokku-github-action,Deployment,"Continuous integration,Deployment"
canastro/copy-file-action,Project management,"Continuous integration,Deployment"
cadwallion/publish-rubygems-action,"Publishing,Open Source management","Publishing,Deployment"
srvaroa/labeler,"Code review,Project management","Project management,Code review"
Deep-Symmetry/github-version-action,"Continuous integration,Deployment","Continuous integration,Container CI"
srt32/git-actions,"Continuous integration,Utilities","Continuous integration,Code quality"
korelstar/phplint-problem-matcher,"Reporting,Code review","Code quality,Code review"
microsoft/setup-msbuild,"IDEs,Continuous integration","Utilities,Continuous integration"
volta-cli/action,Utilities,"Continuous integration,Testing"
satackey/action-docker-layer-caching,"Container CI,Utilities","Dependency management,Continuous integration"
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
juankaram/sentry-release,"Code quality,Deployment","Continuous integration,Deployment"
andymckay/cancel-action,Utilities,"Continuous integration,API management"
reitermarkus/automerge,"Code review,Project management","Code review,Project management"
fastify/github-action-merge-dependabot,"Dependency management,Open Source management","Code review,Project management"
burrunan/gradle-cache-action,"Continuous integration,Utilities","Continuous integration,Utilities"
aws-actions/configure-aws-credentials,"Continuous integration,Deployment","Deployment,Continuous integration"
dev-drprasad/delete-tag-and-release,"Publishing,Utilities","Publishing,Deployment"
maxim-lobanov/setup-xamarin,Utilities,"Continuous integration,Utilities"
TrueBrain/actions-flake8,"Code review,Code quality","Code quality,Code review"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Dependency management"
samuelmeuli/action-maven-publish,"Publishing,Deployment","Continuous integration,Utilities"
StephaneBour/actions-php-cpd,"Code review,Code quality","Code quality,Continuous integration"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Utilities,Project management"
ewels/rich-codex,"Continuous integration,Utilities","Continuous integration,Utilities"
at-wat/setup-gh-pr-comment,"Continuous integration,Utilities","Open Source management,Utilities"
Legion2/swagger-ui-action,"API management,Utilities","Deployment,Publishing"
technote-space/create-pr-action,"Project management,Utilities","Dependency management,Utilities"
icepuma/rust-action,"Continuous integration,Container CI","Continuous integration,Utilities"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Deployment,Security"
whoan/docker-build-with-cache-action,"Publishing,Container CI","Container CI,Deployment"
returntocorp/bento-action,"Code quality,Continuous integration","Deployment,Continuous integration"
garygrossgarten/github-action-ssh,"Continuous integration,Utilities","Continuous integration,Deployment"
JamesIves/github-pages-deploy-action,"Publishing,Deployment","Deployment,Publishing"
php-actions/phpunit,"Testing,Continuous integration","Dependency management,Testing"
