project,actual,predicted
rodrigogiraoserrao/python-black-check,"Code quality,Utilities","Code quality,Continuous integration"
maxim-lobanov/setup-xamarin,Utilities,"Continuous integration,Utilities"
manusa/actions-publish-docker,"Publishing,Container CI","Publishing,Continuous integration"
actions/create-release,"Publishing,Utilities","Publishing,Utilities"
octokit/request-action,Utilities,"Utilities,Continuous integration"
wagoid/commitlint-github-action,"Code review,Code quality","Code quality,Code review"
ItsKarma/aws-cli,"Deployment,Utilities","Deployment,Utilities"
addnab/docker-run-action,"Continuous integration,Container CI","Continuous integration,Container CI"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Testing"
actions-hub/gcloud,"Publishing,Continuous integration","Continuous integration,Deployment"
srt32/git-actions,"Continuous integration,Utilities","Continuous integration,Code quality"
DoozyX/clang-format-lint-action,"Code review,Code quality","Code quality,Code review"
wasmerio/setup-wasmer,"Dependency management,Publishing","Publishing,Deployment"
derekprior/add-autoresponse,"Project management,Open Source management","Community,Project management"
ShiftLeftSecurity/scan-action,"Security,Open Source management","Time tracking,Publishing"
srggrs/assign-one-project-github-action,"Project management,Utilities","Project management,Utilities"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
shogo82148/actions-goveralls,"Testing,Code quality","Testing,Code quality"
EndBug/latest-tag,"Open Source management,Utilities","Utilities,Publishing"
urlstechie/urlchecker-action,"Monitoring,Continuous integration","Code quality,Utilities"
maxheld83/ghpages,"Publishing,Deployment","Deployment,Publishing"
proudust/gh-describe,"Publishing,Utilities","Utilities,Code quality"
art049/mongodb-cluster-action,"Testing,Continuous integration","Testing,Container CI"
frankdejonge/use-github-token,"Continuous integration,Deployment","Publishing,Deployment"
actionshub/test-kitchen,"Testing,Continuous integration","Continuous integration,Container CI"
julia-actions/julia-runtest,"Testing,Continuous integration","Continuous integration,Utilities"
andymckay/cancel-action,Utilities,"Continuous integration,Code review"
php-actions/composer,"Dependency management,Utilities","Dependency management,Continuous integration"
danielpalme/ReportGenerator-GitHub-Action,"Testing,Code quality","Code quality,Testing"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
m1ner79/Github-Twittction,"Chat,Publishing","Deployment,Publishing"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
negz/create-tag,"Publishing,Continuous integration","Continuous integration,Publishing"
ewels/rich-codex,"Continuous integration,Utilities","Continuous integration,Utilities"
gaurav-nelson/github-action-markdown-link-check,"Testing,Continuous integration","Utilities,Code quality"
actionshub/chef-delivery,"Code quality,Continuous integration","Code quality,Continuous integration"
danielealbano/lcov-action,"Code review,Code quality","Code quality,Testing"
brunoborges/justextract,"Deployment,Utilities","Utilities,Project management"
vitalyliber/dokku-github-action,Deployment,"Continuous integration,Deployment"
dawidd6/action-send-mail,"Reporting,Monitoring","Deployment,Continuous integration"
skx/github-action-publish-binaries,"Continuous integration,Deployment","Publishing,Deployment"
ScottBrenner/generate-changelog-action,"Publishing,Utilities","Publishing,Utilities"
AkhileshNS/heroku-deploy,"Publishing,Deployment","Deployment,Publishing"
s4u/setup-maven-action,"Continuous integration,Utilities","Continuous integration,Utilities"
JasonEtco/is-sponsor-label-action,"Open Source management,GitHub Sponsors","Utilities,Open Source management"
Attest/annotations-action,"Code quality,Continuous integration","Continuous integration,Deployment"
filipstefansson/set-npm-token-action,"Dependency management,Deployment","Publishing,Deployment"
gitopia/gitopia-mirror-action,"Open Source management,Utilities","Code quality,Community"
8398a7/action-slack,"Chat,Continuous integration","Chat,Reporting"
vsoch/pull-request-action,"Publishing,Deployment","Project management,Code review"
amondnet/vercel-action,"Continuous integration,Deployment","Deployment,Publishing"
musichin/ktlint-check,"Code review,Code quality","Code quality,Publishing"
Azure/login,"Continuous integration,Deployment","Continuous integration,Container CI"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Continuous integration,Utilities"
thomaseizinger/keep-a-changelog-new-release,"Publishing,Continuous integration","Continuous integration,Utilities"
fylein/python-pylint-github-action,"Code review,Code quality","Code quality,Code review"
actions-cool/pr-welcome,"Open Source management,Utilities","Open Source management,Community"
vmactions/openbsd-vm,"Testing,Continuous integration","Testing,Continuous integration"
kevinpainchaud/simple-ftp-deploy-action,Deployment,"Deployment,Continuous integration"
textbook/git-checkout-submodule-action,Continuous integration,"Utilities,Continuous integration"
shogo82148/actions-setup-perl,"Continuous integration,Utilities","Utilities,Continuous integration"
banyan/auto-label,"Code review,Code search","Utilities,Open Source management"
jitterbit/await-check-suites,"Continuous integration,Utilities","Continuous integration,Container CI"
dessant/issue-states,"Project management,Utilities","Project management,Open Source management"
XAMPPRocky/get-github-release,"Continuous integration,Utilities","Publishing,Deployment"
tim-actions/dco,"Code review,Continuous integration","Code review,Continuous integration"
technote-space/toc-generator,"Publishing,Utilities","Utilities,Project management"
phoenix-actions/test-reporting,"Testing,Reporting","Testing,Code quality"
lukka/get-cmake,"Continuous integration,Utilities","Continuous integration,Dependency management"
mathieu-bour/setup-sentry-cli,"Reporting,Publishing","Deployment,Continuous integration"
fnkr/github-action-ghr,"Continuous integration,Deployment","Publishing,Continuous integration"
cachix/install-nix-action,"Dependency management,Continuous integration","Continuous integration,Testing"
SublimeText/syntax-test-action,"Testing,Continuous integration","Testing,Code review"
langroodi/doxygenize,"Publishing,Continuous integration","Dependency management,Deployment"
christian-korneck/update-container-description-action,"Container CI,Utilities","Utilities,Container CI"
katyo/publish-crates,"Publishing,Deployment","Dependency management,Open Source management"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
peter-evans/repository-dispatch,"Continuous integration,Utilities","Utilities,Open Source management"
mxschmitt/action-tmate,"Continuous integration,Utilities","Continuous integration,Deployment"
cardinalby/google-api-fetch-token-action,"Security,API management","Continuous integration,Dependency management"
hpi-swa/setup-smalltalkCI,"Continuous integration,Deployment","Continuous integration,Utilities"
jwgmeligmeyling/spotbugs-github-action,"Security,Code quality","Continuous integration,Project management"
hmarr/debug-action,"Testing,Utilities","Utilities,Continuous integration"
dorny/test-reporter,"Testing,Reporting","Testing,Code quality"
rjstone/discord-webhook-notify,"Chat,Monitoring","Chat,Reporting"
Lukasss93/telegram-action,"Reporting,Chat","Chat,Reporting"
vedantmgoyal2009/winget-releaser,"Publishing,Deployment","Publishing,Deployment"
ory/closed-reference-notifier,"Code review,Code search","Utilities,Deployment"
sonots/slack-notice-action,Chat,"Chat,Reporting"
luchihoratiu/debug-via-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
crondaemon/close-pr,"Code review,Utilities","Utilities,Open Source management"
sebastianpopp/discord-action,"Chat,Utilities","Chat,Deployment"
nerdyscout/kicad-exports,"Publishing,Utilities","Continuous integration,Code quality"
aws-actions/amazon-ecs-render-task-definition,"Continuous integration,Deployment","Deployment,Continuous integration"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Code review"
juankaram/sentry-release,"Code quality,Deployment","Deployment,Continuous integration"
jpetrucciani/black-check,"Code quality,Continuous integration","Code quality,Continuous integration"
carlosperate/download-file-action,"Dependency management,Utilities","Continuous integration,Dependency management"
ilammy/msvc-dev-cmd,"Continuous integration,Utilities","Continuous integration,Utilities"
actions-cool/issues-similarity-analysis,"Open Source management,Utilities","Utilities,Open Source management"
scacap/action-surefire-report,"Testing,Reporting","Testing,Continuous integration"
saadmk11/github-actions-version-updater,"Dependency management,Project management","Utilities,Continuous integration"
StephaneBour/actions-php-security-checker,"Security,Code quality","Code quality,Code review"
jarylc/github-app-token,"Security,Deployment","Continuous integration,Utilities"
hadialqattan/relies-on,"Testing,Utilities","Continuous integration,Utilities"
actions-cool/maintain-one-comment,"Utilities,AI Assisted","Open Source management,Utilities"
snow-actions/eclint,"Code quality,Continuous integration","Utilities,Code review"
filipstefansson/uuid-action,"Deployment,Utilities","Continuous integration,Utilities"
WebFreak001/deploy-nightly,"Publishing,Deployment","Publishing,Utilities"
actions-cool/ci-notice,"Dependency management,Utilities","Open Source management,Utilities"
msimerson/node-lts-versions,"Testing,Continuous integration","Utilities,Testing"
nf-core/setup-nextflow,"Continuous integration,Utilities","Continuous integration,Utilities"
actionshub/chef-install,"Dependency management,Continuous integration","Code quality,Continuous integration"
jerray/publish-docker-action,"Deployment,Container CI","Container CI,Publishing"
thomaseizinger/set-crate-version,"Publishing,Utilities","Continuous integration,Utilities"
tim-actions/get-pr-commits,"Code review,Utilities","Code review,Continuous integration"
s0/git-publish-subdir-action,"Publishing,Deployment","Deployment,Publishing"
ilammy/setup-nasm,"Continuous integration,Utilities","Continuous integration,Utilities"
wasmerio/wapm-publish,"Dependency management,Deployment","Publishing,Deployment"
actions-automation/pull-request-responsibility,"Code review,Project management","Project management,Code review"
hasura/comment-progress,"Reporting,Utilities","Utilities,Open Source management"
manyuanrong/setup-ossutil,"Continuous integration,Deployment","Continuous integration,Container CI"
chabad360/htmlproofer,"Testing,Continuous integration","Deployment,Continuous integration"
jasongitmail/fast-webhook,"Deployment,Utilities","Chat,Reporting"
Jimver/cuda-toolkit,"Dependency management,Utilities","Continuous integration,Utilities"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Continuous integration"
DerJuulsn/todo-issue,"Project management,Utilities","Project management,Open Source management"
tj-actions/changed-files,"Code review,Continuous integration","Continuous integration,Code search"
clowdhaus/terraform-min-max,"Open Source management,Continuous integration","Deployment,Utilities"
chhpt/wechat-work-messenger,"Continuous integration,Utilities","Chat,Continuous integration"
s4u/maven-settings-action,"Continuous integration,Utilities","Continuous integration,Deployment"
mnao305/chrome-extension-upload,"Publishing,Deployment","Publishing,Deployment"
mateothegreat/action-release,"Deployment,Utilities","Publishing,Deployment"
zymap/bot,Utilities,"Utilities,Code review"
linhbn123/rebase-pull-requests,"Open Source management,Utilities","Utilities,Code review"
imranismail/setup-kustomize,"Deployment,Container CI","Continuous integration,Utilities"
minddocdev/docker-publish-action,"Publishing,Container CI","Container CI,Publishing"
aevea/release-notary,"Publishing,Continuous integration","Publishing,Continuous integration"
XAMPPRocky/deploy-mdbook,"Publishing,Deployment","Deployment,Publishing"
CyberAndrii/setup-steamcmd,"Community,Utilities","Utilities,Continuous integration"
szymansd/auto-release-notes,"Project management,Utilities","Utilities,Publishing"
AEnterprise/rsync-deploy,Deployment,"Deployment,Publishing"
reitermarkus/automerge,"Code review,Project management","Code review,Project management"
google-github-actions/get-gke-credentials,"Security,Deployment","Deployment,Container CI"
golangci/golangci-lint-action,"Code quality,Continuous integration","Code quality,Code review"
morphy2k/revive-action,"Code quality,Utilities","Code quality,Code review"
willcaul/jest-github-action,"Testing,Continuous integration","Utilities,Reporting"
github-actions-x/commit,"Continuous integration,Utilities","Utilities,Deployment"
rickstaa/top-issues-action,"Community,Project management","Utilities,Dependency management"
xinthink/action-telegram,"Chat,Utilities","Chat,Reporting"
nanasess/setup-chromedriver,"Testing,Continuous integration","Continuous integration,Utilities"
actions/go-dependency-submission,"Dependency management,Security","Dependency management,Utilities"
primer/figma-action,"Utilities,Desktop tools","Deployment,Dependency management"
actions-cool/verify-files-modify,"Utilities,AI Assisted","Project management,Open Source management"
gerbal/always-cache,"Dependency management,Utilities","Continuous integration,Dependency management"
pullpreview/action,"Code review,Continuous integration","Utilities,Deployment"
pascalgn/npm-publish-action,"Publishing,Continuous integration","Publishing,Deployment"
