project,actual,predicted
brpaz/hadolint-action,"Code quality,Container CI","Code quality,Container CI"
k3rnels-actions/pr-update,"Continuous integration,Utilities","Utilities,Project management"
SamKirkland/FTP-Deploy-Action,"Continuous integration,Deployment","Deployment,Publishing"
warrenbuckley/Setup-Nuget,"Continuous integration,Utilities","Continuous integration,Utilities"
roots/issue-closer-action,"Community,Open Source management","Utilities,Project management"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Utilities,Open Source management"
Crec0/announce-n-crosspost,"Community,Utilities","Chat,Reporting"
RobertMrowiec/URLs-checker,"Project management,Code search","Publishing,Project management"
JS-DevTools/npm-publish,"Publishing,Deployment","Publishing,Deployment"
dropseed/changerelease,"Publishing,Project management","Publishing,Continuous integration"
flood-io/is-published-on-npm,"Publishing,Utilities","Publishing,Deployment"
actions-hub/docker,"Continuous integration,Utilities","Container CI,Continuous integration"
cytopia/shell-command-retry-action,"Community,Continuous integration","Continuous integration,Utilities"
ChristophWurst/xmllint-action,"Testing,Continuous integration","Code quality,Code review"
appleboy/scp-action,"Continuous integration,Deployment","Deployment,Continuous integration"
volta-cli/action,Utilities,"Continuous integration,Dependency management"
actionshub/chef-install,"Dependency management,Continuous integration","Continuous integration,Chat"
dawidd6/action-get-tag,"Publishing,Utilities","Publishing,Continuous integration"
BirthdayResearch/oss-governance-bot,"Project management,Open Source management","Chat,Project management"
pascalgn/automerge-action,"Code review,Continuous integration","Utilities,Project management"
Pendect/action-rsyncer,"Continuous integration,Deployment","Deployment,Continuous integration"
joelanford/go-apidiff,"Code review,API management","Continuous integration,Publishing"
skx/github-action-tester,"Testing,Continuous integration","Continuous integration,Code quality"
pozetroninc/github-action-get-latest-release,"Dependency management,Continuous integration","Continuous integration,Utilities"
jpetrucciani/bandit-check,"Security,Continuous integration","Code quality,Continuous integration"
robinraju/release-downloader,"Continuous integration,Utilities","Continuous integration,Publishing"
fnkr/github-action-git-bash,Utilities,"Continuous integration,Deployment"
Harmon758/postgresql-action,"Continuous integration,Container CI","Continuous integration,Utilities"
actions/setup-go,Utilities,"Continuous integration,Dependency management"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Continuous integration,Deployment"
kentaro-m/auto-assign-action,"Code review,Open Source management","Utilities,Code review"
lemonarc/jekyll-action,"Continuous integration,Deployment","Deployment,Publishing"
dessant/repo-lockdown,"Project management,Open Source management","Project management,Open Source management"
lukka/run-vcpkg,"Dependency management,Continuous integration","Dependency management,Continuous integration"
andymckay/pycodestyle-action,Code review,"Code quality,Continuous integration"
tim-actions/get-pr-commits,"Code review,Utilities","Code review,Continuous integration"
emibcn/badge-action,"Monitoring,Utilities","Testing,Chat"
two-pack/redmine-plugin-test-action,"Testing,Continuous integration","Continuous integration,Testing"
gi0baro/setup-poetry-bin,"Dependency management,Publishing","Dependency management,Continuous integration"
actions-cool/issues-helper,"Utilities,AI Assisted","Utilities,Open Source management"
DigiPie/mongo-action,"Testing,Continuous integration","Container CI,Testing"
OSDKDev/unlock-issues,"Open Source management,Utilities","Utilities,Open Source management"
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration","Utilities,Dependency management"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Deployment,Security"
BSFishy/meson-build,Continuous integration,"Code quality,Continuous integration"
ScottBrenner/generate-changelog-action,"Publishing,Utilities","Publishing,Deployment"
DanielTamkin/HasLabel,"Open Source management,Utilities","Project management,Utilities"
ashutoshvarma/setup-ninja,"Continuous integration,Utilities","Continuous integration,Utilities"
puneetmatharu/cmake-format-lint-action,"Code review,Code quality","Continuous integration,Code quality"
slashmo/install-swift,"Continuous integration,Utilities","Publishing,Code quality"
oplik0/openPGP-action,"Security,Utilities","Deployment,Mobile CI"
textbook/git-checkout-submodule-action,Continuous integration,"Utilities,Continuous integration"
ammaraskar/gcc-problem-matcher,"Reporting,Code quality","Code review,Code quality"
actionshub/yamllint,"Code quality,Continuous integration","Code quality,Continuous integration"
JoseThen/comment-pr,"Chat,Utilities","Project management,Code review"
CyberAndrii/setup-steamcmd,"Community,Utilities","Continuous integration,Testing"
StephaneBour/actions-php-cpd,"Code review,Code quality","Continuous integration,Code quality"
fusion-engineering/setup-git-credentials,"Dependency management,Security","Continuous integration,Deployment"
eunchurn/action-publish,"Publishing,Continuous integration","Deployment,Publishing"
helaili/jekyll-action,Deployment,"Publishing,Deployment"
dineshsonachalam/markdown-autodocs,"Continuous integration,Deployment","Reporting,Testing"
aws-actions/amazon-ecs-render-task-definition,"Continuous integration,Deployment","Deployment,Continuous integration"
gautamkrishnar/blog-post-workflow,"Publishing,Utilities","Chat,Utilities"
lukka/get-cmake,"Continuous integration,Utilities","Continuous integration,Dependency management"
gacts/github-slug,"Continuous integration,Utilities","Utilities,Community"
BSFishy/pip-action,Utilities,"Continuous integration,Dependency management"
darenm/Setup-VSTest,"Testing,Utilities","Continuous integration,Utilities"
ok-nick/setup-aftman,"Continuous integration,Utilities","Continuous integration,Chat"
danielchabr/pr-labels-checker,"Continuous integration,Utilities","Project management,Utilities"
humbletim/setup-vulkan-sdk,"Dependency management,Utilities","Dependency management,Utilities"
agentd00nut/jekyll-build-optional-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
paulfantom/periodic-labeler,"Project management,Open Source management","Project management,Utilities"
Zomzog/changelog-checker,"Code review,Code quality","Utilities,Security"
makaroni4/prcop,"Code review,Learning","Code review,Code quality"
ashutoshgngwr/validate-fastlane-supply-metadata,"Code review,Mobile","Container CI,Security"
burnett01/rsync-deployments,"Deployment,Utilities","Deployment,Continuous integration"
Swatinem/rust-cache,"Dependency management,Utilities","Continuous integration,Dependency management"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
filipstefansson/set-npm-token-action,"Dependency management,Deployment","Continuous integration,Dependency management"
azohra/shell-linter,"Code quality,Continuous integration","Code quality,Code review"
xresloader/upload-to-github-release,"Continuous integration,Deployment","Publishing,Deployment"
GuoJuna/sync-repo-action,"Deployment,Container CI","Utilities,Open Source management"
korelstar/phplint-problem-matcher,"Reporting,Code review","Code review,Continuous integration"
hbfernandes/slack-action,"Chat,API management","Chat,Continuous integration"
michaelw90/PHP-Lint,"Code quality,Continuous integration","Publishing,Deployment"
codepunkt/npm-lockfile-changes,"Dependency management,Continuous integration","Dependency management,Code review"
yanglbme/gitee-pages-action,"Publishing,Deployment","Utilities,Open Source management"
manyuanrong/setup-ossutil,"Continuous integration,Deployment","Utilities,Open Source management"
engineerd/setup-kind,"Continuous integration,Container CI","Continuous integration,Container CI"
derekprior/add-autoresponse,"Project management,Open Source management","Utilities,Open Source management"
umutphp/php-var-dump-check-action,"Code review,Code quality","Continuous integration,Code quality"
larsoner/circleci-artifacts-redirector-action,"Continuous integration,Deployment","Continuous integration,Deployment"
MilesChou/composer-action,"Dependency management,Container CI","Dependency management,Continuous integration"
edplato/trufflehog-actions-scan,"Security,Continuous integration","Continuous integration,Container CI"
cadwallion/publish-rubygems-action,"Publishing,Open Source management","Deployment,Continuous integration"
Legion2/swagger-ui-action,"API management,Utilities","Publishing,Deployment"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Utilities"
game-ci/unity-test-runner,"Community,Continuous integration","Community,Continuous integration"
nuuday/github-changelog-action,"Publishing,Continuous integration","Publishing,Utilities"
jwalton/gh-find-current-pr,Utilities,"Utilities,Code review"
actions/upload-release-asset,"Publishing,Utilities","Publishing,Deployment"
messense/maturin-action,"Deployment,Utilities","Publishing,Deployment"
suo/flake8-github-action,"Code quality,Continuous integration","Code quality,Code review"
benc-uk/workflow-dispatch,"Continuous integration,Deployment","Open Source management,Utilities"
Atrox/codecov-action,"Testing,Code quality","Code quality,Code review"
jidicula/clang-format-action,"Code review,Code quality","Code quality,Code review"
kurocha/setup-cpp,"Continuous integration,Utilities","Code review,Code quality"
tibdex/backport,"Continuous integration,Utilities","Utilities,Continuous integration"
knowsuchagency/poetry-install,"Dependency management,Utilities","Dependency management,Continuous integration"
djn24/add-asset-to-release,"Publishing,Deployment","Publishing,Continuous integration"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Continuous integration,Testing"
wasmerio/setup-wasmer,"Dependency management,Publishing","Continuous integration,Dependency management"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting"
technote-space/toc-generator,"Publishing,Utilities","Utilities,Project management"
egorpugin/sw-action,"Dependency management,Project management","Continuous integration,Utilities"
ardalanamini/auto-changelog,"Publishing,Utilities","Chat,Publishing"
olafurpg/setup-gpg,"Continuous integration,Utilities","Continuous integration,Deployment"
JamesIves/github-pages-deploy-action,"Publishing,Deployment","Deployment,Publishing"
vmactions/cf-tunnel,"Testing,Continuous integration","Testing,Utilities"
szymansd/auto-release-notes,"Project management,Utilities","Utilities,Publishing"
octokit/graphql-action,Utilities,"Utilities,API management"
ergebnis/composer-normalize-action,"Code quality,Continuous integration","Dependency management,Continuous integration"
christianvuerings/add-labels,"Open Source management,Utilities","Utilities,Project management"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Utilities,Project management"
saadmk11/changelog-ci,"Project management,Continuous integration","Utilities,Project management"
dawidd6/action-publish-gem,"Publishing,Deployment","Publishing,Deployment"
battila7/get-version-action,"Continuous integration,Utilities","Utilities,Continuous integration"
gymshark/slack-notifier-action,"Monitoring,Utilities","Chat,Continuous integration"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Dependency management"
filipstefansson/uuid-action,"Deployment,Utilities","Publishing,Deployment"
dev-drprasad/delete-tag-and-release,"Publishing,Utilities","Publishing,Continuous integration"
aws-actions/amazon-ecr-login,"Continuous integration,Deployment","Deployment,Container CI"
travisj/build-number-action,"Continuous integration,Utilities","Continuous integration,Publishing"
GuillaumeFalourd/diff-action,"Testing,Utilities","Code quality,Utilities"
actions-cool/check-user-permission,"Open Source management,Utilities","Utilities,Open Source management"
jarrodparkes/git-log-action,"Support,Utilities","Utilities,Continuous integration"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
php-actions/composer,"Dependency management,Utilities","Continuous integration,Dependency management"
pCYSl5EDgo/create-unitypackage,"Continuous integration,Utilities","Utilities,Continuous integration"
actions-cool/pr-welcome,"Open Source management,Utilities","Utilities,Open Source management"
mshick/add-pr-comment,"Code review,Utilities","Project management,Code review"
patrickedqvist/wait-for-vercel-preview,"Continuous integration,Utilities","Deployment,Continuous integration"
erzz/dockle-action,"Security,Code quality","Code quality,Container CI"
technote-space/create-pr-action,"Project management,Utilities","Utilities,Project management"
TreTuna/sync-branches,"Continuous integration,Deployment","Utilities,Project management"
MayMeow/action-mattermost-notify,"Chat,Container CI","Chat,Reporting"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
lucacome/docker-image-update-checker,"Dependency management,Utilities","Container CI,Continuous integration"
hecrj/setup-rust-action,Continuous integration,"Continuous integration,Dependency management"
tj-actions/branch-names,"Continuous integration,Container CI","Code review,Code search"
technote-space/release-github-actions,"Publishing,Utilities","Utilities,Project management"
mstksg/setup-stack,"Dependency management,Deployment","Continuous integration,Testing"
PostHog/check-package-version,"Publishing,Deployment","Publishing,Continuous integration"
RafikFarhad/clang-format-github-action,"Code review,Code quality","Code quality,Code review"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Utilities,Code review"
ashutoshvarma/action-cmake-build,"Testing,Continuous integration","Continuous integration,Dependency management"
StephaneBour/actions-php-lint,"Code quality,Continuous integration","Continuous integration,Code quality"
shivammathur/setup-php,"Continuous integration,Utilities","Continuous integration,Testing"
wei/curl,"Continuous integration,Utilities","Utilities,Continuous integration"
