project,actual,predicted
joschi/setup-jdk,"Continuous integration,Utilities","Continuous integration,Utilities"
two-pack/redmine-plugin-test-action,"Testing,Continuous integration","Continuous integration,Testing"
turtlebrowser/get-conan,"Dependency management,Continuous integration","Continuous integration,Utilities"
xmake-io/github-action-setup-xmake,"IDEs,Utilities","Continuous integration,Utilities"
giboow/action-aws-cli,"API management,Utilities","Deployment,Continuous integration"
miloserdow/capistrano-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
generates/changeset-action,"Code quality,Utilities","Dependency management,Continuous integration"
amondnet/vercel-action,"Continuous integration,Deployment","Utilities,Security"
lukka/run-vcpkg,"Dependency management,Continuous integration","Dependency management,Testing"
alex-page/github-project-automation-plus,Project management,"Utilities,Project management"
