project,actual,predicted
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Continuous integration,Utilities"
Simek/yarn-lock-changes,"Dependency management,Code review","Dependency management,Open Source management"
rzr/fediverse-action,"Community,Chat","Chat,Continuous integration"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Utilities,Continuous integration"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Continuous integration,Deployment"
arma-actions/workshop-upload,"Publishing,Utilities","Publishing,Deployment"
actions/labeler,"Open Source management,Utilities","Utilities,Project management"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Dependency management"
generates/changeset-action,"Code quality,Utilities","Continuous integration,Utilities"
hmarr/debug-action,"Testing,Utilities","Continuous integration,Utilities"
pr-annotators/mypy-pr-annotator,"Code review,Code quality","Continuous integration,Code quality"
lando/code-sign-action,"Security,Deployment","Continuous integration,Publishing"
tinovyatkin/action-php-codesniffer,"Code review,Code quality","Code quality,Code review"
actions-automation/pull-request-responsibility,"Code review,Project management","Project management,Code review"
fjogeleit/http-request-action,"Deployment,Utilities","Continuous integration,Chat"
s-weigand/setup-conda,"Dependency management,Utilities","Code review,Utilities"
Roang-zero1/github-create-release-action,"Publishing,Continuous integration","Publishing,Project management"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Security"
SchoofsKelvin/event-utilities,"Continuous integration,Utilities","Continuous integration,Publishing"
getsentry/action-git-diff-suggestions,"Code review,Code quality","Code quality,Continuous integration"
imciner2/run-lcov,"Code quality,Continuous integration","Code quality,Testing"
hasura/comment-progress,"Reporting,Utilities","Open Source management,Project management"
kurocha/setup-cpp,"Continuous integration,Utilities","Code quality,Code review"
actions/setup-dotnet,Utilities,"Continuous integration,Utilities"
masa-iwasaki/setup-rbenv,"Testing,Continuous integration","Continuous integration,Dependency management"
lemonarc/jekyll-action,"Continuous integration,Deployment","Deployment,Publishing"
gagoar/invoke-aws-lambda,"Continuous integration,Utilities","Deployment,Continuous integration"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Continuous integration,Utilities"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Utilities,Mobile CI"
Geertvdc/setup-hub,"Continuous integration,Utilities","Continuous integration,Utilities"
XAMPPRocky/get-github-release,"Continuous integration,Utilities","Publishing,Deployment"
browser-actions/setup-firefox,"Testing,Continuous integration","Continuous integration,Testing"
reviewdog/action-shellcheck,"Code review,Code quality","Code quality,Code review"
pascalgn/npm-publish-action,"Publishing,Continuous integration","Publishing,Deployment"
cicirello/jacoco-badge-generator,"Testing,Utilities","Code quality,Testing"
textileio/cloudflare-update-dnslink,"Continuous integration,Deployment","Publishing,Deployment"
firebelley/godot-export,"Publishing,Utilities","Continuous integration,Utilities"
webfactory/ssh-agent,"Continuous integration,Utilities","Deployment,Continuous integration"
jacobtomlinson/gha-find-replace,"Continuous integration,Utilities","Publishing,Utilities"
jerray/publish-docker-action,"Deployment,Container CI","Publishing,Container CI"
sarnold/gitchangelog-action,"Publishing,Continuous integration","Publishing,Continuous integration"
crowdin/github-action,Localization,"Continuous integration,Publishing"
hkusu/s3-upload-action,"Mobile CI,Continuous integration","Deployment,Continuous integration"
crazy-max/ghaction-github-labeler,"Project management,Open Source management","Container CI,Utilities"
AckeeCZ/load-xcode-version,"IDEs,Desktop tools","Continuous integration,Publishing"
cadwallion/publish-rubygems-action,"Publishing,Open Source management","Deployment,Publishing"
jasongitmail/fast-webhook,"Deployment,Utilities","Chat,Reporting"
mheap/github-action-required-labels,Code review,"Utilities,Open Source management"
zyborg/dotnet-tests-report,"Testing,Reporting","Continuous integration,Testing"
apple-actions/import-codesign-certs,"Mobile CI,Mobile","Utilities,Continuous integration"
technote-space/toc-generator,"Publishing,Utilities","Utilities,Project management"
Ilshidur/action-slack,"Chat,Continuous integration","Chat,Reporting"
Flank/flank,"Testing,Mobile CI","Security,Publishing"
XAMPPRocky/deploy-mdbook,"Publishing,Deployment","Deployment,Publishing"
HarshCasper/validate-issues-over-pull-requests,"Community,Open Source management","Utilities,Project management"
Bullrich/generate-release-changelog,"Publishing,Utilities","Publishing,Utilities"
DigiPie/mongo-action,"Testing,Continuous integration","Container CI,Continuous integration"
suo/flake8-github-action,"Code quality,Continuous integration","Code quality,Code review"
rinx/setup-k3d,"Continuous integration,Container CI","Container CI,Continuous integration"
GuoJuna/sync-repo-action,"Deployment,Container CI","Open Source management,Deployment"
10up/action-wordpress-plugin-deploy,"Publishing,Deployment","Deployment,Continuous integration"
varunsridharan/action-repository-meta,"Community,Utilities","Utilities,Chat"
AEnterprise/rsync-deploy,Deployment,"Deployment,Continuous integration"
AnandChowdhary/release-scheduler,"Dependency management,Continuous integration","Utilities,Continuous integration"
erzz/dockle-action,"Security,Code quality","Code quality,Container CI"
makaroni4/prcop,"Code review,Learning","Code review,Code quality"
wearerequired/lint-action,"Testing,Code quality","Code quality,Code review"
uesteibar/reviewer-lottery,"Code review,Utilities","Code review,Project management"
andresz1/size-limit-action,"Reporting,Monitoring","Continuous integration,Dependency management"
EndBug/label-sync,"Open Source management,Utilities","Utilities,Open Source management"
cardinalby/git-get-release-action,"Publishing,Utilities","Publishing,Utilities"
shalzz/zola-deploy-action,"Publishing,Deployment","Deployment,Publishing"
actions-cool/maintain-one-comment,"Utilities,AI Assisted","Utilities,Open Source management"
ldeluigi/markdown-docs,"Continuous integration,Utilities","Publishing,Deployment"
puneetmatharu/cmake-format-lint-action,"Code review,Code quality","Continuous integration,Code quality"
limitusus/json-syntax-check,"Testing,Code review","Code quality,Code review"
10up/action-wordpress-plugin-asset-update,"Publishing,Deployment","Deployment,Publishing"
aochmann/actions-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities"
CamiloGarciaLaRotta/watermelon-http-client,"API management,Utilities","Utilities,Monitoring"
RafikFarhad/clang-format-github-action,"Code review,Code quality","Code quality,Code review"
mirromutth/mysql-action,"Continuous integration,Container CI","Continuous integration,Container CI"
Swatinem/rust-cache,"Dependency management,Utilities","Continuous integration,Dependency management"
sibiraj-s/action-archiver,"Deployment,Utilities","Continuous integration,Testing"
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Code quality"
amancevice/setup-code-climate,"Testing,Code quality","Testing,Code quality"
WyriHaximus/github-action-get-previous-tag,Continuous integration,"Code quality,Code review"
nf-core/setup-nextflow,"Continuous integration,Utilities","Continuous integration,Dependency management"
Matticusau/pr-helper,"Code review,Utilities","Project management,Utilities"
two-pack/redmine-plugin-test-action,"Testing,Continuous integration","Continuous integration,Testing"
mateothegreat/action-release,"Deployment,Utilities","Publishing,Deployment"
snyk/release-notes-preview,"Code review,Utilities","Publishing,Utilities"
aktions/codeclimate-test-reporter,Code quality,"Testing,Reporting"
xt0rted/slash-command-action,"Chat,Continuous integration","Open Source management,Utilities"
andymckay/cancel-action,Utilities,"Continuous integration,Testing"
jazibjafri/issue-volunteer,"Community,Utilities","Utilities,Open Source management"
tim-actions/get-pr-commits,"Code review,Utilities","Utilities,Continuous integration"
mislav/bump-homebrew-formula-action,"Publishing,Open Source management","Publishing,Dependency management"
peter-evans/find-comment,"Open Source management,Utilities","Open Source management,Utilities"
primer/figma-action,"Utilities,Desktop tools","Continuous integration,Utilities"
scacap/action-surefire-report,"Testing,Reporting","Code quality,Testing"
DuckSoft/extract-7z-action,"Deployment,Utilities","Utilities,Publishing"
peter-evans/link-checker,"Project management,Utilities","Utilities,Open Source management"
KeisukeYamashita/create-comment,"Open Source management,Utilities","Utilities,Open Source management"
SwiftDocOrg/swift-doc,"Code quality,Publishing","Continuous integration,Learning"
codecov/codecov-action,"Code review,Code quality","Code quality,Testing"
growse/xunit-mattermost-reporter,"Testing,Continuous integration","Chat,Reporting"
textbook/git-checkout-submodule-action,Continuous integration,"Continuous integration,Publishing"
up9cloud/action-rsync,"Publishing,Deployment","Deployment,Continuous integration"
lucasbento/auto-close-issues,"Support,Community","Project management,Utilities"
ergebnis/composer-normalize-action,"Code quality,Continuous integration","Dependency management,Continuous integration"
perl-actions/install-with-cpanm,"Continuous integration,Utilities","Continuous integration,Utilities"
fjeremic/cron-first-interaction,"Open Source management,Utilities","Utilities,Open Source management"
golangci/golangci-lint-action,"Code quality,Continuous integration","Code quality,Code review"
JuliaRegistries/TagBot,Continuous integration,"Publishing,Deployment"
OskarStark/phpstan-ga,"Code quality,Continuous integration","Continuous integration,Code quality"
apache/skywalking-infra-e2e,"Testing,Container CI","Chat,Dependency management"
gradle/wrapper-validation-action,Security,"Utilities,Dependency management"
fudan-mse/latex-action,"Testing,Continuous integration","Publishing,Deployment"
technote-space/get-diff-action,Utilities,"Utilities,Project management"
ammaraskar/sphinx-problem-matcher,"Code quality,Publishing","Continuous integration,Code review"
roots/issue-closer-action,"Community,Open Source management","Project management,Utilities"
contention/rsync-deployments,"Continuous integration,Deployment","Deployment,Continuous integration"
actionshub/chef-delivery,"Code quality,Continuous integration","Continuous integration,Dependency management"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
vmactions/ngrok-tunnel,"Testing,Utilities","Continuous integration,Testing"
Jimver/cuda-toolkit,"Dependency management,Utilities","Continuous integration,Dependency management"
archive/github-actions-slack,"Chat,Utilities","Chat,Reporting"
jmhodges/ensure-latest-go,"Dependency management,Code quality","Project management,Utilities"
srvaroa/labeler,"Code review,Project management","Project management,Utilities"
joelwmale/webhook-action,"Monitoring,API management","Chat,Reporting"
phoenix-actions/test-reporting,"Testing,Reporting","Testing,Reporting"
papeloto/action-zip,"Publishing,Utilities","Deployment,Utilities"
redhat-plumbers-in-action/differential-shellcheck,"Testing,Code quality","Code quality,Reporting"
digitalocean/action-doctl,"Deployment,Container CI","Continuous integration,Dependency management"
nick-fields/private-action-loader,"Continuous integration,Utilities","Utilities,Testing"
katyo/publish-crates,"Publishing,Deployment","Continuous integration,Publishing"
aaronbarnaby/create-release-action,"Continuous integration,Utilities","Publishing,Utilities"
tim-actions/dco,"Code review,Continuous integration","Utilities,Code review"
ashutoshvarma/action-cmake-build,"Testing,Continuous integration","Continuous integration,Utilities"
wemake-services/wemake-python-styleguide,"Code review,Code quality","Code quality,Dependency management"
art049/mongodb-cluster-action,"Testing,Continuous integration","Container CI,Continuous integration"
excitedleigh/setup-nox,Continuous integration,"Continuous integration,Dependency management"
s3krit/Matrix-Message,"Reporting,Chat","Continuous integration,Chat"
mnao305/chrome-extension-upload,"Publishing,Deployment","Deployment,Publishing"
gi0baro/setup-poetry-bin,"Dependency management,Publishing","Dependency management,Continuous integration"
johnnyhuy/actions-discord-git-webhook,"Reporting,Chat","Chat,Publishing"
ammaraskar/msvc-problem-matcher,"Reporting,Code quality","Code review,Continuous integration"
py-actions/py-dependency-install,"Dependency management,Continuous integration","Dependency management,Code quality"
StephaneBour/actions-php-security-checker,"Security,Code quality","Dependency management,Security"
jpmcb/prow-github-actions,"Project management,Continuous integration","Utilities,Project management"
mindsers/changelog-reader-action,"Publishing,Open Source management","Publishing,Project management"
snickerbockers/submodules-init,"Dependency management,Utilities","Continuous integration,Publishing"
ArtemSBulgakov/buildozer-action,"Publishing,Deployment","Continuous integration,Utilities"
peterjgrainger/action-create-branch,Utilities,"Project management,Deployment"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Utilities,Project management"
ad-m/github-push-action,"Deployment,Utilities","Publishing,Deployment"
dessant/label-actions,"Project management,Utilities","Project management,Open Source management"
uraimo/run-on-arch-action,"Continuous integration,Container CI","Continuous integration,Container CI"
eine/setup-msys2,"Continuous integration,Utilities","Continuous integration,Utilities"
