project,actual,predicted
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Code quality"
ilammy/setup-nasm,"Continuous integration,Utilities","Continuous integration,Utilities"
actions-cool/verify-files-modify,"Utilities,AI Assisted","Open Source management,Utilities"
hadolint/hadolint-action,"Code quality,Container CI","Code quality,Container CI"
lukka/run-cmake,"Dependency management,Continuous integration","Code Scanning Ready,Code search"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Open Source management,Utilities"
sarnold/gitchangelog-action,"Publishing,Continuous integration","Publishing,Continuous integration"
joelanford/go-apidiff,"Code review,API management","Dependency management,Security"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting"
frabert/replace-string-action,Utilities,"Deployment,Testing"
dawidd6/action-send-mail,"Reporting,Monitoring","Deployment,Publishing"
m1ner79/Github-Twittction,"Chat,Publishing","Open Source management,Code review"
Yikun/hub-mirror-action,"Open Source management,Utilities","Deployment,Container CI"
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI","Continuous integration,Dependency management"
zyborg/dotnet-tests-report,"Testing,Reporting","Testing,Code quality"
allenevans/set-env,Utilities,"Continuous integration,Utilities"
kevinpainchaud/simple-ftp-deploy-action,Deployment,"Deployment,Publishing"
actions-cool/emoji-helper,"Open Source management,Utilities","Deployment,Utilities"
GetStream/verify-semantic-changelog-update,"Code review,Continuous integration","Open Source management,Project management"
fuxingloh/multi-labeler,"Project management,Utilities","Project management,Open Source management"
dawidd6/action-publish-gem,"Publishing,Deployment","Publishing,Deployment"
rickstaa/top-issues-action,"Community,Project management","Open Source management,Project management"
bruceadams/get-release,Publishing,"Publishing,Deployment"
GuillaumeFalourd/diff-action,"Testing,Utilities","Utilities,Code quality"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
ChristophWurst/xmllint-action,"Testing,Continuous integration","Code quality,Code review"
jurplel/install-qt-action,"Dependency management,Continuous integration","Continuous integration,Code quality"
enriikke/gatsby-gh-pages-action,"Publishing,Continuous integration","Deployment,Publishing"
saulmaldonado/skip-workflow,"Continuous integration,Container CI","Continuous integration,Testing"
cicirello/jacoco-badge-generator,"Testing,Utilities","Code quality,Testing"
sobolevn/misspell-fixer-action,"Localization,Utilities","Code quality,Code review"
syphar/restore-pip-download-cache,"Dependency management,Continuous integration","Dependency management,Utilities"
egor-tensin/build-boost,"Dependency management,Continuous integration","Continuous integration,Code quality"
JimCronqvist/action-ssh,"Continuous integration,Deployment","Continuous integration,Deployment"
mikefarah/yq,"Deployment,Utilities","Container CI,Deployment"
SAP/project-piper-action,"Continuous integration,Deployment","Continuous integration,Code quality"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Code quality"
repo-sync/pull-request,"Project management,Open Source management","Utilities,Open Source management"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Deployment,Publishing"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Utilities,Code review"
travisj/build-number-action,"Continuous integration,Utilities","Continuous integration,Publishing"
