project,actual,predicted
korelstar/phplint-problem-matcher,"Reporting,Code review","Code review,Code quality"
brittonhayes/validate-yaml,"Code review,Code quality","Continuous integration,Testing"
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Testing"
easingthemes/ssh-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
salsify/action-detect-and-tag-new-version,"Open Source management,Continuous integration","Publishing,Continuous integration"
fjogeleit/yaml-update-action,"Continuous integration,Utilities","Utilities,Container CI"
rokroskar/workflow-run-cleanup-action,"Testing,Continuous integration","Continuous integration,Publishing"
repo-sync/github-sync,"Continuous integration,Utilities","Open Source management,Chat"
ridedott/merge-me-action,"Dependency management,Security","Utilities,Continuous integration"
dessant/lock-threads,"Project management,Open Source management","Project management,Open Source management"
fastify/github-action-merge-dependabot,"Dependency management,Open Source management","Project management,Utilities"
willcaul/jest-github-action,"Testing,Continuous integration","Code quality,Testing"
mshick/add-pr-comment,"Code review,Utilities","Chat,Open Source management"
AthleticNet/comment-test-coverage,"Testing,Code quality","Code quality,Testing"
gacts/github-slug,"Continuous integration,Utilities","Deployment,Utilities"
CamiloGarciaLaRotta/watermelon-http-client,"API management,Utilities","Utilities,Monitoring"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Code review,Utilities"
actions/setup-elixir,Continuous integration,"Continuous integration,Testing"
StephaneBour/actions-php-security-checker,"Security,Code quality","Dependency management,Continuous integration"
liri-infra/qmllint-action,"Code quality,Continuous integration","Code quality,Continuous integration"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Publishing,Deployment"
actions/setup-node,Utilities,"Dependency management,Testing"
plettich/action-codespell,"Code review,Code quality","Code quality,Code review"
invi5H/ssh-action,"Deployment,Utilities","Continuous integration,Deployment"
satackey/action-docker-layer-caching,"Container CI,Utilities","Continuous integration,Container CI"
ljmf00/setup-lua,"Dependency management,Utilities","Continuous integration,Utilities"
actions-cool/issues-similarity-analysis,"Open Source management,Utilities","Open Source management,Utilities"
CyberAndrii/setup-steamcmd,"Community,Utilities","Continuous integration,Testing"
reviewdog/action-golangci-lint,"Code review,Code quality","Code quality,Code review"
olegtarasov/get-tag,Utilities,"Publishing,Utilities"
getong/mariadb-action,"Continuous integration,Container CI","Continuous integration,Testing"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Utilities,Continuous integration"
Renato66/auto-label,"Community,Utilities","Project management,Open Source management"
chrnorm/deployment-action,"Continuous integration,Deployment","Deployment,Publishing"
phoenix-actions/test-reporting,"Testing,Reporting","Testing,Code quality"
hkusu/s3-upload-action,"Mobile CI,Continuous integration","Deployment,Continuous integration"
expo/expo-github-action,"Deployment,Utilities","Continuous integration,Dependency management"
snow-actions/tweet,"Chat,Continuous integration","Continuous integration,Utilities"
technote-space/toc-generator,"Publishing,Utilities","Utilities,Project management"
Resnovas/label-mastermind,"Project management,Utilities","Code review,Project management"
ammaraskar/msvc-problem-matcher,"Reporting,Code quality","Code quality,Code review"
actions-cool/maintain-one-comment,"Utilities,AI Assisted","Utilities,Open Source management"
ScottBrenner/generate-changelog-action,"Publishing,Utilities","Publishing,Utilities"
akosbalasko/coffee-readme,"Support,Utilities","Project management,Community"
valadas/get-release-branch-version,Utilities,"Utilities,Continuous integration"
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration","Utilities,Continuous integration"
azohra/shell-linter,"Code quality,Continuous integration","Code quality,Code review"
sajari/setup-cue,"Dependency management,Continuous integration","Continuous integration,Utilities"
rodrigogiraoserrao/python-black-check,"Code quality,Utilities","Code quality,Continuous integration"
bruceadams/get-release,Publishing,"Publishing,Deployment"
Chocobo1/setup-ccache-action,"Continuous integration,Utilities","Continuous integration,Utilities"
XAMPPRocky/get-github-release,"Continuous integration,Utilities","Publishing,Deployment"
johnwbyrd/update-release,"Continuous integration,Container CI","Publishing,Deployment"
SirYwell/sarif-annotator,"Code review,Code quality","Code quality,Continuous integration"
sobolevn/misspell-fixer-action,"Localization,Utilities","Code quality,Code review"
wasmerio/setup-wasmer,"Dependency management,Publishing","Deployment,Dependency management"
octodemo/pr-gatekeeper,"Code review,Project management","Code review,Project management"
fjogeleit/http-request-action,"Deployment,Utilities","Utilities,Deployment"
lee-dohm/close-matching-issues,"Project management,Utilities","Open Source management,Utilities"
ludeeus/action-shellcheck,"Code quality,Continuous integration","Code quality,Code review"
narcodico/base64-to-path,"Continuous integration,Utilities","Deployment,Continuous integration"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Security"
xt0rted/slash-command-action,"Chat,Continuous integration","Utilities,Open Source management"
anothrNick/github-tag-action,"Open Source management,Continuous integration","Publishing,Utilities"
banyan/auto-label,"Code review,Code search","Utilities,Project management"
Gr1N/setup-poetry,"Dependency management,Continuous integration","Dependency management,Continuous integration"
pat-s/always-upload-cache,"Dependency management,Continuous integration","Dependency management,Continuous integration"
digitalocean/action-doctl,"Deployment,Container CI","Continuous integration,Container CI"
benc-uk/workflow-dispatch,"Continuous integration,Deployment","Continuous integration,Utilities"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Code review"
actions/setup-python,Utilities,"Dependency management,Continuous integration"
SublimeText/syntax-test-action,"Testing,Continuous integration","Testing,Continuous integration"
