project,actual,predicted
linhbn123/rebase-pull-requests,"Open Source management,Utilities","Utilities,Code review"
ravsamhq/notify-slack-action,"Reporting,Chat","Chat,Reporting"
andreacomo/maven-gav-extractor,"Continuous integration,Utilities","Utilities,Continuous integration"
andstor/file-existence-action,"Testing,Utilities","Utilities,Code quality"
nearform/github-action-notify-release,"Continuous integration,Deployment","Chat,Utilities"
actions/create-release,"Publishing,Utilities","Publishing,Deployment"
aws-actions/aws-codebuild-run-project,"Continuous integration,Container CI","Deployment,Continuous integration"
Zomzog/changelog-checker,"Code review,Code quality","Publishing,Deployment"
gleich/gh_fsync,"Project management,Utilities","Utilities,Open Source management"
gitleaks/gitleaks-action,"Security,Code search","Dependency management,Continuous integration"
Sibz/github-status-action,"Continuous integration,Utilities","Continuous integration,Utilities"
appleboy/gh-pages-action,"Publishing,Deployment","Deployment,Publishing"
jiro4989/build-deb-action,"Testing,Continuous integration","Code quality,Code review"
Swatinem/rust-cache,"Dependency management,Utilities","Continuous integration,Dependency management"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Continuous integration,Deployment"
andrewiggins/download-base-artifact,"Continuous integration,Utilities","Continuous integration,Utilities"
adriweb/xcode-notarize-please,"Continuous integration,Deployment","Deployment,Security"
coverallsapp/github-action,"Code review,Code quality","Code quality,Testing"
stCarolas/setup-maven,Continuous integration,"Continuous integration,Code quality"
samuelmeuli/action-maven-publish,"Publishing,Deployment","Continuous integration,Deployment"
vmactions/ngrok-tunnel,"Testing,Utilities","Continuous integration,Testing"
saadmk11/changelog-ci,"Project management,Continuous integration","Publishing,Utilities"
humbletim/install-vulkan-sdk,"Dependency management,Utilities","Dependency management,Utilities"
potatoqualitee/azuright,"Testing,Utilities","Continuous integration,Deployment"
julia-actions/setup-julia,"Continuous integration,Utilities","Continuous integration,Testing"
web3-storage/add-to-web3,"Deployment,Backup Utilities","Deployment,Continuous integration,Backup Utilities"
php-actions/phpunit,"Testing,Continuous integration","Testing,Dependency management"
manyuanrong/setup-ossutil,"Continuous integration,Deployment","Utilities,Deployment"
vmactions/solaris-vm,"Continuous integration,Utilities","Testing,Continuous integration"
mujo-code/puppeteer-headful,"Testing,Reporting","Continuous integration,Testing"
ludeeus/action-shellcheck,"Code quality,Continuous integration","Code quality,Code review"
nick-zh/composer,"Dependency management,Continuous integration","Dependency management,Continuous integration"
reviewdog/action-rubocop,"Code review,Code quality","Code quality,Code review"
actions-cool/issues-similarity-analysis,"Open Source management,Utilities","Utilities,Open Source management"
technote-space/create-pr-action,"Project management,Utilities","Utilities,Project management"
DeLaGuardo/setup-clojure,"Continuous integration,Utilities","Continuous integration,Testing"
actionshub/chef-install,"Dependency management,Continuous integration","Continuous integration,Chat"
game-ci/unity-test-runner,"Community,Continuous integration","Community,Continuous integration"
crazy-max/ghaction-chocolatey,"Deployment,Utilities","Container CI,Open Source management"
tianhaoz95/mirror-action,"Code review,Code quality","Utilities,Open Source management"
lemonarc/jekyll-action,"Continuous integration,Deployment","Deployment,Publishing"
robvanderleek/create-issue-branch,"Project management,Utilities","Project management,Open Source management"
vmactions/openbsd-vm,"Testing,Continuous integration","Testing,Continuous integration"
guite/generator-action,"IDEs,Continuous integration","Continuous integration,Publishing"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting"
github-actions-x/commit,"Continuous integration,Utilities","Continuous integration,Deployment"
percy/exec-action,"Testing,Continuous integration","Continuous integration,Testing"
anothrNick/github-tag-action,"Open Source management,Continuous integration","Utilities,Publishing"
urlstechie/urlchecker-action,"Monitoring,Continuous integration","Code quality,Project management"
saadmk11/github-actions-version-updater,"Dependency management,Project management","Utilities,Continuous integration"
ardalanamini/auto-changelog,"Publishing,Utilities","Publishing,Continuous integration"
nrwl/nx-set-shas,"Continuous integration,Utilities","Continuous integration,Utilities"
fusion-engineering/setup-git-credentials,"Dependency management,Security","Deployment,Continuous integration"
azure/webapps-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
n1hility/cancel-previous-runs,Continuous integration,"Continuous integration,Utilities"
korelstar/xmllint-problem-matcher,"Reporting,Code review","Code review,Reporting"
pypa/gh-action-pypi-publish,"Publishing,Deployment","Publishing,Deployment"
cardinalby/google-api-fetch-token-action,"Security,API management","Deployment,Publishing"
mxschmitt/action-tmate,"Continuous integration,Utilities","Continuous integration,Deployment"
minddocdev/docker-publish-action,"Publishing,Container CI","Container CI,Publishing"
slashmo/install-swift,"Continuous integration,Utilities","Code quality,Publishing"
vedantmgoyal2009/winget-releaser,"Publishing,Deployment","Utilities,Project management"
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
repo-sync/github-sync,"Continuous integration,Utilities","Utilities,Open Source management"
medyagh/setup-minikube,"Continuous integration,Container CI","Container CI,Testing"
banyan/auto-label,"Code review,Code search","Project management,Open Source management"
fossa-contrib/fossa-action,"Security,Continuous integration","Continuous integration,Testing"
totaldebug/sphinx-publish-action,"Publishing,Continuous integration","Publishing,Deployment"
getong/mariadb-action,"Continuous integration,Container CI","Continuous integration,Container CI"
ItsKarma/aws-cli,"Deployment,Utilities","Deployment,Continuous integration"
olafurpg/setup-gpg,"Continuous integration,Utilities","Continuous integration,Utilities"
invi5H/ssh-action,"Deployment,Utilities","Deployment,Continuous integration"
wow-actions/use-app-token,"Security,Utilities","Utilities,Deployment"
webispy/checkpatch-action,"Code review,Code quality","Code review,Code quality"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
rtCamp/action-slack-notify,"Reporting,Chat","Chat,Reporting"
Khan/pull-request-comment-trigger,"Code review,Deployment","Utilities,Open Source management"
daneden/enable-automerge-action,"Dependency management,Utilities","Code review,Project management"
StephaneBour/actions-php-lint,"Code quality,Continuous integration","Code quality,Continuous integration"
chrnorm/deployment-status,"Continuous integration,Deployment","Deployment,Dependency management"
dangoslen/changelog-enforcer,"Project management,Utilities","Publishing,Continuous integration"
peter-evans/rebase,"Open Source management,Utilities","Utilities,Open Source management"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Utilities,Continuous integration"
dotnet/nbgv,"Project management,Continuous integration","Utilities,Continuous integration"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Utilities"
actions-rs/cargo,"Dependency management,Open Source management","Continuous integration,Deployment"
christian-draeger/write-properties,Utilities,"Utilities,Support"
JoshuaTheMiller/conditional-build-matrix,"Continuous integration,Container CI","Testing,Utilities"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Utilities,Open Source management"
darenm/Setup-VSTest,"Testing,Utilities","Continuous integration,Utilities"
gradle/wrapper-validation-action,Security,"Utilities,Dependency management"
k3rnels-actions/pr-update,"Continuous integration,Utilities","Utilities,Project management"
erclu/check-crlf,"Support,Utilities","Code quality,Code review"
kdheepak/panvimdoc,"Continuous integration,Deployment","Publishing,Project management"
yinlinchen/amplify-preview-actions,"Code review,Continuous integration","Deployment,Mobile CI"
extractions/setup-just,"Dependency management,Utilities","Continuous integration,Deployment"
skeet70/default-project-board-action,"Community,Project management","Utilities,Continuous integration"
subosito/flutter-action,"Continuous integration,Utilities","Testing,Reporting"
mikeal/merge-release,"Publishing,Open Source management","Publishing,Deployment"
actions/labeler,"Open Source management,Utilities","Project management,Open Source management"
christian-korneck/update-container-description-action,"Container CI,Utilities","Container CI,Deployment"
tj-actions/branch-names,"Continuous integration,Container CI","Utilities,Project management"
mavrosxristoforos/get-xml-info,"Code search,Utilities","Continuous integration,Testing"
brandedoutcast/publish-nuget,"Publishing,Deployment","Continuous integration,Utilities"
pullpreview/action,"Code review,Continuous integration","Deployment,Container CI"
