project,actual,predicted
vitalyliber/dokku-github-action,Deployment,"Continuous integration,Deployment"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Utilities,Project management"
djn24/add-asset-to-release,"Publishing,Deployment","Publishing,Continuous integration"
rbialon/flake8-annotations,"Code review,Code quality","Code quality,Code review"
ludeeus/dockerfile-updater,"Dependency management,Continuous integration","Deployment,Dependency management"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Code quality"
10up/action-wordpress-plugin-deploy,"Publishing,Deployment","Deployment,Publishing"
azohra/shell-linter,"Code quality,Continuous integration","Code quality,Code review"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
deadsnakes/action,"Testing,Continuous integration","Continuous integration,Testing"
carlosperate/download-file-action,"Dependency management,Utilities","Continuous integration,Dependency management"
fjeremic/cron-labeler,"Open Source management,Utilities","Project management,Utilities"
mshick/add-pr-comment,"Code review,Utilities","Utilities,Project management"
dangoslen/changelog-enforcer,"Project management,Utilities","Publishing,Open Source management"
returntocorp/semgrep-action,"Security,Continuous integration","Continuous integration,Code quality"
OSDKDev/lock-issues,"Open Source management,Utilities","Open Source management,Utilities"
duderman/rubocop-annotate-action,"Code quality,Continuous integration","Code review,Code quality"
julia-actions/julia-runtest,"Testing,Continuous integration","Continuous integration,Utilities"
WyriHaximus/github-action-get-previous-tag,Continuous integration,"Utilities,Continuous integration"
ashutoshvarma/action-cmake-build,"Testing,Continuous integration","Continuous integration,Utilities"
Logerfo/close-action,"Project management,Utilities","Open Source management,Project management"
textbook/git-checkout-submodule-action,Continuous integration,"Utilities,Dependency management"
github-actions-x/commit,"Continuous integration,Utilities","Utilities,Deployment"
Namchee/conventional-pr,"Project management,Open Source management","Publishing,Deployment"
technote-space/assign-author,"Project management,Utilities","Utilities,Project management"
web3-storage/add-to-web3,"Deployment,Backup Utilities","Deployment,Utilities"
BSFishy/meson-build,Continuous integration,"Continuous integration,Code quality"
deep5050/cppcheck-action,"Code review,Code quality","Utilities,Project management"
pxgamer/composer-action,Dependency management,"Dependency management,Monitoring"
actions-cool/emoji-helper,"Open Source management,Utilities","Utilities,AI Assisted"
peter-evans/link-checker,"Project management,Utilities","Utilities,Open Source management"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Utilities"
actions/setup-elixir,Continuous integration,"Continuous integration,Testing"
technote-space/auto-cancel-redundant-job,Utilities,"Utilities,Project management"
aws-actions/aws-codebuild-run-project,"Continuous integration,Container CI","Deployment,Continuous integration"
jsdaniell/create-json,"Continuous integration,Utilities","Utilities,Deployment"
StephaneBour/actions-php-security-checker,"Security,Code quality","Dependency management,Code quality"
korelstar/phplint-problem-matcher,"Reporting,Code review","Code review,Reporting"
negz/create-tag,"Publishing,Continuous integration","Continuous integration,Publishing"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Deployment,Publishing"
peter-evans/rebase,"Open Source management,Utilities","Open Source management,Utilities"
ScottBrenner/cfn-lint-action,"Code quality,Continuous integration","Code quality,Code review"
knowsuchagency/poetry-install,"Dependency management,Utilities","Dependency management,Continuous integration"
christian-draeger/read-properties,Utilities,"Utilities,Continuous integration"
mtanzi/action-automerge,"Continuous integration,Deployment","Chat,Reporting"
canastro/copy-file-action,Project management,"Continuous integration,Utilities"
jerray/publish-docker-action,"Deployment,Container CI","Container CI,Publishing"
baptiste0928/cargo-install,"Continuous integration,Utilities","Dependency management,Continuous integration"
whelk-io/maven-settings-xml-action,"Dependency management,Open Source management","Continuous integration,Deployment"
palmerhq/changecast,"Project management,Open Source management","Deployment,Publishing"
varunsridharan/action-repository-meta,"Community,Utilities","Utilities,Chat"
pCYSl5EDgo/create-unitypackage,"Continuous integration,Utilities","Deployment,Publishing"
ammaraskar/sphinx-action,"Code quality,Continuous integration","Publishing,Continuous integration"
py-actions/py-dependency-install,"Dependency management,Continuous integration","Dependency management,Continuous integration"
jacobtomlinson/gha-find-replace,"Continuous integration,Utilities","Code quality,Utilities"
bcomnes/cleanup-xvfb,"Testing,Utilities","Utilities,Continuous integration"
vmactions/ngrok-tunnel,"Testing,Utilities","Continuous integration,Testing"
growse/xunit-mattermost-reporter,"Testing,Continuous integration","Chat,Reporting"
chromaui/action,"Code review,Code quality","Utilities,Open Source management"
zzzze/webhook-trigger,"Reporting,Chat","Chat,Monitoring"
puneetmatharu/cmake-format-lint-action,"Code review,Code quality","Code quality,Continuous integration"
varunsridharan/action-apigen,"Code search,Utilities","Deployment,Publishing"
tianhaoz95/mirror-action,"Code review,Code quality","Utilities,Open Source management"
cirrus-actions/rebase,"Code review,Utilities","Open Source management,Utilities"
tibdex/github-app-token,"Continuous integration,Utilities","Deployment,Security"
katyo/publish-crates,"Publishing,Deployment","Dependency management,Open Source management"
crazy-max/ghaction-github-labeler,"Project management,Open Source management","Project management,Open Source management"
terraform-linters/setup-tflint,"Code quality,Utilities","Continuous integration,Code quality"
snow-actions/eclint,"Code quality,Continuous integration","Continuous integration,Utilities"
TheBusyBiscuit/recently-closed-issues,"Community,API management","Project management,Open Source management"
flood-io/is-published-on-npm,"Publishing,Utilities","Publishing,Deployment"
tj-actions/verify-changed-files,"Code search,Continuous integration","Code review,Project management"
actions-cool/issues-similarity-analysis,"Open Source management,Utilities","Utilities,Open Source management"
technote-space/auto-card-labeler,"Project management,Utilities","Utilities,Project management"
fluttercandies/no-free-usage-action,"Community,Project management","Utilities,Open Source management"
redhat-plumbers-in-action/advanced-issue-labeler,"Reporting,Project management","Project management,Open Source management"
msimerson/node-lts-versions,"Testing,Continuous integration","Testing,Continuous integration"
maxim-lobanov/setup-xamarin,Utilities,"Continuous integration,Desktop tools"
Klemensas/action-autotag,"Publishing,Deployment","Publishing,Utilities"
gitleaks/gitleaks-action,"Security,Code search","Dependency management,Continuous integration"
samuelmeuli/lint-action,"Testing,Code quality","Code quality,Testing"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Deployment,Publishing"
shalzz/zola-deploy-action,"Publishing,Deployment","Deployment,Publishing"
8398a7/action-slack,"Chat,Continuous integration","Chat,Reporting"
docker/build-push-action,"Continuous integration,Container CI","Container CI,Continuous integration"
SvanBoxel/delete-merged-branch,"Project management,Utilities","Utilities,Security"
andymckay/pycodestyle-action,Code review,"Code quality,Continuous integration"
cardinalby/git-get-release-action,"Publishing,Utilities","Publishing,Utilities"
ammaraskar/sphinx-problem-matcher,"Code quality,Publishing","Reporting,Continuous integration"
fabriciobastian/download-release-asset-action,"Dependency management,Continuous integration","Publishing,Continuous integration"
mxschmitt/action-tmate,"Continuous integration,Utilities","Continuous integration,Deployment"
PostHog/check-package-version,"Publishing,Deployment","Publishing,Utilities"
jaumann/github-bumpversion-action,"Continuous integration,Utilities","Continuous integration,Publishing"
Reedyuk/NPM-Version,"Publishing,Continuous integration","Publishing,Continuous integration"
fennecdjay/gwion-action,"Continuous integration,Utilities","Continuous integration,Testing"
lgeiger/black-action,"Code quality,Continuous integration","Code quality,Continuous integration"
actions-hub/gcloud,"Publishing,Continuous integration","Deployment,Security"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting"
appleboy/scp-action,"Continuous integration,Deployment","Continuous integration,Deployment"
invi5H/ssh-action,"Deployment,Utilities","Continuous integration,Deployment"
papeloto/action-zip,"Publishing,Utilities","Deployment,Utilities"
n1hility/cancel-previous-runs,Continuous integration,"Continuous integration,Utilities"
Akryum/release-tag,"Publishing,Continuous integration","Publishing,Utilities"
eunchurn/action-publish,"Publishing,Continuous integration","Publishing,Deployment"
jasongitmail/fast-webhook,"Deployment,Utilities","Chat,Monitoring"
nick-invision/retry,"Continuous integration,Utilities","Continuous integration,Utilities"
juankaram/sentry-release,"Code quality,Deployment","Publishing,Deployment"
lovasoa/setup-emscripten,"Testing,Continuous integration","Continuous integration,Utilities"
peter-evans/create-or-update-project-card,"Open Source management,Utilities","Utilities,Project management"
meeDamian/github-release,"Publishing,Deployment","Publishing,Continuous integration"
mislav/bump-homebrew-formula-action,"Publishing,Open Source management","Publishing,Dependency management"
shogo82148/actions-goveralls,"Testing,Code quality","Code quality,Testing"
JamesIves/github-pages-deploy-action,"Publishing,Deployment","Deployment,Publishing"
szymansd/auto-release-notes,"Project management,Utilities","Utilities,Publishing"
apache/skywalking-infra-e2e,"Testing,Container CI","Chat,Continuous integration"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
codespell-project/sort-problem-matcher,"Code review,Continuous integration","Reporting,Code review"
alexellis/upload-assets,"Continuous integration,Deployment","Publishing,Utilities"
jwgmeligmeyling/spotbugs-github-action,"Security,Code quality","Continuous integration,Testing"
amancevice/setup-code-climate,"Testing,Code quality","Code quality,Testing"
ciiiii/toml-editor,"Deployment,Utilities","Deployment,Utilities"
s-weigand/setup-conda,"Dependency management,Utilities","Utilities,Project management"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Dependency management"
zymap/bot,Utilities,"Utilities,Open Source management"
pdm-project/setup-pdm,"Dependency management,Utilities","Continuous integration,Dependency management"
edplato/trufflehog-actions-scan,"Security,Continuous integration","Continuous integration,Security"
Geertvdc/setup-hub,"Continuous integration,Utilities","Deployment,Continuous integration"
myci-actions/publish-nuget,"Continuous integration,Deployment","Utilities,Publishing"
AButler/upload-release-assets,Publishing,"Publishing,Deployment"
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities","Dependency management,Mobile CI"
mathieudutour/github-tag-action,"Publishing,Utilities","Publishing,Utilities"
kamilkisiela/graphql-inspector,"Monitoring,Code quality","Utilities,Open Source management"
marcodallasanta/ssh-scp-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
KeisukeYamashita/create-comment,"Open Source management,Utilities","Open Source management,Utilities"
AkhileshNS/heroku-deploy,"Publishing,Deployment","Deployment,Publishing"
crystal-lang/install-crystal,"Testing,Continuous integration","Continuous integration,Dependency management"
joschi/setup-jdk,"Continuous integration,Utilities","Continuous integration,Utilities"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Utilities"
stefanbuck/github-issue-parser,"Open Source management,Utilities","Project management,Open Source management"
MeilCli/danger-action,"Code review,Code quality","Continuous integration,Testing"
patrickjahns/version-drafter-action,"Open Source management,Utilities","Publishing,Deployment"
Resnovas/label-mastermind,"Project management,Utilities","Project management,Utilities"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting"
ridedott/merge-me-action,"Dependency management,Security","Utilities,Project management"
innocarpe/actions-slack,"Chat,Continuous integration","Chat,Reporting"
gerbal/always-cache,"Dependency management,Utilities","Dependency management,Continuous integration"
johanholmerin/mutation-report-action,"Testing,Continuous integration","Testing,Code quality"
thatisuday/go-cross-build,"Deployment,Utilities","Dependency management,Continuous integration"
JasonEtco/is-sponsor-label-action,"Open Source management,GitHub Sponsors","Open Source management,Utilities"
BetaHuhn/repo-file-sync-action,"Continuous integration,Utilities","Open Source management,Utilities"
davidB/rust-cargo-make,"Continuous integration,Deployment","Dependency management,Open Source management"
einaregilsson/build-number,"Publishing,Continuous integration","Continuous integration,Utilities"
Simek/yarn-lock-changes,"Dependency management,Code review","Dependency management,Utilities"
srggrs/assign-one-project-github-action,"Project management,Utilities","Project management,Open Source management"
arma-actions/sqflint,Code quality,"Code quality,Continuous integration"
snok/container-retention-policy,"Continuous integration,Container CI","Utilities,Publishing"
ljmf00/setup-lua,"Dependency management,Utilities","Continuous integration,Utilities"
firebelley/godot-export,"Publishing,Utilities","Publishing,Continuous integration"
ros-tooling/setup-ros,"Continuous integration,Utilities","Container CI,Utilities"
ad-m/report-link-action,"Monitoring,Code quality","Utilities,Deployment"
Matticusau/pr-helper,"Code review,Utilities","Project management,Code review"
ItsKarma/aws-cli,"Deployment,Utilities","Deployment,Utilities"
manusa/actions-publish-docker,"Publishing,Container CI","Container CI,Publishing"
montudor/action-zip,"Deployment,Utilities","Continuous integration,Deployment"
mavrosxristoforos/get-xml-info,"Code search,Utilities","Continuous integration,Testing"
carloscastrojumo/github-cherry-pick-action,"Continuous integration,Deployment","Utilities,Open Source management"
