project,actual,predicted
gerbal/always-cache,"Dependency management,Utilities","Utilities,Continuous integration,Dependency management,Container CI,Testing,Publishing,IDEs,Code search,Backup Utilities,Mobile,Localization,Code Scanning Ready,GitHub Sponsors,Mobile CI,Community,API management,AI Assisted,Desktop tools,Monitoring,Security,Support,Chat,Open Source management,Reporting,Project management,Deployment,Code quality,Code review"
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities","Deployment,Continuous integration,Monitoring,Security,Testing,Publishing,Container CI,API management,Mobile CI,Chat,Project management,Backup Utilities,Community,Code Scanning Ready,Localization,Mobile,IDEs,GitHub Sponsors,Desktop tools,Reporting,Support,Code search,AI Assisted,Dependency management,Code review,Code quality,Open Source management,Utilities"
octokit/request-action,Utilities,"Utilities,API management,Reporting,Chat,Monitoring,Open Source management,Security,Mobile,Desktop tools,Community,Dependency management,Backup Utilities,GitHub Sponsors,Mobile CI,IDEs,Localization,Code quality,Code Scanning Ready,Code search,Project management,Support,AI Assisted,Code review,Container CI,Testing,Continuous integration,Publishing,Deployment"
pat-s/always-upload-cache,"Dependency management,Continuous integration","Continuous integration,Utilities,Container CI,Dependency management,IDEs,Security,Publishing,Code search,Support,Mobile CI,Backup Utilities,GitHub Sponsors,Mobile,Localization,Code Scanning Ready,AI Assisted,Desktop tools,Open Source management,API management,Community,Reporting,Monitoring,Chat,Testing,Project management,Code quality,Deployment,Code review"
dessant/lock-threads,"Project management,Open Source management","Project management,Open Source management,Utilities,Support,Community,Code review,API management,Code search,GitHub Sponsors,Security,Localization,AI Assisted,Code Scanning Ready,Mobile,Backup Utilities,Monitoring,IDEs,Mobile CI,Desktop tools,Code quality,Dependency management,Chat,Reporting,Container CI,Deployment,Publishing,Testing,Continuous integration"
joelanford/go-apidiff,"Code review,API management","Utilities,Publishing,Continuous integration,Security,Testing,Community,Deployment,Support,Dependency management,Mobile CI,Backup Utilities,Desktop tools,Mobile,Code quality,Localization,IDEs,Code Scanning Ready,Code search,API management,GitHub Sponsors,Code review,AI Assisted,Monitoring,Container CI,Chat,Reporting,Open Source management,Project management"
s0/git-publish-subdir-action,"Publishing,Deployment","Deployment,Publishing,Continuous integration,Utilities,Mobile CI,Mobile,Desktop tools,Support,Code search,Backup Utilities,Localization,Code Scanning Ready,GitHub Sponsors,IDEs,API management,Monitoring,Project management,Security,AI Assisted,Community,Container CI,Reporting,Chat,Open Source management,Dependency management,Code review,Code quality,Testing"
tim-actions/dco,"Code review,Continuous integration","Code review,Utilities,Code quality,Deployment,Reporting,Security,Community,Backup Utilities,Project management,GitHub Sponsors,Localization,Code Scanning Ready,Mobile,API management,Desktop tools,IDEs,Monitoring,AI Assisted,Mobile CI,Container CI,Support,Code search,Open Source management,Chat,Continuous integration,Testing,Dependency management,Publishing"
SamKirkland/FTP-Deploy-Action,"Continuous integration,Deployment","Deployment,Publishing,Continuous integration,Code quality,Testing,Reporting,Security,Desktop tools,Code search,IDEs,Backup Utilities,Monitoring,Localization,Mobile CI,Mobile,Code Scanning Ready,API management,GitHub Sponsors,Support,Chat,AI Assisted,Code review,Community,Project management,Container CI,Open Source management,Dependency management,Utilities"
mymindstorm/setup-emsdk,"Dependency management,Continuous integration","Continuous integration,Dependency management,Utilities,Testing,Container CI,IDEs,Reporting,Monitoring,Desktop tools,Code search,Mobile,Mobile CI,Security,Backup Utilities,Code Scanning Ready,Localization,GitHub Sponsors,Chat,API management,AI Assisted,Support,Code quality,Publishing,Community,Deployment,Project management,Code review,Open Source management"
actions/upload-release-asset,"Publishing,Utilities","Publishing,Deployment,Utilities,Continuous integration,Dependency management,API management,Community,GitHub Sponsors,Desktop tools,Localization,Code Scanning Ready,Backup Utilities,Mobile CI,Mobile,Code search,Monitoring,IDEs,Chat,AI Assisted,Support,Open Source management,Security,Container CI,Reporting,Project management,Testing,Code review,Code quality"
sinshutu/upload-to-discord,"Publishing,Utilities","Publishing,Continuous integration,Desktop tools,Chat,Deployment,Utilities,Security,Reporting,Mobile CI,Container CI,GitHub Sponsors,Code quality,Code Scanning Ready,Code search,Backup Utilities,Localization,Mobile,Community,API management,Testing,IDEs,AI Assisted,Code review,Monitoring,Support,Dependency management,Project management,Open Source management"
Sniddl/discord-commits,"Chat,Project management","Chat,Reporting,Utilities,Community,Desktop tools,Open Source management,Project management,API management,Monitoring,Code review,Continuous integration,Mobile,Backup Utilities,Localization,Mobile CI,GitHub Sponsors,Code Scanning Ready,Publishing,IDEs,Support,Code search,AI Assisted,Deployment,Security,Testing,Container CI,Code quality,Dependency management"
8398a7/action-slack,"Chat,Continuous integration","Chat,Reporting,Open Source management,Project management,Monitoring,API management,Code quality,Code Scanning Ready,IDEs,GitHub Sponsors,Localization,Backup Utilities,Support,Mobile,Code search,Community,AI Assisted,Mobile CI,Desktop tools,Code review,Container CI,Security,Testing,Dependency management,Deployment,Continuous integration,Publishing,Utilities"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Deployment,Continuous integration,Dependency management,Utilities,Desktop tools,Mobile CI,API management,Backup Utilities,Code Scanning Ready,Localization,Mobile,GitHub Sponsors,IDEs,Code search,AI Assisted,Monitoring,Security,Support,Chat,Community,Reporting,Testing,Container CI,Code quality,Open Source management,Code review,Project management"
olafurpg/setup-scala,"Continuous integration,Utilities","Continuous integration,Code quality,Testing,Dependency management,Security,Code review,Utilities,Container CI,Desktop tools,Publishing,Code Scanning Ready,Mobile,IDEs,Reporting,Localization,Code search,Backup Utilities,GitHub Sponsors,Mobile CI,API management,Community,Monitoring,Deployment,AI Assisted,Support,Chat,Project management,Open Source management"
andymckay/pycodestyle-action,Code review,"Code quality,Publishing,Continuous integration,Deployment,Code review,Utilities,Backup Utilities,Project management,Community,Reporting,Mobile,Code Scanning Ready,Security,Localization,GitHub Sponsors,Code search,API management,Mobile CI,Desktop tools,IDEs,Monitoring,Container CI,Support,Chat,Testing,Dependency management,AI Assisted,Open Source management"
peterjgrainger/action-create-branch,Utilities,"Deployment,Utilities,Project management,Continuous integration,Publishing,Dependency management,API management,Community,Mobile,Code search,Localization,IDEs,Security,GitHub Sponsors,Testing,Backup Utilities,Code Scanning Ready,Open Source management,Mobile CI,Code review,Desktop tools,AI Assisted,Support,Monitoring,Container CI,Reporting,Chat,Code quality"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities,Deployment,Publishing,Dependency management,Backup Utilities,Support,Project management,Localization,GitHub Sponsors,Mobile,Code Scanning Ready,IDEs,Mobile CI,Desktop tools,Open Source management,Monitoring,Code search,AI Assisted,Security,API management,Reporting,Community,Code quality,Chat,Container CI,Code review,Testing"
zofrex/mirror-branch,"Community,Publishing","Deployment,Publishing,Utilities,Open Source management,Continuous integration,Dependency management,Backup Utilities,Localization,Mobile,Code search,Code Scanning Ready,GitHub Sponsors,IDEs,Desktop tools,Container CI,Code review,Mobile CI,Project management,AI Assisted,Monitoring,Community,Security,Support,API management,Reporting,Chat,Testing,Code quality"
shyim/junit-report-annotations-action,Utilities,"Testing,Reporting,Code quality,Code review,Security,Container CI,Monitoring,Backup Utilities,Localization,GitHub Sponsors,Code Scanning Ready,Mobile,IDEs,Desktop tools,Mobile CI,AI Assisted,API management,Code search,Dependency management,Support,Community,Chat,Project management,Publishing,Open Source management,Continuous integration,Deployment,Utilities"
filipstefansson/set-npm-token-action,"Dependency management,Deployment","Publishing,Deployment,Continuous integration,Dependency management,Utilities,Security,Code quality,Community,Project management,Testing,Reporting,Container CI,Support,Monitoring,Desktop tools,API management,Localization,Backup Utilities,Code search,Mobile,Code Scanning Ready,GitHub Sponsors,IDEs,Code review,Mobile CI,AI Assisted,Chat,Open Source management"
rjstone/discord-webhook-notify,"Chat,Monitoring","Chat,Reporting,Desktop tools,Code quality,Community,Monitoring,Continuous integration,API management,Security,Backup Utilities,Project management,Code search,Testing,Localization,Mobile,Code Scanning Ready,GitHub Sponsors,Support,IDEs,Mobile CI,AI Assisted,Deployment,Container CI,Publishing,Code review,Open Source management,Dependency management,Utilities"
coditory/changelog-parser,"Project management,Continuous integration","Publishing,Continuous integration,Testing,Open Source management,Dependency management,Project management,Code quality,IDEs,Support,Mobile,Localization,Code Scanning Ready,Desktop tools,Utilities,Security,GitHub Sponsors,Backup Utilities,Community,AI Assisted,Mobile CI,API management,Reporting,Code search,Monitoring,Chat,Container CI,Code review,Deployment"
docker/build-push-action,"Continuous integration,Container CI","Container CI,Continuous integration,Publishing,Testing,Reporting,AI Assisted,Utilities,IDEs,Desktop tools,Mobile,Code Scanning Ready,Security,Localization,Code search,Backup Utilities,GitHub Sponsors,Mobile CI,Monitoring,Support,API management,Code quality,Chat,Community,Dependency management,Deployment,Open Source management,Project management,Code review"
jakejarvis/wait-action,"Continuous integration,Utilities","Continuous integration,Testing,Utilities,Dependency management,Deployment,Container CI,Code quality,Code search,IDEs,Security,Desktop tools,GitHub Sponsors,Monitoring,Reporting,Localization,Code Scanning Ready,Mobile,Backup Utilities,AI Assisted,API management,Support,Mobile CI,Publishing,Chat,Community,Code review,Project management,Open Source management"
puneetmatharu/cmake-format-lint-action,"Code review,Code quality","Continuous integration,Code quality,Testing,Dependency management,Code review,Code search,Mobile CI,Mobile,Desktop tools,Backup Utilities,GitHub Sponsors,Localization,Container CI,Code Scanning Ready,API management,IDEs,Security,Support,AI Assisted,Monitoring,Reporting,Chat,Community,Publishing,Project management,Open Source management,Utilities,Deployment"
cicirello/jacoco-badge-generator,"Testing,Utilities","Code quality,Testing,Continuous integration,Reporting,Publishing,Security,Code review,IDEs,Code search,Backup Utilities,GitHub Sponsors,Code Scanning Ready,Desktop tools,Localization,Mobile,Mobile CI,Monitoring,API management,Community,Support,Dependency management,AI Assisted,Chat,Deployment,Container CI,Project management,Open Source management,Utilities"
ludeeus/setup-homeassistant,"Testing,Continuous integration","Continuous integration,Utilities,Deployment,Testing,Container CI,Security,Code review,Dependency management,Publishing,Localization,Reporting,IDEs,Backup Utilities,Mobile,Mobile CI,Monitoring,Code Scanning Ready,Code search,API management,GitHub Sponsors,Code quality,Desktop tools,Project management,AI Assisted,Support,Community,Chat,Open Source management"
fnkr/github-action-ghr,"Continuous integration,Deployment","Publishing,Utilities,Deployment,Continuous integration,Security,Code quality,Backup Utilities,Desktop tools,Project management,Support,Mobile CI,Localization,AI Assisted,Code Scanning Ready,Mobile,GitHub Sponsors,Code review,Monitoring,Community,IDEs,Code search,API management,Reporting,Dependency management,Chat,Container CI,Open Source management,Testing"
pCYSl5EDgo/create-unitypackage,"Continuous integration,Utilities","Continuous integration,Testing,Publishing,IDEs,Deployment,Security,Project management,Container CI,Community,Utilities,Desktop tools,Open Source management,Support,Code Scanning Ready,Localization,Mobile,GitHub Sponsors,Backup Utilities,Mobile CI,Code search,Monitoring,AI Assisted,API management,Code quality,Chat,Reporting,Code review,Dependency management"
ethomson/issue-dashboard,"Project management,Open Source management","Project management,Community,Utilities,Open Source management,Continuous integration,API management,Reporting,Support,Publishing,Desktop tools,Mobile CI,GitHub Sponsors,Testing,Backup Utilities,Monitoring,Code Scanning Ready,Localization,Code search,Mobile,IDEs,Security,AI Assisted,Chat,Container CI,Dependency management,Code quality,Deployment,Code review"
fauguste/auto-cancellation-running-action,"Continuous integration,Utilities","Continuous integration,Utilities,Project management,Testing,Open Source management,Code review,GitHub Sponsors,Code search,Community,Code Scanning Ready,Localization,Support,Backup Utilities,Mobile,Dependency management,API management,IDEs,Mobile CI,Desktop tools,Monitoring,AI Assisted,Publishing,Security,Container CI,Reporting,Code quality,Chat,Deployment"
geritol/match-tag-to-package-version,"Publishing,Utilities","Publishing,Deployment,Support,Code Scanning Ready,Localization,Backup Utilities,IDEs,Mobile,GitHub Sponsors,Desktop tools,Monitoring,Mobile CI,Code search,Reporting,AI Assisted,API management,Community,Code quality,Container CI,Chat,Security,Code review,Open Source management,Project management,Dependency management,Testing,Utilities,Continuous integration"
makaroni4/prcop,Code review,"Code review,Open Source management,Code quality,Community,Security,Container CI,Support,Project management,Backup Utilities,API management,Desktop tools,IDEs,Code Scanning Ready,Localization,GitHub Sponsors,Mobile,Monitoring,Code search,Utilities,AI Assisted,Mobile CI,Dependency management,Chat,Continuous integration,Reporting,Testing,Publishing,Deployment"
xt0rted/slash-command-action,"Chat,Continuous integration","Open Source management,Utilities,Code review,Code quality,IDEs,Community,Support,GitHub Sponsors,AI Assisted,Monitoring,Code Scanning Ready,Project management,Localization,Mobile,Backup Utilities,Chat,Dependency management,API management,Code search,Desktop tools,Mobile CI,Reporting,Deployment,Security,Container CI,Testing,Publishing,Continuous integration"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Utilities,Testing,Publishing,Dependency management,Code quality,Reporting,IDEs,Support,Deployment,Code Scanning Ready,Code search,API management,Chat,Desktop tools,GitHub Sponsors,Security,Backup Utilities,Localization,Container CI,AI Assisted,Mobile,Monitoring,Mobile CI,Community,Code review,Project management,Open Source management"
thatisuday/go-cross-build,"Deployment,Utilities","Deployment,Utilities,Publishing,Continuous integration,Dependency management,AI Assisted,Desktop tools,Community,IDEs,Mobile,Testing,Backup Utilities,Mobile CI,GitHub Sponsors,Support,Localization,Code Scanning Ready,Security,API management,Code search,Container CI,Monitoring,Reporting,Project management,Code quality,Open Source management,Chat,Code review"
reviewdog/action-rubocop,"Code review,Code quality","Code quality,Code review,Testing,GitHub Sponsors,Mobile,Localization,Code Scanning Ready,IDEs,Backup Utilities,AI Assisted,Mobile CI,Desktop tools,Code search,Support,Monitoring,API management,Community,Reporting,Security,Chat,Dependency management,Project management,Container CI,Open Source management,Deployment,Continuous integration,Publishing,Utilities"
frabert/replace-string-action,Utilities,"Continuous integration,Deployment,Testing,IDEs,Security,Container CI,Publishing,Open Source management,Project management,Code Scanning Ready,Localization,GitHub Sponsors,Backup Utilities,Mobile,AI Assisted,Community,Mobile CI,Desktop tools,API management,Code search,Chat,Monitoring,Support,Reporting,Code review,Code quality,Dependency management,Utilities"
SmartsquareGmbH/delete-old-packages,"Publishing,Continuous integration","Publishing,Utilities,Continuous integration,Deployment,Container CI,Dependency management,Testing,Reporting,IDEs,Monitoring,Community,Localization,Code Scanning Ready,Support,GitHub Sponsors,Backup Utilities,Mobile,Security,Code search,API management,AI Assisted,Desktop tools,Mobile CI,Chat,Code review,Project management,Open Source management,Code quality"
joncloud/makensis-action,"Deployment,Desktop tools","Continuous integration,Code quality,Testing,Deployment,Dependency management,Publishing,Security,Mobile CI,Mobile,Code review,IDEs,Localization,Code Scanning Ready,Utilities,Desktop tools,GitHub Sponsors,Backup Utilities,Code search,Community,Support,API management,Monitoring,AI Assisted,Container CI,Reporting,Chat,Open Source management,Project management"
miermontoto/waka-readme-stats,"Utilities,Time tracking","Open Source management,Utilities,Code review,Project management,Code quality,Chat,Community,Deployment,Publishing,Reporting,Code search,Support,Backup Utilities,AI Assisted,Mobile,Localization,GitHub Sponsors,Code Scanning Ready,Mobile CI,IDEs,Container CI,Desktop tools,Security,Monitoring,API management,Dependency management,Testing,Continuous integration"
rips/github-action-scan,"Security,Continuous integration","Security,Code quality,Continuous integration,Testing,Deployment,Desktop tools,Dependency management,Open Source management,Container CI,Monitoring,Backup Utilities,IDEs,Code Scanning Ready,API management,Code search,Mobile CI,Mobile,Localization,GitHub Sponsors,Publishing,Community,Reporting,AI Assisted,Support,Chat,Project management,Code review,Utilities"
little-core-labs/install-terraform,"Dependency management,Deployment","Utilities,Continuous integration,Open Source management,Testing,Code quality,Publishing,Dependency management,Monitoring,Support,Mobile CI,GitHub Sponsors,Code Scanning Ready,Localization,Mobile,Backup Utilities,IDEs,Community,Code search,Desktop tools,API management,Deployment,AI Assisted,Container CI,Security,Project management,Chat,Code review,Reporting"
hexrabbit/whitespace-lint,"Code review,Utilities","Code quality,Code review,Reporting,Project management,Security,Open Source management,Code Scanning Ready,Localization,AI Assisted,GitHub Sponsors,Backup Utilities,Mobile,Support,IDEs,Code search,Community,Mobile CI,Desktop tools,Monitoring,API management,Dependency management,Chat,Container CI,Utilities,Testing,Deployment,Continuous integration,Publishing"
gautamkrishnar/blog-post-workflow,"Publishing,Utilities","Deployment,Chat,Utilities,Open Source management,Reporting,Project management,Community,Monitoring,Publishing,API management,Code search,Support,Code Scanning Ready,Backup Utilities,Code review,GitHub Sponsors,AI Assisted,Localization,Desktop tools,Mobile CI,Mobile,IDEs,Security,Container CI,Testing,Continuous integration,Code quality,Dependency management"
EndBug/version-check,"Publishing,Deployment","Utilities,Code review,Chat,Open Source management,Code search,Project management,Support,Community,AI Assisted,GitHub Sponsors,Dependency management,Backup Utilities,Localization,Code Scanning Ready,Mobile,IDEs,Desktop tools,Monitoring,Mobile CI,Reporting,API management,Code quality,Container CI,Security,Publishing,Testing,Continuous integration,Deployment"
actions/setup-java,Utilities,"Utilities,Continuous integration,Dependency management,Security,Testing,Container CI,IDEs,Code search,Reporting,Code Scanning Ready,Localization,Backup Utilities,Mobile,Mobile CI,GitHub Sponsors,Desktop tools,API management,Monitoring,AI Assisted,Code quality,Support,Deployment,Community,Chat,Publishing,Project management,Open Source management,Code review"
TreTuna/sync-branches,"Continuous integration,Deployment","Utilities,Project management,Code review,Open Source management,Deployment,Community,Dependency management,API management,Security,Continuous integration,Desktop tools,Support,GitHub Sponsors,Publishing,IDEs,Backup Utilities,Localization,Mobile,Mobile CI,Code Scanning Ready,Monitoring,Code search,AI Assisted,Container CI,Reporting,Chat,Code quality,Testing"
EndBug/add-and-commit,"Project management,Utilities","Utilities,Code review,Chat,Code search,Open Source management,Dependency management,Community,Project management,AI Assisted,GitHub Sponsors,Backup Utilities,Localization,Code Scanning Ready,Mobile,IDEs,Desktop tools,Monitoring,Mobile CI,Support,API management,Reporting,Container CI,Security,Code quality,Testing,Publishing,Deployment,Continuous integration"
devmasx/merge-branch,"Continuous integration,Utilities","Utilities,Project management,Code review,Open Source management,Continuous integration,Community,Security,Support,Code search,Code quality,Code Scanning Ready,GitHub Sponsors,Localization,Backup Utilities,Mobile,IDEs,Dependency management,Chat,Mobile CI,AI Assisted,API management,Desktop tools,Monitoring,Reporting,Container CI,Deployment,Publishing,Testing"
banyan/auto-label,"Code review,Code search","Utilities,Code review,Open Source management,Project management,Community,Support,Localization,Code search,Chat,API management,Desktop tools,GitHub Sponsors,Mobile,Code Scanning Ready,Security,Backup Utilities,Monitoring,Mobile CI,Dependency management,IDEs,AI Assisted,Publishing,Code quality,Container CI,Reporting,Deployment,Testing,Continuous integration"
crazy-max/ghaction-container-scan,"Container CI,Code Scanning Ready","Code quality,Security,Open Source management,Container CI,Project management,Testing,Deployment,GitHub Sponsors,Code Scanning Ready,Code search,Localization,Backup Utilities,Desktop tools,Mobile,Support,AI Assisted,IDEs,Mobile CI,Monitoring,Reporting,API management,Community,Publishing,Chat,Code review,Dependency management,Continuous integration,Utilities"
marocchino/sticky-pull-request-comment,"Code review,Continuous integration","Open Source management,Utilities,Project management,Code review,Reporting,Publishing,Community,AI Assisted,Support,Chat,Localization,Mobile,Desktop tools,GitHub Sponsors,Mobile CI,Backup Utilities,Continuous integration,Code Scanning Ready,API management,IDEs,Code search,Security,Monitoring,Code quality,Dependency management,Container CI,Testing,Deployment"
generates/changeset-action,"Code quality,Utilities","Continuous integration,Project management,Dependency management,Publishing,Code review,Security,Container CI,Utilities,Reporting,Open Source management,IDEs,Mobile CI,Code Scanning Ready,GitHub Sponsors,Monitoring,Localization,Testing,API management,Backup Utilities,Mobile,Code search,Desktop tools,AI Assisted,Chat,Support,Community,Code quality,Deployment"
DuckSoft/extract-7z-action,"Deployment,Utilities","Utilities,Publishing,Desktop tools,Mobile CI,Project management,Dependency management,Code quality,Security,Community,API management,Code Scanning Ready,Reporting,Support,Code search,Localization,Chat,GitHub Sponsors,Backup Utilities,Mobile,Monitoring,IDEs,AI Assisted,Code review,Container CI,Open Source management,Testing,Deployment,Continuous integration"
ttionya/Repository-Sync-Hub,"Open Source management,Continuous integration","Continuous integration,Utilities,Open Source management,Deployment,Container CI,Publishing,Dependency management,IDEs,Support,GitHub Sponsors,Code Scanning Ready,Localization,Mobile,Backup Utilities,Project management,Security,Reporting,API management,Desktop tools,Community,Monitoring,Code search,AI Assisted,Mobile CI,Code review,Chat,Testing,Code quality"
Resnovas/label-mastermind,"Project management,Utilities","Utilities,Code review,Project management,Open Source management,Chat,Code search,Community,AI Assisted,Support,GitHub Sponsors,Security,Code quality,Reporting,Backup Utilities,Localization,Code Scanning Ready,Desktop tools,Mobile,API management,IDEs,Monitoring,Mobile CI,Dependency management,Container CI,Testing,Publishing,Deployment,Continuous integration"
skjnldsv/check-actor-permission,"Open Source management,Utilities","Utilities,AI Assisted,Open Source management,Chat,Community,Project management,Support,Monitoring,Reporting,Code review,API management,GitHub Sponsors,IDEs,Localization,Code Scanning Ready,Backup Utilities,Mobile,Desktop tools,Container CI,Code search,Security,Mobile CI,Testing,Code quality,Dependency management,Publishing,Deployment,Continuous integration"
jmhodges/ensure-latest-go,"Dependency management,Code quality","Utilities,Project management,Dependency management,Continuous integration,Code quality,Security,Code review,Open Source management,Publishing,Community,Container CI,IDEs,GitHub Sponsors,Support,Mobile,Desktop tools,Backup Utilities,Localization,Code Scanning Ready,Mobile CI,Code search,Chat,AI Assisted,Monitoring,API management,Deployment,Reporting,Testing"
kdheepak/panvimdoc,"Continuous integration,Deployment","Continuous integration,Utilities,Testing,Publishing,Dependency management,Project management,Reporting,Security,Code quality,Code search,Desktop tools,Community,API management,Mobile CI,Code Scanning Ready,Backup Utilities,Localization,GitHub Sponsors,IDEs,Mobile,Monitoring,Chat,AI Assisted,Support,Code review,Container CI,Open Source management,Deployment"
innovationnorway/setup-vault,"Security,Deployment","Continuous integration,Security,Testing,Chat,Dependency management,Reporting,Container CI,IDEs,GitHub Sponsors,Community,Localization,Code Scanning Ready,Mobile,Backup Utilities,Monitoring,Mobile CI,AI Assisted,Desktop tools,Code search,Support,API management,Utilities,Project management,Code quality,Open Source management,Deployment,Code review,Publishing"
tibdex/backport,"Continuous integration,Utilities","Utilities,Continuous integration,Project management,Open Source management,Code review,Deployment,Community,API management,GitHub Sponsors,Localization,Code Scanning Ready,Backup Utilities,Mobile,Desktop tools,IDEs,Support,Code search,AI Assisted,Mobile CI,Monitoring,Security,Chat,Dependency management,Reporting,Container CI,Testing,Code quality,Publishing"
s4u/maven-settings-action,"Continuous integration,Utilities","Continuous integration,Dependency management,Open Source management,Utilities,Security,Testing,Code search,Reporting,Monitoring,Code Scanning Ready,Localization,Mobile,Container CI,Backup Utilities,IDEs,GitHub Sponsors,Mobile CI,Desktop tools,Support,API management,AI Assisted,Chat,Community,Deployment,Code review,Publishing,Project management,Code quality"
jarrodparkes/git-log-action,"Support,Utilities","Utilities,Publishing,Continuous integration,Deployment,Container CI,Testing,Mobile,Security,Mobile CI,Backup Utilities,IDEs,Code search,Localization,Code Scanning Ready,API management,GitHub Sponsors,Support,Desktop tools,Monitoring,AI Assisted,Chat,Community,Project management,Open Source management,Code review,Reporting,Dependency management,Code quality"
andrewiggins/download-base-artifact,"Continuous integration,Utilities","Continuous integration,Utilities,Dependency management,Deployment,Code review,Publishing,Code search,Backup Utilities,Localization,Code Scanning Ready,Mobile CI,Mobile,GitHub Sponsors,Project management,Security,Desktop tools,Testing,IDEs,Monitoring,AI Assisted,Community,API management,Code quality,Support,Reporting,Container CI,Open Source management,Chat"
superbrothers/close-pull-request,Utilities,"Open Source management,Project management,Testing,IDEs,Security,Continuous integration,Code review,Container CI,Deployment,Support,Community,AI Assisted,API management,Localization,GitHub Sponsors,Code Scanning Ready,Backup Utilities,Mobile,Code search,Desktop tools,Monitoring,Mobile CI,Chat,Reporting,Utilities,Dependency management,Publishing,Code quality"
brunoborges/justextract,"Deployment,Utilities","Utilities,Continuous integration,Code quality,Desktop tools,IDEs,Dependency management,Testing,Mobile CI,Security,Reporting,Deployment,Code review,Code search,Code Scanning Ready,Mobile,Publishing,API management,Backup Utilities,Localization,Monitoring,GitHub Sponsors,AI Assisted,Community,Support,Container CI,Chat,Project management,Open Source management"
