project,actual,predicted
nanasess/setup-chromedriver,"Testing,Continuous integration","Continuous integration,Testing"
innocarpe/actions-slack,"Chat,Continuous integration","Chat,Continuous integration"
tlylt/install-graphviz,"Continuous integration,Utilities","Continuous integration,Utilities"
ludeeus/action-shellcheck,"Code quality,Continuous integration","Code quality,Testing"
dschep/install-pipenv-action,"Dependency management,Continuous integration","Continuous integration,Utilities"
artis3n/setup-conftest,"Deployment,Utilities","Continuous integration,Dependency management"
snickerbockers/submodules-init,"Dependency management,Utilities","Continuous integration,Testing"
Sibz/await-status-action,"Continuous integration,Utilities","Continuous integration,Utilities"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Utilities,Project management"
nick-fields/private-action-loader,"Continuous integration,Utilities","Utilities,Testing"
sinshutu/upload-to-discord,"Publishing,Utilities","Deployment,Chat"
xt0rted/slash-command-action,"Chat,Continuous integration","Open Source management,Utilities"
xiachufang/actions-feishu,"Chat,Utilities","Utilities,Deployment"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Utilities,Code review"
hpi-swa/setup-smalltalkCI,"Continuous integration,Deployment","Continuous integration,Testing"
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment","Deployment,Publishing"
amondnet/vercel-action,"Continuous integration,Deployment","Utilities,Continuous integration"
eskatos/gradle-command-action,"Continuous integration,Utilities","Dependency management,Utilities"
adriweb/xcode-notarize-please,"Continuous integration,Deployment","Desktop tools,IDEs"
hkusu/s3-upload-action,"Mobile CI,Continuous integration","Deployment,Continuous integration"
shinhwagk/actions-crypto,"Security,Utilities","Utilities,Code quality"
meeDamian/github-release,"Publishing,Deployment","Publishing,Continuous integration"
christian-korneck/update-container-description-action,"Container CI,Utilities","Container CI,Deployment"
redhat-actions/podman-login,"Container CI,Utilities","Container CI,Deployment"
gsactions/commit-message-checker,"Code review,Code quality","Code quality,Continuous integration"
chabad360/htmlproofer,"Testing,Continuous integration","Deployment,Publishing"
jwgmeligmeyling/spotbugs-github-action,"Security,Code quality","Continuous integration,Testing"
maxkomarychev/oction-create-issue,"API management,Utilities","Project management,Utilities"
Roang-zero1/github-create-release-action,"Publishing,Continuous integration","Publishing,Continuous integration"
aws-actions/configure-aws-credentials,"Continuous integration,Deployment","Deployment,Continuous integration"
alex-page/github-project-automation-plus,Project management,"Utilities,Project management"
carloscastrojumo/github-cherry-pick-action,"Continuous integration,Deployment","Utilities,Open Source management"
vmactions/cf-tunnel,"Testing,Continuous integration","Testing,Utilities"
DigiPie/mongo-action,"Testing,Continuous integration","Container CI,Testing"
virgilio21/openldap-action,"Testing,Utilities","Continuous integration,Utilities"
technote-space/assign-author,"Project management,Utilities","Utilities,Project management"
banyan/auto-label,"Code review,Code search","Code review,Utilities"
mfinelli/setup-imagemagick,"Dependency management,Utilities","Continuous integration,Utilities"
SirYwell/sarif-annotator,"Code review,Code quality","Continuous integration,Code quality"
returntocorp/semgrep-action,"Security,Continuous integration","Continuous integration,Chat"
WebFreak001/deploy-nightly,"Publishing,Deployment","Continuous integration,Deployment"
Ilshidur/action-discord,"Chat,Desktop tools","Chat,Reporting"
gradle/wrapper-validation-action,Security,"Utilities,Dependency management"
fabriciomurta/ensure-nuget-source,"Dependency management,Utilities","Continuous integration,Deployment"
musichin/ktlint-check,"Code review,Code quality","Utilities,Project management"
sqren/backport-github-action,"Deployment,Utilities","Utilities,Continuous integration"
reviewdog/action-hadolint,"Code review,Code quality","Code quality,Code review"
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities","Mobile CI,Dependency management"
hadolint/hadolint-action,"Code quality,Container CI","Code quality,Container CI"
ZanderZhao/gitbook-action,"Deployment,Container CI","Continuous integration,Publishing"
dawidd6/action-send-mail,"Reporting,Monitoring","Deployment,Security"
akosbalasko/coffee-readme,"Support,Utilities","Publishing,Project management"
whelk-io/maven-settings-xml-action,"Dependency management,Open Source management","Continuous integration,Testing"
julia-actions/julia-runtest,"Testing,Continuous integration","Continuous integration,Container CI"
guyarb/golang-test-annotations,"Testing,Container CI","Code quality,Testing"
AlexxNB/chalogen,"Code quality,Open Source management","Publishing,Continuous integration"
Logerfo/close-action,"Project management,Utilities","Project management,Utilities"
fylein/python-pylint-github-action,"Code review,Code quality","Code quality,Code review"
ad-m/report-link-action,"Monitoring,Code quality","Deployment,Continuous integration"
dineshsonachalam/markdown-autodocs,"Continuous integration,Deployment","Project management,Testing"
skaut/wordpress-version-checker,"Dependency management,Utilities","Deployment,Publishing"
sibiraj-s/action-eslint,"Code quality,Continuous integration","Code quality,Testing"
matlab-actions/setup-matlab,"Continuous integration,Utilities","Continuous integration,Testing"
crondaemon/close-pr,"Code review,Utilities","Project management,Code review"
luchihoratiu/debug-via-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
SeokminHong/pages-action,"Publishing,Deployment","Deployment,Publishing"
digitalocean/action-doctl,"Deployment,Container CI","Continuous integration,Container CI"
tferreira/matterfy,"Continuous integration,Deployment","Chat,Reporting"
hugo19941994/delete-draft-releases,"Publishing,Utilities","Utilities,Publishing"
Khan/pull-request-workflow-cancel,"Code review,Continuous integration","Continuous integration,Testing"
thatisuday/go-cross-build,"Deployment,Utilities","Deployment,Dependency management"
eine/setup-msys2,"Continuous integration,Utilities","Continuous integration,Utilities"
github-actions-x/commit,"Continuous integration,Utilities","Utilities,Continuous integration"
reviewdog/action-eslint,"Code review,Code quality","Code quality,Code review"
arma-actions/sqflint,Code quality,"Code quality,Continuous integration"
up9cloud/action-rsync,"Publishing,Deployment","Deployment,Continuous integration"
nearform/github-action-notify-release,"Continuous integration,Deployment","Utilities,Chat"
Lukasss93/telegram-action,"Reporting,Chat","Chat,Utilities"
aevea/release-notary,"Publishing,Continuous integration","Chat,Continuous integration"
Sibz/github-status-action,"Continuous integration,Utilities","Utilities,Continuous integration"
garygrossgarten/github-action-scp,"Continuous integration,Utilities","Deployment,Continuous integration"
microsoft/setup-msbuild,"IDEs,Continuous integration","Continuous integration,Deployment"
Gaurav0/backport,"Continuous integration,Utilities","Utilities,Continuous integration"
darenm/Setup-VSTest,"Testing,Utilities","Continuous integration,Utilities"
archive/github-actions-slack,"Chat,Utilities","Chat,Reporting"
OskarStark/phpstan-ga,"Code quality,Continuous integration","Continuous integration,Container CI"
NuGet/setup-nuget,"Dependency management,Utilities","Continuous integration,Deployment"
saadmk11/github-actions-version-updater,"Dependency management,Project management","Utilities,Project management"
Gr1N/setup-poetry,"Dependency management,Continuous integration","Dependency management,Continuous integration"
allenevans/set-env,Utilities,"Continuous integration,Utilities"
patrickjahns/version-drafter-action,"Open Source management,Utilities","Continuous integration,Publishing"
step-security/harden-runner,"Security,Monitoring","Security,Continuous integration"
technote-space/auto-card-labeler,"Project management,Utilities","Utilities,Project management"
julia-actions/setup-julia,"Continuous integration,Utilities","Continuous integration,Dependency management"
rjstone/discord-webhook-notify,"Chat,Monitoring","Chat,Reporting"
xinthink/action-telegram,"Chat,Utilities","Utilities,Publishing"
jwlawson/actions-setup-bazel,"Dependency management,Continuous integration","Continuous integration,Dependency management"
plettich/action-codespell,"Code review,Code quality","Code quality,Code review"
skeet70/default-project-board-action,"Community,Project management","Continuous integration,Deployment"
actions/upload-release-asset,"Publishing,Utilities","Publishing,Deployment"
devmasx/merge-branch,"Continuous integration,Utilities","Utilities,Code review"
terraform-linters/setup-tflint,"Code quality,Utilities","Continuous integration,Code quality"
erzz/dockle-action,"Security,Code quality","Container CI,Code quality"
py-actions/py-dependency-install,"Dependency management,Continuous integration","Dependency management,Code quality"
