project,actual,predicted
alex-page/blazing-fast-gh-pages-deploy,"Publishing,Deployment",Deployment
Niraj-Kamdar/manylinux-wheel-builder,"Publishing,Deployment",Continuous integration
SmartsquareGmbH/delete-old-packages,"Publishing,Continuous integration",Utilities
Lukasss93/telegram-action,"Reporting,Chat",Chat
Xotabu4/send-to-allure-server-action,"Testing,Reporting",Testing
at-wat/setup-gh-pr-comment,"Continuous integration,Utilities",Utilities
andstor/jsdoc-action,"API management,Utilities",Deployment
sebastianpopp/discord-action,"Chat,Utilities",Chat
shufo/auto-assign-reviewer-by-files,"Code review,Continuous integration",Utilities
BirthdayResearch/oss-governance-bot,"Project management,Open Source management",Chat
dessant/support-requests,"Support,Project management",Project management
actionshub/chef-install,"Dependency management,Continuous integration",Continuous integration
cake-build/cake-action,"Continuous integration,Desktop tools",Continuous integration
tibdex/github-app-token,"Continuous integration,Utilities",Continuous integration
ashutoshgngwr/validate-fastlane-supply-metadata,"Code review,Mobile",Security
gagoar/invoke-aws-lambda,"Continuous integration,Utilities",Deployment
s4u/setup-maven-action,"Continuous integration,Utilities",Continuous integration
dawidd6/action-download-artifact,"Continuous integration,Deployment",Continuous integration
reviewdog/action-rubocop,"Code review,Code quality",Code quality
kentaro-m/auto-assign-action,"Code review,Open Source management",Utilities
mindsers/changelog-reader-action,"Publishing,Open Source management",Publishing
christian-korneck/update-container-description-action,"Container CI,Utilities",Container CI
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management",Utilities
jiro4989/build-deb-action,"Testing,Continuous integration",Code quality
christian-draeger/write-properties,Utilities,Utilities
aws-actions/aws-cloudformation-github-deploy,"Publishing,Deployment",Deployment
php-actions/phpunit,"Testing,Continuous integration",Testing
actions-cool/ci-notice,"Dependency management,Utilities",Deployment
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI",Continuous integration
flood-io/is-published-on-npm,"Publishing,Utilities",Publishing
ammaraskar/sphinx-action,"Code quality,Continuous integration",Publishing
yuichielectric/dive-action,"Continuous integration,Container CI",Utilities
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration",Continuous integration
actions-cool/issues-helper,"Utilities,AI Assisted",Utilities
kevinpainchaud/simple-ftp-deploy-action,Deployment,Deployment
github/super-linter,"Code review,Code quality",Code quality
MarceloPrado/has-changed-path,"Continuous integration,Utilities",Continuous integration
reviewdog/action-shellcheck,"Code review,Code quality",Code quality
actions-rs/cargo,"Dependency management,Open Source management",Utilities
fnkr/github-action-ghr,"Continuous integration,Deployment",Utilities
chinthakagodawita/autoupdate,"Continuous integration,Utilities",Utilities
codacy/codacy-coverage-reporter-action,"Reporting,Code quality",Code quality
erclu/check-crlf,"Support,Utilities",Utilities
derekprior/add-autoresponse,"Project management,Open Source management",Utilities
SvanBoxel/delete-merged-branch,"Project management,Utilities",Security
osism/ansible-lint-action,"Code quality,Continuous integration",Continuous integration
browser-actions/setup-geckodriver,"Testing,Continuous integration",Continuous integration
joelanford/go-apidiff,"Code review,API management",Publishing
travisj/build-number-action,"Continuous integration,Utilities",Continuous integration
octokit/graphql-action,Utilities,Utilities
ergebnis/composer-normalize-action,"Code quality,Continuous integration",Dependency management
saadmk11/github-actions-version-updater,"Dependency management,Project management",Utilities
MirageNet/nunit-reporter,"Testing,Reporting",Testing
skx/github-action-publish-binaries,"Continuous integration,Deployment",Publishing
m19c/action-lerna,"Project management,Utilities",Code review
ashutoshvarma/action-cmake-build,"Testing,Continuous integration",Continuous integration
StephanThierry/ftp-delete-action,"Deployment,Utilities",Deployment
damccorm/tag-ur-it,"Project management,Open Source management",Continuous integration
Ilshidur/action-discord,"Chat,Desktop tools",Chat
redhat-actions/push-to-registry,"Deployment,Container CI",Container CI
RafikFarhad/clang-format-github-action,"Code review,Code quality",Code quality
cytopia/shell-command-retry-action,"Community,Continuous integration",Continuous integration
shivammathur/setup-php,"Continuous integration,Utilities",Continuous integration
voxmedia/github-action-slack-notify-build,Chat,Chat
edgarrc/action-7z,"Deployment,Utilities",Continuous integration
nearform/github-action-notify-release,"Continuous integration,Deployment",Utilities
Deep-Symmetry/github-version-action,"Continuous integration,Deployment",Continuous integration
mheap/github-action-required-labels,Code review,Utilities
vsoch/pull-request-action,"Publishing,Deployment",Utilities
miloserdow/capistrano-deploy,"Continuous integration,Deployment",Deployment
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration",Continuous integration
marocchino/sticky-pull-request-comment,"Code review,Continuous integration",Utilities
alex-page/github-project-automation-plus,Project management,Utilities
mhiew/redoc-lint-github-action,"Testing,Continuous integration",Code quality
elgohr/Github-Release-Action,"Publishing,Continuous integration",Publishing
crowdin/github-action,Localization,Continuous integration
thenabeel/action-phpcs,"Code review,Code quality",Code quality
kha7iq/pingme-action,"Reporting,Chat",Chat
korelstar/phplint-problem-matcher,"Reporting,Code review",Code review
JamesSingleton/is-organization-member,"Community,Utilities",Open Source management
nerdyscout/kicad-exports,"Publishing,Utilities",Utilities
actions/setup-elixir,Continuous integration,Continuous integration
marcodallasanta/ssh-scp-deploy,"Continuous integration,Deployment",Deployment
Azure/docker-login,"Continuous integration,Container CI",Container CI
gradle/wrapper-validation-action,Security,Utilities
mansona/npm-lockfile-version,"Testing,Continuous integration",Publishing
msimerson/node-lts-versions,"Testing,Continuous integration",Dependency management
ros-tooling/setup-ros,"Continuous integration,Utilities",Container CI
avinal/github-pages-deploy-action,"Publishing,Project management",Publishing
hadialqattan/relies-on,"Testing,Utilities",Utilities
extractions/setup-just,"Dependency management,Utilities",Continuous integration
hmarr/debug-action,"Testing,Utilities",Utilities
skx/github-action-tester,"Testing,Continuous integration",Publishing
xmake-io/github-action-setup-xmake,"IDEs,Utilities",Continuous integration
snow-actions/git-config-user,"Continuous integration,Utilities",Chat
saadmk11/changelog-ci,"Project management,Continuous integration",Publishing
hmarr/auto-approve-action,"Code review,Utilities",Utilities
canastro/copy-file-action,Project management,Deployment
excitedleigh/setup-nox,Continuous integration,Continuous integration
wip/action,"Code review,Project management",Continuous integration
dangoslen/changelog-enforcer,"Project management,Utilities",Continuous integration
juankaram/sentry-release,"Code quality,Deployment",Deployment
actions/upload-release-asset,"Publishing,Utilities",Publishing
knowsuchagency/poetry-install,"Dependency management,Utilities",Dependency management
ludeeus/action-shellcheck,"Code quality,Continuous integration",Code quality
frabert/replace-string-action,Utilities,Continuous integration
aevea/release-notary,"Publishing,Continuous integration",Chat
codfish/semantic-release-action,"Continuous integration,Deployment",Publishing
zyborg/dotnet-tests-report,"Testing,Reporting",Testing
mirromutth/mysql-action,"Continuous integration,Container CI",Continuous integration
trilom/file-changes-action,"Code review,Utilities",Code quality
mfinelli/setup-imagemagick,"Dependency management,Utilities",Continuous integration
jpmcb/prow-github-actions,"Project management,Continuous integration",Utilities
nanasess/setup-chromedriver,"Testing,Continuous integration",Continuous integration
zcong1993/setup-timezone,Utilities,Continuous integration
flowwer-dev/pull-request-stats,"Code review,Project management",Open Source management
pascalgn/npm-publish-action,"Publishing,Continuous integration",Publishing
EndBug/add-and-commit,"Project management,Utilities",Utilities
reitermarkus/automerge,"Code review,Project management",Utilities
robvanderleek/create-issue-branch,"Project management,Utilities",Project management
szymansd/auto-release-notes,"Project management,Utilities",Utilities
convictional/trigger-workflow-and-wait,"Code quality,Continuous integration",Continuous integration
garygrossgarten/github-action-scp,"Continuous integration,Utilities",Deployment
richardsimko/update-tag,"Publishing,Utilities",Utilities
KeisukeYamashita/create-comment,"Open Source management,Utilities",Open Source management
