project,actual,predicted
BSFishy/pip-action,Utilities,Continuous integration
actions/labeler,"Open Source management,Utilities",Utilities
shinhwagk/actions-crypto,"Security,Utilities",Utilities
mhausenblas/mkdocs-deploy-gh-pages,"Publishing,Deployment",Deployment
BetaHuhn/repo-file-sync-action,"Continuous integration,Utilities",Utilities
Klemensas/action-autotag,"Publishing,Deployment",Publishing
Logerfo/triage-action,"Project management,Utilities",Project management
linhbn123/rebase-pull-requests,"Open Source management,Utilities",Utilities
zkqiang/tencent-cos-action,"Deployment,Container CI",Utilities
baijunyao/action-slack-notify,"Chat,Continuous integration",Chat
actions-cool/check-user-permission,"Open Source management,Utilities",Utilities
jpmcb/prow-github-actions,"Project management,Continuous integration",Project management
vmactions/cf-tunnel,"Testing,Continuous integration",Testing
cardinalby/google-api-fetch-token-action,"Security,API management",Publishing
DanielTamkin/HasLabel,"Open Source management,Utilities",Utilities
RobertMrowiec/URLs-checker,"Project management,Code search",Utilities
ttionya/Repository-Sync-Hub,"Open Source management,Continuous integration",Continuous integration
domjtalbot/skip-commit,"Continuous integration,Utilities",Continuous integration
dawidd6/action-download-artifact,"Continuous integration,Deployment",Continuous integration
ThomasKliszowski/setup-kubectl,"Continuous integration,Deployment",Continuous integration
baptiste0928/cargo-install,"Continuous integration,Utilities",Dependency management
GuoJuna/sync-repo-action,"Deployment,Container CI",Open Source management
act10ns/slack,"Chat,Continuous integration",Chat
peter-evans/repository-dispatch,"Continuous integration,Utilities",Open Source management
actions-cool/pr-auto-label,"Dependency management,Open Source management",Utilities
juliangruber/read-file-action,Utilities,Utilities
treosh/lighthouse-ci-action,"Monitoring,Continuous integration",Continuous integration
actions-cool/ci-notice,"Dependency management,Utilities",Utilities
garygrossgarten/github-action-scp,"Continuous integration,Utilities",Deployment
nikeee/docfx-action,"Publishing,Deployment",Deployment
ad-m/report-link-action,"Monitoring,Code quality",Continuous integration
brpaz/hadolint-action,"Code quality,Container CI",Container CI
ShubhamTatvamasi/terraform-lint-action,"Code quality,Continuous integration",Continuous integration
petarpetrovt/setup-sde,"Testing,Utilities",Continuous integration
actions/first-interaction,Utilities,Continuous integration
MayMeow/action-mattermost-notify,"Chat,Container CI",Chat
leafo/gh-actions-luarocks,"Continuous integration,Utilities",Continuous integration
microsoft/setup-msbuild,"IDEs,Continuous integration",Continuous integration
zofrex/mirror-branch,"Community,Publishing",Utilities
korelstar/xmllint-problem-matcher,"Reporting,Code review",Code review
vitalyliber/dokku-github-action,Deployment,Deployment
undergroundwires/bump-everywhere,"Open Source management,Continuous integration",Utilities
estroz/rerun-actions,"Continuous integration,Utilities",Utilities
check-spelling/check-spelling,"Code review,Code quality",Code quality
MirageNet/unity-runner,"Continuous integration,Desktop tools",Community
up9cloud/action-rsync,"Publishing,Deployment",Deployment
JimCronqvist/action-ssh,"Continuous integration,Deployment",Deployment
joschi/setup-jdk,"Continuous integration,Utilities",Continuous integration
AEnterprise/rsync-deploy,Deployment,Deployment
fnkr/github-action-ghr,"Continuous integration,Deployment",Utilities
PostHog/check-package-version,"Publishing,Deployment",Publishing
MarceloPrado/has-changed-path,"Continuous integration,Utilities",Continuous integration
hadialqattan/relies-on,"Testing,Utilities",Utilities
adamkdean/simple-slack-notify,"Reporting,Chat",Chat
jwlawson/actions-setup-bazel,"Dependency management,Continuous integration",Continuous integration
reviewdog/action-golangci-lint,"Code review,Code quality",Code quality
actionshub/test-kitchen,"Testing,Continuous integration",Continuous integration
UnwrittenMedia/helm3-push-action,"Deployment,Container CI",Continuous integration
tianhaoz95/mirror-action,"Code review,Code quality",Utilities
messense/maturin-action,"Deployment,Utilities",Dependency management
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration",Utilities
andresz1/size-limit-action,"Reporting,Monitoring",Continuous integration
WtfJoke/setup-tectonic,"Publishing,Continuous integration",Continuous integration
r0adkll/sign-android-release,"Mobile CI,Publishing",Deployment
oke-py/npm-audit-action,"Dependency management,Security",Code quality
Renato66/auto-label,"Community,Utilities",Open Source management
gacts/github-slug,"Continuous integration,Utilities",Deployment
HighwayThree/jira-extract-issue-keys,"Continuous integration,Utilities",Utilities
Warchant/setup-mold,"Continuous integration,Utilities",Continuous integration
wbari/start-mongoDB,"Testing,Utilities",Testing
firebelley/godot-export,"Publishing,Utilities",Utilities
pCYSl5EDgo/create-unitypackage,"Continuous integration,Utilities",Utilities
jstastny/publish-gem-to-github,"Publishing,Deployment",Publishing
influxdata/influxdb-action,"Continuous integration,Utilities",Continuous integration
jerray/publish-docker-action,"Deployment,Container CI",Publishing
ihiroky/archive-action,"Continuous integration,Utilities",Deployment
chrnorm/deployment-status,"Continuous integration,Deployment",Deployment
leonsteinhaeuser/project-beta-automations,"Project management,API management",Utilities
rzr/fediverse-action,"Community,Chat",Continuous integration
ShiftLeftSecurity/scan-action,"Security,Open Source management",Code quality
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI",Continuous integration
lra/setup-kubeval,"Continuous integration,Utilities",Continuous integration
azure/webapps-deploy,"Continuous integration,Deployment",Deployment
pypa/gh-action-pypi-publish,"Publishing,Deployment",Continuous integration
mschilde/auto-label-merge-conflicts,"Project management,Utilities",Utilities
s3krit/Matrix-Message,"Reporting,Chat",Continuous integration
limitusus/json-syntax-check,"Testing,Code review",Code quality
thatisuday/go-cross-build,"Deployment,Utilities",Deployment
mnao305/chrome-extension-upload,"Publishing,Deployment",Publishing
actions-cool/pr-welcome,"Open Source management,Utilities",Utilities
