project,actual,predicted
actions-cool/ci-notice,"Dependency management,Utilities","Utilities,AI Assisted"
lukka/get-cmake,"Continuous integration,Utilities","Utilities,Continuous integration"
pozil/auto-assign-issue,"Support,Utilities","Project management,Utilities"
wbari/start-mongoDB,"Testing,Utilities","Continuous integration,Testing"
peaceiris/actions-mdbook,"Publishing,Deployment","Publishing,Deployment"
baijunyao/action-slack-notify,"Chat,Continuous integration","Chat,Reporting"
andresz1/size-limit-action,"Reporting,Monitoring","Code quality,Utilities"
ldeluigi/markdown-docs,"Continuous integration,Utilities","Open Source management,Continuous integration"
AkhileshNS/heroku-deploy,"Publishing,Deployment","Deployment,Utilities"
BSFishy/pip-action,Utilities,"Code quality,Code review"
NasAmin/trx-parser,"Testing,Continuous integration","Continuous integration,Utilities"
browser-actions/setup-firefox,"Testing,Continuous integration","Testing,Continuous integration"
pr-annotators/mypy-pr-annotator,"Code review,Code quality","Code quality,Continuous integration"
jurplel/install-qt-action,"Dependency management,Continuous integration","Utilities,Continuous integration"
knowsuchagency/poetry-install,"Dependency management,Utilities","Dependency management,Publishing"
mhiew/redoc-lint-github-action,"Testing,Continuous integration","Code quality,Continuous integration"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Publishing"
Legion2/swagger-ui-action,"API management,Utilities","Deployment,Publishing"
dschep/install-pipenv-action,"Dependency management,Continuous integration","Continuous integration,Code quality"
c2corg/browserslist-update-action,"Continuous integration,Utilities","Deployment,Continuous integration"
codepunkt/npm-lockfile-changes,"Dependency management,Continuous integration","Code review,Dependency management"
saulmaldonado/skip-workflow,"Continuous integration,Container CI","Continuous integration,Utilities"
toshimaru/auto-author-assign,"Project management,Open Source management","Project management,Utilities"
andrewiggins/download-base-artifact,"Continuous integration,Utilities","Continuous integration,Utilities"
thomaseizinger/create-pull-request,"Code review,Project management","Project management,Utilities"
BSFishy/meson-build,Continuous integration,"Continuous integration,Code quality"
LASER-Yi/workflow-status,"Dependency management,Monitoring","Deployment,Continuous integration"
AnandChowdhary/release-scheduler,"Dependency management,Continuous integration","Utilities,Publishing"
technote-space/release-github-actions,"Publishing,Utilities","Utilities,Publishing"
actions/setup-elixir,Continuous integration,"Continuous integration,Testing"
erclu/check-crlf,"Support,Utilities","Continuous integration,Utilities"
pullreminders/slack-action,"Chat,Continuous integration","Chat,Reporting"
lgeiger/black-action,"Code quality,Continuous integration","Code quality,Continuous integration"
julia-actions/julia-runtest,"Testing,Continuous integration","Continuous integration,Utilities"
mikepenz/gradle-dependency-submission,"Dependency management,Security","Continuous integration,Utilities"
alex-page/blazing-fast-gh-pages-deploy,"Publishing,Deployment","Deployment,Publishing"
oprypin/find-latest-tag,"Dependency management,Continuous integration","Utilities,Publishing"
jwlawson/actions-setup-cmake,"Dependency management,Continuous integration","Continuous integration,Utilities"
aws-actions/aws-cloudformation-github-deploy,"Publishing,Deployment","Continuous integration,Deployment"
GaboFDC/brakeman-linter-action,"Code review,Code quality","Code quality,Code review"
flood-io/is-published-on-npm,"Publishing,Utilities","Publishing,Deployment"
actions-cool/pr-welcome,"Open Source management,Utilities","Open Source management,Community"
jwalton/gh-find-current-pr,Utilities,"Project management,Utilities"
gitopia/gitopia-mirror-action,"Open Source management,Utilities","Community,Publishing"
stefanzweifel/git-auto-commit-action,Utilities,"Utilities,Code quality"
ibiqlik/action-yamllint,"Testing,Code quality","Code quality,Continuous integration"
fabriciobastian/download-release-asset-action,"Dependency management,Continuous integration","Publishing,Deployment"
tim-actions/commit-body-check,"Code review,Continuous integration","Code review,Utilities"
ad-m/report-link-action,"Monitoring,Code quality","Code quality,Utilities"
rodrigogiraoserrao/python-black-check,"Code quality,Utilities","Code quality,Continuous integration"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Deployment,Security"
codelytv/pr-size-labeler,"Code review,Utilities","Project management,Open Source management"
EndBug/version-check,"Publishing,Deployment","Utilities,Code review"
wei/curl,"Continuous integration,Utilities","Continuous integration,Deployment"
vedantmgoyal2009/winget-releaser,"Publishing,Deployment","Publishing,Deployment"
langroodi/doxygenize,"Publishing,Continuous integration","Dependency management,Code review"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Publishing,Utilities"
jpetrucciani/bandit-check,"Security,Continuous integration","Code quality,Continuous integration"
jarylc/github-app-token,"Security,Deployment","Continuous integration,Utilities"
fjogeleit/yaml-update-action,"Continuous integration,Utilities","Continuous integration,Container CI"
MayMeow/action-mattermost-notify,"Chat,Container CI","Chat,Reporting"
andreacomo/maven-gav-extractor,"Continuous integration,Utilities","Utilities,Continuous integration"
rokroskar/workflow-run-cleanup-action,"Testing,Continuous integration","Publishing,Continuous integration"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Container CI"
dev-drprasad/delete-tag-and-release,"Publishing,Utilities","Utilities,Publishing"
VeryGoodOpenSource/very_good_coverage,"Testing,Code quality","Code quality,Testing"
codacy/codacy-coverage-reporter-action,"Reporting,Code quality","Code quality,Testing"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Utilities,Dependency management"
manyuanrong/setup-ossutil,"Continuous integration,Deployment","Continuous integration,Container CI"
msimerson/node-lts-versions,"Testing,Continuous integration","Utilities,Testing"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Deployment"
sinshutu/upload-to-discord,"Publishing,Utilities","Chat,Reporting"
dschep/install-poetry-action,"Dependency management,Continuous integration","Dependency management,Publishing"
musichin/ktlint-check,"Code review,Code quality","Code quality,Publishing"
ibakshay/greet-contributors-action,"Open Source management,Utilities","Open Source management,Project management"
BetaHuhn/repo-file-sync-action,"Continuous integration,Utilities","Utilities,Deployment"
lovasoa/setup-emscripten,"Testing,Continuous integration","Continuous integration,Deployment"
rzr/fediverse-action,"Community,Chat","Utilities,Deployment"
jcs090218/setup-emacs,"Testing,Deployment","Continuous integration,Testing"
lucacome/docker-image-update-checker,"Dependency management,Utilities","Container CI,Continuous integration"
Ilshidur/action-slack,"Chat,Continuous integration","Chat,Reporting"
sudo-bot/action-scrutinizer,"Reporting,Utilities","Utilities,Continuous integration"
cycjimmy/semantic-release-action,"Publishing,Utilities","Deployment,Continuous integration"
kentaro-m/auto-assign-action,"Code review,Open Source management","Project management,Code review"
CyberAndrii/setup-steamcmd,"Community,Utilities","Continuous integration,Deployment"
wangchucheng/git-repo-sync,"Open Source management,Continuous integration","Continuous integration,Utilities"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Utilities,Continuous integration"
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration","Code quality,Code review"
actionshub/yamllint,"Code quality,Continuous integration","Continuous integration,Code quality"
skeet70/default-project-board-action,"Community,Project management","Utilities,Open Source management"
akosbalasko/coffee-readme,"Support,Utilities","Dependency management,Security"
