project,actual,predicted
zymap/bot,Utilities,"Utilities,Publishing"
joerick/pr-labels-action,"Continuous integration,Utilities","Open Source management,Project management"
fregante/setup-git-user,"Publishing,Deployment","Utilities,Continuous integration"
MarceloPrado/has-changed-path,"Continuous integration,Utilities","Continuous integration,Deployment"
benc-uk/workflow-dispatch,"Continuous integration,Deployment","Utilities,Continuous integration"
geritol/match-tag-to-package-version,"Publishing,Utilities","Publishing,Continuous integration"
ZedThree/clang-tidy-review,"Code review,Code quality","Code review,Dependency management"
Reedyuk/NPM-Version,"Publishing,Continuous integration","Utilities,Continuous integration"
mikepenz/gradle-dependency-submission,"Dependency management,Security","Continuous integration,Utilities"
robvanderleek/create-issue-branch,"Project management,Utilities","Project management,Open Source management"
gradle/gradle-build-action,"Continuous integration,Utilities","Continuous integration,Utilities"
sigstore/cosign-installer,"Security,Container CI","Container CI,Continuous integration"
ncipollo/release-action,"Project management,Continuous integration","Publishing,Deployment"
Pendect/action-rsyncer,"Continuous integration,Deployment","Deployment,Publishing"
8398a7/action-slack,"Chat,Continuous integration","Chat,Reporting"
gradle-update/update-gradle-wrapper-action,"Dependency management,Utilities","Utilities,Continuous integration"
at-wat/setup-gh-pr-comment,"Continuous integration,Utilities","Open Source management,Project management"
vmactions/dragonflybsd-vm,"Testing,Continuous integration","Continuous integration,Testing"
wearerequired/lint-action,"Testing,Code quality","Code quality,Testing"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Testing"
jaroldwong/ecr-push-and-ecs-deploy,Deployment,"Deployment,Continuous integration"
garygrossgarten/github-action-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
hadolint/hadolint-action,"Code quality,Container CI","Utilities,Code quality"
reviewdog/action-golangci-lint,"Code review,Code quality","Code quality,Continuous integration"
10up/action-wordpress-plugin-deploy,"Publishing,Deployment","Publishing,Deployment"
benjlevesque/short-sha,"Continuous integration,Utilities","Utilities,Chat"
hpi-swa/setup-smalltalkCI,"Continuous integration,Deployment","Continuous integration,Utilities"
Resnovas/label-mastermind,"Project management,Utilities","Continuous integration,Utilities"
deep5050/cppcheck-action,"Code review,Code quality","Publishing,Deployment"
treosh/lighthouse-ci-action,"Monitoring,Continuous integration","Monitoring,Continuous integration"
mtanzi/action-automerge,"Continuous integration,Deployment","Continuous integration,Utilities"
Attest/annotations-action,"Code quality,Continuous integration","Deployment,Continuous integration"
thehanimo/pr-title-checker,"Open Source management,Utilities","Code review,Code quality"
ammaraskar/sphinx-action,"Code quality,Continuous integration","Deployment,Publishing"
domjtalbot/skip-commit,"Continuous integration,Utilities","Continuous integration,Container CI"
jpetrucciani/black-check,"Code quality,Continuous integration","Code quality,Continuous integration"
SeokminHong/pages-action,"Publishing,Deployment","Publishing,Deployment"
vmactions/netbsd-vm,"Testing,Continuous integration","Continuous integration,Testing"
digitalocean/action-doctl,"Deployment,Container CI","Continuous integration,Container CI"
DigiPie/mongo-action,"Testing,Continuous integration","Dependency management,Utilities"
zcong1993/setup-timezone,Utilities,"Continuous integration,Dependency management"
crazy-max/ghaction-chocolatey,"Deployment,Utilities","Publishing,Container CI"
vedantmgoyal2009/winget-releaser,"Publishing,Deployment","Publishing,Deployment"
jazibjafri/issue-volunteer,"Community,Utilities","Utilities,Open Source management"
BSFishy/meson-build,Continuous integration,"Continuous integration,Utilities"
osism/ansible-lint-action,"Code quality,Continuous integration","Code quality,Continuous integration"
MayMeow/action-mattermost-notify,"Chat,Container CI","Chat,Code review"
zyborg/dotnet-tests-report,"Testing,Reporting","Continuous integration,Testing"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting"
ammaraskar/sphinx-problem-matcher,"Code quality,Publishing","Reporting,Code review"
canonical/has-signed-canonical-cla,"Community,Utilities","Code review,Utilities"
Deep-Symmetry/github-version-action,"Continuous integration,Deployment","Container CI,Code quality"
gymshark/slack-notifier-action,"Monitoring,Utilities","Chat,Code review"
gacts/purge-jsdelivr-cache,"Publishing,Deployment","Continuous integration,Utilities"
Yikun/hub-mirror-action,"Open Source management,Utilities","Publishing,Deployment"
qcastel/github-actions-maven-release,Continuous integration,"Deployment,Continuous integration"
ethomson/issue-dashboard,"Project management,Open Source management","Project management,Open Source management"
art049/mongodb-cluster-action,"Testing,Continuous integration","Continuous integration,Deployment"
gagoar/invoke-aws-lambda,"Continuous integration,Utilities","Utilities,Deployment"
fudan-mse/latex-action,"Testing,Continuous integration","Continuous integration,Publishing"
Justintime50/homebrew-releaser,"Dependency management,Publishing","Publishing,Open Source management"
brandedoutcast/publish-nuget,"Publishing,Deployment","Continuous integration,Utilities"
andrewmcodes/standardrb-action,"Code review,Code quality","Code quality,Code review"
Roang-zero1/github-upload-release-artifacts-action,"Publishing,Continuous integration","Publishing,Deployment"
actions/create-release,"Publishing,Utilities","Publishing,Deployment"
aws-actions/amazon-ecr-login,"Continuous integration,Deployment","Deployment,Container CI"
actions/setup-node,Utilities,"Deployment,Testing"
shogo82148/actions-goveralls,"Testing,Code quality","Testing,Dependency management"
innovationnorway/setup-vault,"Security,Deployment","Continuous integration,Security"
mikefarah/yq,"Deployment,Utilities","Continuous integration,Utilities"
dieghernan/cff-validator,"Testing,Publishing","Code quality,Community"
pascalgn/npm-publish-action,"Publishing,Continuous integration","Publishing,Deployment"
Bullrich/generate-release-changelog,"Publishing,Utilities","Publishing,Deployment"
docker/build-push-action,"Continuous integration,Container CI","Container CI,Code Scanning Ready"
Niraj-Kamdar/manylinux-wheel-builder,"Publishing,Deployment","Publishing,Continuous integration"
snok/latest-python-versions,"Continuous integration,Deployment","Continuous integration,Dependency management"
githubocto/repo-visualizer,"Project management,Learning","Utilities,Continuous integration"
frankdejonge/use-github-token,"Continuous integration,Deployment","Publishing,Deployment"
technote-space/create-pr-action,"Project management,Utilities","Dependency management,Utilities"
arma-actions/bom-check,"Code quality,Utilities","Code quality,Continuous integration"
cicirello/jacoco-badge-generator,"Testing,Utilities","Utilities,Testing"
peter-evans/commit-comment,"Project management,Open Source management","Utilities,Open Source management"
sarisia/actions-status-discord,"Reporting,Chat","Chat,Reporting"
cirrus-actions/rebase,"Code review,Utilities","Utilities,Open Source management"
actions/setup-dotnet,Utilities,"Continuous integration,Code quality"
mshick/add-pr-comment,"Code review,Utilities","Open Source management,Code review"
fregante/release-with-changelog,"Publishing,Utilities","Publishing,Continuous integration"
avinal/github-pages-deploy-action,"Publishing,Project management","Deployment,Publishing"
actions-cool/ci-notice,"Dependency management,Utilities","Utilities,AI Assisted"
Ilshidur/action-discord,"Chat,Desktop tools","Chat,Utilities"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities"
warrenbuckley/Setup-MSBuild,"Continuous integration,Utilities","IDEs,Continuous integration"
nrwl/nx-set-shas,"Continuous integration,Utilities","Utilities,Continuous integration"
GuoJuna/sync-repo-action,"Deployment,Container CI","Chat,Open Source management"
hyperledger-tooling/github-contributors-action,"Community,Open Source management","Code quality,Code review"
Numericas/matrix-action,"Reporting,Project management","Chat,Deployment"
sudo-bot/action-scrutinizer,"Reporting,Utilities","Code quality,Continuous integration"
rinx/setup-k3d,"Continuous integration,Container CI","Continuous integration,Container CI"
agentd00nut/jekyll-build-optional-deploy-gh-pages,"Publishing,Deployment","Continuous integration,Deployment"
shogo82148/actions-upload-release-asset,Publishing,"Publishing,Utilities"
abhinavsingh/setup-bazel,"Testing,Continuous integration","Continuous integration,Dependency management"
mansona/npm-lockfile-version,"Testing,Continuous integration","Utilities,Continuous integration"
matt-ball/newman-action,"Testing,API management","Continuous integration,Deployment"
chabad360/htmlproofer,"Testing,Continuous integration","Deployment,Publishing"
conda-incubator/setup-miniconda,"Dependency management,Utilities","Dependency management,Utilities"
at-wat/bloom-release-action,Deployment,"Publishing,Continuous integration"
negz/create-tag,"Publishing,Continuous integration","Deployment,Publishing"
jwalton/gh-find-current-pr,Utilities,"Utilities,Deployment"
jetli/wasm-bindgen-action,"Continuous integration,Deployment","Continuous integration,Deployment"
hkusu/status-create-action,"Continuous integration,Utilities","Utilities,Deployment"
skx/github-action-publish-binaries,"Continuous integration,Deployment","Deployment,Publishing"
patrickjahns/version-drafter-action,"Open Source management,Utilities","Utilities,Publishing"
skaut/wordpress-version-checker,"Dependency management,Utilities","Utilities,Code quality"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
varunsridharan/action-repository-meta,"Community,Utilities","Continuous integration,Utilities"
AButler/upload-release-assets,Publishing,"Deployment,Continuous integration"
garygrossgarten/github-action-scp,"Continuous integration,Utilities","Deployment,Continuous integration"
hashicorp/setup-terraform,"Deployment,Utilities","Utilities,Code quality"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Project management,Utilities"
actions-cool/emoji-helper,"Open Source management,Utilities","Utilities,AI Assisted"
gacts/github-slug,"Continuous integration,Utilities","Chat,Code quality"
codecov/codecov-action,"Code review,Code quality","Testing,Code quality"
n1hility/cancel-previous-runs,Continuous integration,"Utilities,Continuous integration"
michaeljolley/aggregit,"Reporting,Monitoring","Publishing,Deployment"
gr2m/create-or-update-pull-request-action,Utilities,"Utilities,Open Source management"
cypress-io/github-action,"Testing,Continuous integration","Container CI,Testing"
valadas/set-dnn-manifest-versions,Utilities,"Utilities,Publishing"
Logerfo/triage-action,"Project management,Utilities","Project management,Utilities"
hkusu/s3-upload-action,"Mobile CI,Continuous integration","Deployment,Continuous integration"
carlosperate/download-file-action,"Dependency management,Utilities","Dependency management,Deployment"
antifree/json-to-variables,"Deployment,Utilities","Utilities,Testing"
ishworkh/docker-image-artifact-upload,"Continuous integration,Utilities","Continuous integration,Utilities"
gleich/gh_fsync,"Project management,Utilities","Continuous integration,Deployment"
dessant/repo-lockdown,"Project management,Open Source management","Project management,Open Source management"
peter-evans/link-checker,"Project management,Utilities","Utilities,Code quality"
adapttive/algolia-docsearch-action,"Publishing,Continuous integration","Utilities,Publishing"
newrelic/repolinter-action,"Open Source management,Continuous integration","Utilities,Code quality"
edgarrc/action-7z,"Deployment,Utilities","Continuous integration,Utilities"
ShiftLeftSecurity/scan-action,"Security,Open Source management","Time tracking,Publishing"
stefanbuck/github-issue-parser,"Open Source management,Utilities","Project management,Reporting"
deadsnakes/action,"Testing,Continuous integration","Continuous integration,Dependency management"
influxdata/influxdb-action,"Continuous integration,Utilities","Code quality,Utilities"
mateothegreat/action-release,"Deployment,Utilities","Publishing,Utilities"
musichin/ktlint-check,"Code review,Code quality","Code quality,Publishing"
danielTobon43/PCL-Build-Action,"Continuous integration,Container CI","Continuous integration,Code quality"
AlexxNB/chalogen,"Code quality,Open Source management","Utilities,Publishing"
innocarpe/actions-slack,"Chat,Continuous integration","Chat,Reporting"
xt0rted/slash-command-action,"Chat,Continuous integration","Code quality,Open Source management"
calibreapp/image-actions,Utilities,"Continuous integration,Utilities"
korelstar/xmllint-problem-matcher,"Reporting,Code review","Code review,Reporting"
keithalpichi/slack-action,"Reporting,Chat","Chat,Reporting"
ItsKarma/aws-cli,"Deployment,Utilities","Deployment,API management"
andstor/file-existence-action,"Testing,Utilities","Utilities,Deployment"
technote-space/package-version-check-action,"Support,Utilities","Publishing,Utilities"
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities","Utilities,Continuous integration"
google-github-actions/get-gke-credentials,"Security,Deployment","Continuous integration,Container CI"
actions/setup-go,Utilities,"Dependency management,Continuous integration"
codfish/semantic-release-action,"Continuous integration,Deployment","Publishing,Utilities"
SublimeText/syntax-test-action,"Testing,Continuous integration","Continuous integration,Utilities"
grassedge/git-pr-release-action,"Project management,Deployment","Publishing,Deployment"
ciiiii/toml-editor,"Deployment,Utilities","Deployment,Utilities"
