project,actual,predicted
nanasess/composer-installer-action,"Dependency management,Continuous integration","Dependency management,Continuous integration"
docker-practice/actions-setup-docker,Container CI,"Continuous integration,Utilities"
vitalyliber/dokku-github-action,Deployment,"Deployment,Continuous integration"
NSCoder/rust-musl-action,"Code quality,Continuous integration","Continuous integration,Deployment"
dessant/lock-threads,"Project management,Open Source management","Project management,Utilities"
rtCamp/action-slack-notify,"Reporting,Chat","Chat,Reporting"
thenabeel/action-phpcs,"Code review,Code quality","Code quality,Code review"
imranismail/setup-kustomize,"Deployment,Container CI","Deployment,Utilities"
actions/go-dependency-submission,"Dependency management,Security","Dependency management,Security"
Justintime50/homebrew-releaser,"Dependency management,Publishing","Publishing,Continuous integration"
textbook/git-checkout-submodule-action,Continuous integration,"Utilities,Continuous integration"
newrelic/repolinter-action,"Open Source management,Continuous integration","Utilities,Code quality"
remorses/pypi,"Publishing,Deployment","Deployment,Publishing"
arma-actions/workshop-upload,"Publishing,Utilities","Publishing,Deployment"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Utilities"
shogo82148/actions-setup-redis,"Testing,Utilities","Testing,Continuous integration"
jazibjafri/issue-volunteer,"Community,Utilities","Utilities,Open Source management"
dblock/create-a-github-issue,"Project management,Open Source management","Utilities,Project management"
korelstar/xmllint-problem-matcher,"Reporting,Code review","Code review,Reporting"
YosysHQ/setup-oss-cad-suite,"Continuous integration,Container CI","Continuous integration,Publishing"
plettich/action-codespell,"Code review,Code quality","Code quality,Code review"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Utilities,Continuous integration"
fjeremic/cron-first-interaction,"Open Source management,Utilities","Utilities,Open Source management"
johanholmerin/mutation-report-action,"Testing,Continuous integration","Testing,Reporting"
jetli/wasm-bindgen-action,"Continuous integration,Deployment","Continuous integration,Deployment"
GetStream/verify-semantic-changelog-update,"Code review,Continuous integration","Utilities,Open Source management"
roots/issue-closer-action,"Community,Open Source management","Community,Open Source management"
Sibz/github-status-action,"Continuous integration,Utilities","Utilities,Continuous integration"
getong/mariadb-action,"Continuous integration,Container CI","Container CI,Continuous integration"
sibiraj-s/action-archiver,"Deployment,Utilities","Deployment,Utilities"
ethomson/issue-dashboard,"Project management,Open Source management","Utilities,Project management"
eunchurn/action-publish,"Publishing,Continuous integration","Utilities,Deployment"
EndBug/add-and-commit,"Project management,Utilities","Code quality,Utilities"
srt32/git-actions,"Continuous integration,Utilities","Continuous integration,Code quality"
gacts/github-slug,"Continuous integration,Utilities","Utilities,Continuous integration"
MrLuje/vs-marketplace-publisher,"Publishing,Deployment","Continuous integration,Utilities"
patrickedqvist/wait-for-vercel-preview,"Continuous integration,Utilities","Deployment,Continuous integration"
zyborg/gh-action-buildnum,"Continuous integration,Utilities","Utilities,Continuous integration"
actionshub/test-kitchen,"Testing,Continuous integration","Continuous integration,Code quality"
Khan/pull-request-comment-trigger,"Code review,Deployment","Utilities,Code review"
jsdaniell/create-json,"Continuous integration,Utilities","Utilities,Deployment"
montudor/action-zip,"Deployment,Utilities","Utilities,Publishing"
ammaraskar/msvc-problem-matcher,"Reporting,Code quality","Continuous integration,Reporting"
actions-cool/emoji-helper,"Open Source management,Utilities","Utilities,AI Assisted"
MeilCli/danger-action,"Code review,Code quality","Testing,Continuous integration"
aws-actions/amazon-ecs-render-task-definition,"Continuous integration,Deployment","Deployment,Continuous integration"
ecampidoglio/auto-release-draft,"Publishing,Deployment","Security,Code Scanning Ready"
zymap/bot,Utilities,"Utilities,Code review"
aws-actions/aws-cloudformation-github-deploy,"Publishing,Deployment","Deployment,Continuous integration"
appleboy/gh-pages-action,"Publishing,Deployment","Publishing,Deployment"
Harmon758/postgresql-action,"Continuous integration,Container CI","Continuous integration,Utilities"
micnncim/action-label-syncer,"Open Source management,Utilities","Utilities,Open Source management"
Secbyte/dotnet-sonarscanner,"Code quality,Continuous integration","Continuous integration,Deployment"
percy/exec-action,"Testing,Continuous integration","Continuous integration,Code quality"
thomaseizinger/create-pull-request,"Code review,Project management","Utilities,Project management"
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities","Deployment,Utilities"
actions/download-artifact,Utilities,"Utilities,Continuous integration"
geritol/match-tag-to-package-version,"Publishing,Utilities","Publishing,Utilities"
tim-actions/get-pr-commits,"Code review,Utilities","Code review,Continuous integration"
AEnterprise/rsync-deploy,Deployment,"Deployment,Publishing"
s3krit/Matrix-Message,"Reporting,Chat","Utilities,Chat"
paulfantom/periodic-labeler,"Project management,Open Source management","Project management,Utilities"
wizhi/setup-buf,"Code quality,Continuous integration","Continuous integration,Code quality"
firebelley/godot-export,"Publishing,Utilities","Publishing,Continuous integration"
Khan/pull-request-workflow-cancel,"Code review,Continuous integration","Utilities,Continuous integration"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Chat,Reporting"
luchihoratiu/debug-via-ssh,"Continuous integration,Utilities","Deployment,Continuous integration"
anton-yurchenko/git-release,"Publishing,Continuous integration","Publishing,Utilities"
erzz/dockle-action,"Security,Code quality","Code quality,Testing"
ravsamhq/notify-slack-action,"Reporting,Chat","Chat,Reporting"
andresz1/size-limit-action,"Reporting,Monitoring","Utilities,Code review"
kzrnm/get-net-sdk-project-versions-action,"Publishing,Utilities","Utilities,Open Source management"
kentaro-m/auto-assign-action,"Code review,Open Source management","Project management,Utilities"
cclauss/GitHub-Action-for-pylint,"Code review,Code quality","Code quality,Code review"
r7kamura/redocly-problem-matchers,"Code review,Continuous integration","Code quality,Continuous integration"
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management","Publishing,Deployment"
gautamkrishnar/blog-post-workflow,"Publishing,Utilities","Utilities,Publishing"
superchargejs/redis-github-action,"Testing,Continuous integration","Deployment,Publishing"
JamesIves/github-pages-deploy-action,"Publishing,Deployment","Deployment,Publishing"
mnao305/chrome-extension-upload,"Publishing,Deployment","Publishing,Deployment"
GabrielAcostaEngler/signtool-code-sign,"Deployment,Utilities","Deployment,Security"
peaceiris/actions-hugo,"Publishing,Deployment","Deployment,Publishing"
reviewdog/action-misspell,"Code review,Code quality","Code quality,Code review"
s4u/setup-maven-action,"Continuous integration,Utilities","Continuous integration,Utilities"
musichin/ktlint-check,"Code review,Code quality","Code quality,Deployment"
ravinderjangra/android-ndk-toolchain-setup,"Mobile,Utilities","Utilities,Continuous integration"
actions/setup-elixir,Continuous integration,"Continuous integration,Testing"
xt0rted/slash-command-action,"Chat,Continuous integration","Code quality,Open Source management"
vmactions/dragonflybsd-vm,"Testing,Continuous integration","Continuous integration,Testing"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
volta-cli/action,Utilities,"Testing,Code quality"
yuichielectric/dive-action,"Continuous integration,Container CI","Continuous integration,Deployment"
Reedyuk/NPM-Version,"Publishing,Continuous integration","Continuous integration,Utilities"
jitterbit/await-check-suites,"Continuous integration,Utilities","Dependency management,Testing"
ncipollo/release-action,"Project management,Continuous integration","Publishing,Deployment"
codespell-project/codespell-problem-matcher,"Code review,Continuous integration","Code review,Reporting"
GabrielBB/xvfb-action,"Testing,Desktop tools","Continuous integration,Testing"
joncloud/makensis-action,"Deployment,Desktop tools","Continuous integration,Container CI"
nolar/setup-k3d-k3s,"Continuous integration,Container CI","Continuous integration,Container CI"
thomaseizinger/set-crate-version,"Publishing,Utilities","Continuous integration,Utilities"
abhinavsingh/setup-bazel,"Testing,Continuous integration","Continuous integration,Testing"
TrueBrain/actions-flake8,"Code review,Code quality","Code quality,Continuous integration"
ishworkh/docker-image-artifact-upload,"Continuous integration,Utilities","Continuous integration,Utilities"
AthleticNet/comment-test-coverage,"Testing,Code quality","Code quality,Testing"
GuillaumeFalourd/diff-action,"Testing,Utilities","Code quality,Reporting"
derekprior/add-autoresponse,"Project management,Open Source management","Project management,Utilities"
vmactions/openbsd-vm,"Testing,Continuous integration","Continuous integration,Testing"
pxgamer/composer-action,Dependency management,"Dependency management,Continuous integration"
messense/maturin-action,"Deployment,Utilities","Continuous integration,Container CI"
brunoborges/justextract,"Deployment,Utilities","Deployment,Utilities"
github-actions-x/commit,"Continuous integration,Utilities","Deployment,Utilities"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
everlytic/branch-merge,"Continuous integration,Utilities","Deployment,Publishing"
primer/figma-action,"Utilities,Desktop tools","Code review,Dependency management"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Publishing,Deployment"
avsm/setup-ocaml,"Continuous integration,Utilities","Continuous integration,Testing"
pascalgn/automerge-action,"Code review,Continuous integration","Project management,Utilities"
sajari/setup-cue,"Dependency management,Continuous integration","Continuous integration,Deployment"
darenm/Setup-VSTest,"Testing,Utilities","Utilities,Continuous integration"
dropseed/changerelease,"Publishing,Project management","Continuous integration,Publishing"
morphy2k/revive-action,"Code quality,Utilities","Code quality,Code review"
franzbischoff/replace_envs,"Deployment,Utilities","Utilities,Publishing"
actions-rs/toolchain,"Dependency management,Open Source management","Deployment,Dependency management"
actions/setup-python,Utilities,"Dependency management,Continuous integration"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Publishing,Utilities"
skx/github-action-publish-binaries,"Continuous integration,Deployment","Publishing,Deployment"
theleagueof/fontship,"Publishing,Continuous integration","Continuous integration,Publishing"
terraform-linters/setup-tflint,"Code quality,Utilities","Continuous integration,Code quality"
jandelgado/gcov2lcov-action,"Testing,Code quality","Code quality,Testing"
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration","Code quality,Code review"
ad-m/github-push-action,"Deployment,Utilities","Continuous integration,Code quality"
BSFishy/meson-build,Continuous integration,"Continuous integration,Utilities"
aws-actions/aws-codebuild-run-project,"Continuous integration,Container CI","Deployment,Continuous integration"
githubocto/repo-visualizer,"Project management,Learning","Utilities,Continuous integration"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Deployment,Utilities"
10up/action-wordpress-plugin-asset-update,"Publishing,Deployment","Publishing,Deployment"
fnkr/github-action-ghr,"Continuous integration,Deployment","Publishing,Deployment"
leafo/gh-actions-luarocks,"Continuous integration,Utilities","Utilities,Continuous integration"
SonarSource/sonarcloud-github-action,"Security,Code quality","Continuous integration,Publishing"
treosh/lighthouse-ci-action,"Monitoring,Continuous integration","Monitoring,Continuous integration"
AnandChowdhary/release-scheduler,"Dependency management,Continuous integration","Utilities,Publishing"
danielealbano/lcov-action,"Code review,Code quality","Code quality,Testing"
aochmann/actions-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities"
wemake-services/dotenv-linter,"Code review,Code quality","Code review,Code quality"
vedantmgoyal2009/winget-releaser,"Publishing,Deployment","Publishing,Continuous integration"
actions/first-interaction,Utilities,"Utilities,Open Source management"
baptiste0928/cargo-install,"Continuous integration,Utilities","Continuous integration,Deployment"
wasmerio/wapm-publish,"Dependency management,Deployment","Publishing,Deployment"
potiuk/cancel-workflow-runs,"Continuous integration,Utilities","Continuous integration,Testing"
dessant/support-requests,"Support,Project management","Project management,Utilities"
golangci/golangci-lint-action,"Code quality,Continuous integration","Code quality,Code review"
xresloader/upload-to-github-release,"Continuous integration,Deployment","Publishing,Utilities"
nuuday/github-changelog-action,"Publishing,Continuous integration","Deployment,Publishing"
joelwmale/webhook-action,"Monitoring,API management","Chat,Reporting"
crazy-max/ghaction-container-scan,"Container CI,Code Scanning Ready","Container CI,Continuous integration"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Continuous integration,Deployment"
icepuma/rust-action,"Continuous integration,Container CI","Continuous integration,Deployment"
eskatos/gradle-command-action,"Continuous integration,Utilities","Continuous integration,Utilities"
WebFreak001/deploy-nightly,"Publishing,Deployment","Utilities,Publishing"
snyk/release-notes-preview,"Code review,Utilities","Utilities,Publishing"
jfrog/setup-jfrog-cli,"Dependency management,Continuous integration","Utilities,Deployment"
