project,actual,predicted
petarpetrovt/setup-sde,"Testing,Utilities","Continuous integration,Testing"
filipstefansson/uuid-action,"Deployment,Utilities","Continuous integration,Utilities"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Security"
varunsridharan/action-wp-org-deploy,"Continuous integration,Deployment","Publishing,Deployment"
saulmaldonado/skip-workflow,"Continuous integration,Container CI","Continuous integration,Testing"
volta-cli/action,Utilities,"Continuous integration,Dependency management"
srvaroa/labeler,"Code review,Project management","Project management,Code review"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
seanmiddleditch/gha-setup-ninja,"Continuous integration,Utilities","Continuous integration,Utilities"
azure/setup-helm,"Continuous integration,Container CI","Continuous integration,Community"
docker-practice/actions-setup-docker,Container CI,"Continuous integration,Container CI"
dropseed/changerelease,"Publishing,Project management","Publishing,Continuous integration"
pre-commit/action,"Testing,Code quality","Code quality,Code review"
xmake-io/github-action-setup-xmake,"IDEs,Utilities","Continuous integration,Dependency management"
langroodi/doxygenize,"Publishing,Continuous integration","Deployment,Publishing"
osism/ansible-lint-action,"Code quality,Continuous integration","Continuous integration,Security"
actions/upload-release-asset,"Publishing,Utilities","Publishing,Deployment"
magefile/mage-action,"Continuous integration,Utilities","Code quality,Open Source management"
step-security/harden-runner,"Security,Monitoring","Security,Monitoring"
r0adkll/sign-android-release,"Mobile CI,Publishing","Deployment,Mobile CI"
mindsers/changelog-reader-action,"Publishing,Open Source management","Publishing,Continuous integration"
vmactions/netbsd-vm,"Testing,Continuous integration","Continuous integration,Testing"
lra/setup-kubeval,"Continuous integration,Utilities","Continuous integration,Dependency management"
skx/github-action-tester,"Testing,Continuous integration","Continuous integration,Code quality"
dawidd6/action-get-tag,"Publishing,Utilities","Publishing,Continuous integration"
aaronbarnaby/create-release-action,"Continuous integration,Utilities","Publishing,Deployment"
fkirc/skip-duplicate-actions,"Testing,Continuous integration","Continuous integration,Utilities"
Xotabu4/send-to-allure-server-action,"Testing,Reporting","Reporting,Code quality"
jaroldwong/ecr-push-and-ecs-deploy,Deployment,"Deployment,Container CI"
hecrj/setup-rust-action,Continuous integration,"Continuous integration,Dependency management"
gitopia/gitopia-mirror-action,"Open Source management,Utilities","Code review,Code quality"
Atrox/codecov-action,"Testing,Code quality","Code quality,Code review"
derekprior/add-autoresponse,"Project management,Open Source management","Utilities,Open Source management"
Akryum/release-tag,"Publishing,Continuous integration","Publishing,Utilities"
banyan/auto-label,"Code review,Code search","Open Source management,Utilities"
frabert/replace-string-action,Utilities,"Deployment,Continuous integration"
Geertvdc/setup-hub,"Continuous integration,Utilities","Continuous integration,Deployment"
zkqiang/tencent-cos-action,"Deployment,Container CI","Utilities,Open Source management"
skx/github-action-build,"Continuous integration,Deployment","Deployment,Publishing"
RalfG/python-wheels-manylinux-build,"Publishing,Deployment","Deployment,Continuous integration"
lukka/set-shell-env,Utilities,"Continuous integration,Testing"
s4u/setup-maven-action,"Continuous integration,Utilities","Continuous integration,Utilities"
nick-zh/composer,"Dependency management,Continuous integration","Continuous integration,Dependency management"
Logerfo/triage-action,"Project management,Utilities","Project management,Open Source management"
actionshub/markdownlint,"Code quality,Continuous integration","Code quality,Testing"
jsmrcaga/action-netlify-deploy,Deployment,"Deployment,Publishing"
mathieudutour/github-tag-action,"Publishing,Utilities","Publishing,Utilities"
humbletim/setup-vulkan-sdk,"Dependency management,Utilities","Utilities,Continuous integration"
OSDKDev/lock-issues,"Open Source management,Utilities","Project management,Utilities"
JS-DevTools/npm-publish,"Publishing,Deployment","Publishing,Deployment"
engineerd/setup-kind,"Continuous integration,Container CI","Continuous integration,Container CI"
papeloto/action-zip,"Publishing,Utilities","Deployment,Utilities"
nikeee/docfx-action,"Publishing,Deployment","Publishing,Deployment"
cycjimmy/semantic-release-action,"Publishing,Utilities","Deployment,Continuous integration"
eskatos/gradle-command-action,"Continuous integration,Utilities","Security,Dependency management"
MrLuje/vs-marketplace-publisher,"Publishing,Deployment","Continuous integration,Publishing"
paambaati/codeclimate-action,"Code review,Code quality","Testing,Code quality"
gabrielfalcao/pyenv-action,"Dependency management,Continuous integration","Continuous integration,Testing"
Gottox/irc-message-action,"Chat,Continuous integration","Chat,Reporting"
danielchabr/pr-labels-checker,"Continuous integration,Utilities","Project management,Open Source management"
mamba-org/provision-with-micromamba,"Dependency management,Continuous integration","Dependency management,Utilities"
paulfantom/periodic-labeler,"Project management,Open Source management","Project management,Utilities"
zcong1993/setup-timezone,Utilities,"Continuous integration,Testing"
MeilCli/danger-action,"Code review,Code quality","Continuous integration,Testing"
salsify/action-detect-and-tag-new-version,"Open Source management,Continuous integration","Publishing,Continuous integration"
negz/create-tag,"Publishing,Continuous integration","Continuous integration,Utilities"
yuichielectric/dive-action,"Continuous integration,Container CI","Continuous integration,Testing"
gagoar/invoke-aws-lambda,"Continuous integration,Utilities","Deployment,Utilities"
wasmerio/setup-wasmer,"Dependency management,Publishing","Deployment,Publishing"
OSDKDev/unlock-issues,"Open Source management,Utilities","Utilities,Open Source management"
pipeline-components/php-codesniffer,"Code review,Code quality","Code quality,Code review"
DuckSoft/extract-7z-action,"Deployment,Utilities","Utilities,Publishing"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Project management,Publishing"
cadwallion/publish-rubygems-action,"Publishing,Open Source management","Publishing,Deployment"
peaceiris/actions-mdbook,"Publishing,Deployment","Publishing,Deployment"
zymap/bot,Utilities,"Utilities,Project management"
bcomnes/cleanup-xvfb,"Testing,Utilities","Continuous integration,Testing"
humbletim/install-vulkan-sdk,"Dependency management,Utilities","Continuous integration,Utilities"
coverallsapp/github-action,"Code review,Code quality","Testing,Code quality"
anothrNick/github-tag-action,"Open Source management,Continuous integration","Publishing,Continuous integration"
reitermarkus/automerge,"Code review,Project management","Project management,Code review"
hasura/comment-progress,"Reporting,Utilities","Utilities,Open Source management"
sand4rt/ftp-deployer,"Publishing,Deployment","Deployment,Continuous integration"
fregante/setup-git-user,"Publishing,Deployment","Utilities,Continuous integration"
aws-actions/amazon-ecr-login,"Continuous integration,Deployment","Deployment,Container CI"
rokroskar/workflow-run-cleanup-action,"Testing,Continuous integration","Continuous integration,Publishing"
skeet70/default-project-board-action,"Community,Project management","Utilities,Deployment"
actions/create-release,"Publishing,Utilities","Publishing,Deployment"
rojopolis/envkey-action,"Deployment,Utilities","Continuous integration,Deployment"
dorny/test-reporter,"Testing,Reporting","Testing,Reporting"
check-spelling/check-spelling,"Code review,Code quality","Code quality,Project management"
pozil/auto-assign-issue,"Support,Utilities","Project management,Open Source management"
willcaul/jest-github-action,"Testing,Continuous integration","Testing,Code quality"
influxdata/influxdb-action,"Continuous integration,Utilities","Continuous integration,Testing"
TreTuna/sync-branches,"Continuous integration,Deployment","Utilities,Code review"
Deep-Symmetry/github-version-action,"Continuous integration,Deployment","Continuous integration,Publishing"
yanglbme/gitee-pages-action,"Publishing,Deployment","Utilities,Open Source management"
XAMPPRocky/get-github-release,"Continuous integration,Utilities","Continuous integration,Deployment"
actionshub/chef-delivery,"Code quality,Continuous integration","Continuous integration,Dependency management"
frankdejonge/use-github-token,"Continuous integration,Deployment","Continuous integration,Utilities"
zyborg/dotnet-tests-report,"Testing,Reporting","Code quality,Testing"
travisj/build-number-action,"Continuous integration,Utilities","Continuous integration,Publishing"
