project,actual,predicted
returntocorp/bento-action,"Code quality,Continuous integration","Code review,Chat"
maxkomarychev/oction-create-issue,"API management,Utilities","Project management,Open Source management"
HighwayThree/jira-extract-issue-keys,"Continuous integration,Utilities","Utilities,Chat"
expo/expo-github-action,"Deployment,Utilities","Utilities,Deployment"
guite/generator-action,"IDEs,Continuous integration","Continuous integration,Publishing"
bloodf/github-deploy-action,"Dependency management,Deployment","Deployment,Publishing"
heinrichreimer/action-github-changelog-generator,"Publishing,Continuous integration","Project management,Publishing"
jerray/publish-docker-action,"Deployment,Container CI","Publishing,Container CI"
Geertvdc/setup-hub,"Continuous integration,Utilities","Utilities,Deployment"
nuuday/github-changelog-action,"Publishing,Continuous integration","Publishing,Utilities"
jwlawson/actions-setup-cmake,"Dependency management,Continuous integration","Continuous integration,Dependency management"
samuelmeuli/action-maven-publish,"Publishing,Deployment","Continuous integration,Deployment"
cicirello/jacoco-badge-generator,"Testing,Utilities","Testing,Code quality"
appleboy/ssh-action,"Continuous integration,Deployment","Deployment,Continuous integration"
estroz/rerun-actions,"Continuous integration,Utilities","Utilities,Code review"
langroodi/doxygenize,"Publishing,Continuous integration","Deployment,Publishing"
py-actions/py-dependency-install,"Dependency management,Continuous integration","Dependency management,Continuous integration"
Resnovas/label-mastermind,"Project management,Utilities","Project management,Code review"
musichin/ktlint-check,"Code review,Code quality","Utilities,Project management"
qcastel/github-actions-maven-release,Continuous integration,"Continuous integration,Utilities"
TreTuna/sync-branches,"Continuous integration,Deployment","Utilities,Code review"
DanielTamkin/HasLabel,"Open Source management,Utilities","Utilities,Project management"
rjstone/discord-webhook-notify,"Chat,Monitoring","Chat,Reporting"
HighwayThree/jira-upload-deployment-info,"Continuous integration,Utilities","Deployment,Continuous integration"
AndrewMusgrave/automatic-pull-request-review,"Code review,Open Source management","Code review,Project management"
ok-nick/setup-aftman,"Continuous integration,Utilities","Utilities,Testing"
carloscastrojumo/github-cherry-pick-action,"Continuous integration,Deployment","Utilities,Project management"
peter-evans/link-checker,"Project management,Utilities","Utilities,Open Source management"
actions-cool/ci-notice,"Dependency management,Utilities","Utilities,Open Source management"
peaceiris/actions-mdbook,"Publishing,Deployment","Publishing,Deployment"
re-actors/alls-green,"Security,Continuous integration","Code quality,Dependency management"
juliangruber/read-file-action,Utilities,"Utilities,Continuous integration"
pozetroninc/github-action-get-latest-release,"Dependency management,Continuous integration","Publishing,Continuous integration"
kiegroup/github-action-build-chain,"Continuous integration,Utilities","Continuous integration,Utilities"
strumwolf/delete-deployment-environment,"Deployment,Utilities","Deployment,Publishing"
chrnorm/deployment-action,"Continuous integration,Deployment","Deployment,Publishing"
srt32/uptime,"Deployment,Utilities","Dependency management,Utilities"
aws-actions/amazon-ecs-render-task-definition,"Continuous integration,Deployment","Deployment,Continuous integration"
dessant/repo-lockdown,"Project management,Open Source management","Project management,Open Source management"
SwiftDocOrg/swift-doc,"Code quality,Publishing","Continuous integration,Utilities"
mdecoleman/pr-branch-name,"Continuous integration,Utilities","Utilities,Continuous integration"
pdm-project/setup-pdm,"Dependency management,Utilities","Continuous integration,Dependency management"
golangci/golangci-lint-action,"Code quality,Continuous integration","Code quality,Continuous integration"
vijaykramesh/pr-lint-action,"Project management,Continuous integration","Code quality,Utilities"
seanmiddleditch/gha-setup-ninja,"Continuous integration,Utilities","Continuous integration,Utilities"
samuelmeuli/lint-action,"Testing,Code quality","Code quality,Testing"
Ilshidur/action-discord,"Chat,Desktop tools","Chat,Reporting"
pxgamer/composer-action,Dependency management,"Dependency management,Chat"
getsentry/action-eslint-fix,Code quality,"Code quality,Code review"
pat-s/always-upload-cache,"Dependency management,Continuous integration","Dependency management,Continuous integration"
actions/setup-dotnet,Utilities,"Continuous integration,Testing"
kamilkisiela/graphql-inspector,"Monitoring,Code quality","Utilities,Open Source management"
codespell-project/codespell-problem-matcher,"Code review,Continuous integration","Code review,Reporting"
JoseThen/comment-pr,"Chat,Utilities","Code review,Utilities"
actions/first-interaction,Utilities,"Open Source management,Utilities"
DoozyX/clang-format-lint-action,"Code review,Code quality","Code quality,Code review"
NasAmin/trx-parser,"Testing,Continuous integration","Utilities,Deployment"
MSP-Greg/setup-ruby-pkgs,Testing,"Continuous integration,Testing"
plexsystems/container-structure-test-action,"Code review,Code quality","Continuous integration,Code quality"
Namchee/conventional-pr,"Project management,Open Source management","Utilities,Publishing"
jcs090218/setup-emacs,"Testing,Deployment","Continuous integration,Utilities"
jidicula/clang-format-action,"Code review,Code quality","Code quality,Code review"
jsdaniell/create-json,"Continuous integration,Utilities","Deployment,Publishing"
ammaraskar/msvc-problem-matcher,"Reporting,Code quality","Reporting,Code quality"
peter-evans/create-pull-request,"Project management,Utilities","Utilities,Open Source management"
ludeeus/dockerfile-updater,"Dependency management,Continuous integration","Publishing,Deployment"
imjohnbo/gh-polls-bot-action,"Open Source management,Utilities","Project management,Open Source management"
jetli/trunk-action,"Continuous integration,Deployment","Continuous integration,Deployment"
olafurpg/setup-gpg,"Continuous integration,Utilities","Continuous integration,Code quality"
shivammathur/setup-php,"Continuous integration,Utilities","Continuous integration,Code quality"
aevea/release-notary,"Publishing,Continuous integration","Chat,Publishing"
coverallsapp/github-action,"Code review,Code quality","Testing,Code quality"
DuckSoft/extract-7z-action,"Deployment,Utilities","Utilities,Deployment"
reviewdog/action-hadolint,"Code review,Code quality","Code quality,Code review"
amondnet/vercel-action,"Continuous integration,Deployment","Utilities,Continuous integration"
cardinalby/google-api-fetch-token-action,"Security,API management","Testing,Reporting"
mattnotmitt/doxygen-action,"Continuous integration,Utilities","Deployment,Testing"
narcodico/base64-to-path,"Continuous integration,Utilities","Deployment,Continuous integration"
oprypin/find-latest-tag,"Dependency management,Continuous integration","Utilities,Publishing"
reviewdog/action-shellcheck,"Code review,Code quality","Code quality,Code review"
AlexxNB/chalogen,"Code quality,Open Source management","Utilities,Publishing"
StephaneBour/actions-php-security-checker,"Security,Code quality","Dependency management,Code quality"
pypa/gh-action-pip-audit,"Dependency management,Security","Dependency management,Security"
mschilde/auto-label-merge-conflicts,"Project management,Utilities","Project management,Utilities"
vitalyliber/dokku-github-action,Deployment,"Continuous integration,Deployment"
brpaz/hadolint-action,"Code quality,Container CI","Code quality,Container CI"
act10ns/slack,"Chat,Continuous integration","Chat,Reporting"
shinhwagk/actions-crypto,"Security,Utilities","Utilities,Continuous integration"
ChristophWurst/xmllint-action,"Testing,Continuous integration","Code quality,Code review"
totaldebug/sphinx-publish-action,"Publishing,Continuous integration","Deployment,Publishing"
yanglbme/gitee-pages-action,"Publishing,Deployment","Utilities,Open Source management"
zcong1993/setup-timezone,Utilities,"Continuous integration,Testing"
hbfernandes/slack-action,"Chat,API management","Chat,Reporting"
reitermarkus/rerun-workflow,"Code review,Continuous integration","Project management,Code review"
nick-invision/retry,"Continuous integration,Utilities","Continuous integration,Utilities"
QXIP/please-star-light,"Open Source management,Utilities","Project management,Open Source management"
manyuanrong/setup-ossutil,"Continuous integration,Deployment","Utilities,Open Source management"
DerJuulsn/todo-issue,"Project management,Utilities","Project management,Open Source management"
nick-zh/composer,"Dependency management,Continuous integration","Dependency management,Continuous integration"
redhat-actions/push-to-registry,"Deployment,Container CI","Container CI,Utilities"
mikeal/merge-release,"Publishing,Open Source management","Publishing,Deployment"
snow-actions/eclint,"Code quality,Continuous integration","Continuous integration,Utilities"
cycjimmy/semantic-release-action,"Publishing,Utilities","Deployment,Continuous integration"
deliverybot/status,Deployment,"Deployment,Continuous integration"
sue445/go-mod-tidy-pr,"Dependency management,Continuous integration","Code review,Code quality"
NuGet/setup-nuget,"Dependency management,Utilities","Continuous integration,Utilities"
newrelic/repolinter-action,"Open Source management,Continuous integration","Project management,Open Source management"
tiangolo/issue-manager,"Community,Open Source management","Project management,Open Source management"
samuelmeuli/action-snapcraft,"Dependency management,Publishing","Continuous integration,Deployment"
fabiocaccamo/create-matrix-action,"Testing,Continuous integration","Continuous integration,Testing"
thomaseizinger/create-pull-request,"Code review,Project management","Utilities,Project management"
snow-actions/git-config-user,"Continuous integration,Utilities","Deployment,Publishing"
mansona/npm-lockfile-version,"Testing,Continuous integration","Continuous integration,Publishing"
johnnyhuy/actions-discord-git-webhook,"Reporting,Chat","Chat,Reporting"
peter-evans/rebase,"Open Source management,Utilities","Utilities,Open Source management"
wagoid/commitlint-github-action,"Code review,Code quality","Code review,Publishing"
damccorm/tag-ur-it,"Project management,Open Source management","Project management,Code review"
technote-space/release-github-actions,"Publishing,Utilities","Utilities,Project management"
SonarSource/sonarcloud-github-action,"Security,Code quality","Code quality,Continuous integration"
SeokminHong/pages-action,"Publishing,Deployment","Deployment,Publishing"
JoshuaTheMiller/conditional-build-matrix,"Continuous integration,Container CI","Testing,Utilities"
jurplel/install-qt-action,"Dependency management,Continuous integration","Continuous integration,Code quality"
skjnldsv/check-actor-permission,"Open Source management,Utilities","Open Source management,Utilities"
Azure/login,"Continuous integration,Deployment","Deployment,Container CI"
game-ci/unity-test-runner,"Community,Continuous integration","Community,Continuous integration"
azure/webapps-deploy,"Continuous integration,Deployment","Deployment,Continuous integration"
mheap/github-action-required-labels,Code review,"Project management,Utilities"
canastro/copy-file-action,Project management,"Continuous integration,Deployment"
stCarolas/setup-maven,Continuous integration,"Continuous integration,Utilities"
benc-uk/workflow-dispatch,"Continuous integration,Deployment","Continuous integration,Utilities"
StephaneBour/actions-php-cpd,"Code review,Code quality","Continuous integration,Code quality"
mstksg/setup-stack,"Dependency management,Deployment","Testing,Reporting"
thomaseizinger/keep-a-changelog-new-release,"Publishing,Continuous integration","Publishing,Continuous integration"
LoliGothick/rustfmt-check,"Code review,Code quality","Dependency management,Utilities"
peter-evans/find-comment,"Open Source management,Utilities","Open Source management,Utilities"
potiuk/cancel-workflow-runs,"Continuous integration,Utilities","Continuous integration,Testing"
wow-actions/use-app-token,"Security,Utilities","Utilities,Deployment"
imjasonh/setup-ko,"Publishing,Continuous integration","Continuous integration,Testing"
ludeeus/setup-homeassistant,"Testing,Continuous integration","Utilities,Continuous integration"
Andrew-Chen-Wang/github-wiki-action,"Publishing,Project management","Deployment,Publishing"
yi-Xu-0100/traffic-to-badge,"Monitoring,API management","Deployment,Publishing"
at-wat/setup-gh-pr-comment,"Continuous integration,Utilities","Code review,Utilities"
dev-drprasad/delete-older-releases,"Publishing,Utilities","Utilities,Publishing"
browser-actions/setup-geckodriver,"Testing,Continuous integration","Continuous integration,Utilities"
docker-practice/actions-setup-docker,Container CI,"Continuous integration,Container CI"
AthleticNet/comment-test-coverage,"Testing,Code quality","Code quality,Testing"
apache/skywalking-infra-e2e,"Testing,Container CI","Chat,Dependency management"
suo/flake8-github-action,"Code quality,Continuous integration","Code quality,Code review"
EmilienM/devstack-action,"Testing,Deployment","Deployment,Continuous integration"
subosito/flutter-action,"Continuous integration,Utilities","Testing,Reporting"
icepuma/rust-action,"Continuous integration,Container CI","Continuous integration,Utilities"
jwalton/gh-find-current-pr,Utilities,"Code review,Utilities"
arma-actions/workshop-upload,"Publishing,Utilities","Publishing,Continuous integration"
jacobtomlinson/gha-find-replace,"Continuous integration,Utilities","Publishing,Code quality"
VeryGoodOpenSource/very_good_coverage,"Testing,Code quality","Code quality,Testing"
Azure/docker-login,"Continuous integration,Container CI","Container CI,Deployment"
redhat-plumbers-in-action/advanced-issue-labeler,"Reporting,Project management","Open Source management,Project management"
pozil/auto-assign-issue,"Support,Utilities","Project management,Open Source management"
nrwl/nx-set-shas,"Continuous integration,Utilities","Continuous integration,Utilities"
vmactions/cf-tunnel,"Testing,Continuous integration","Testing,Continuous integration"
invi5H/ssh-action,"Deployment,Utilities","Continuous integration,Deployment"
clupprich/ruby-build-action,Continuous integration,"Continuous integration,Testing"
technote-space/get-diff-action,Utilities,"Utilities,Project management"
tvrcgo/upload-to-oss,"Publishing,Utilities","Utilities,Open Source management"
wow-actions/needs-more-info,"Support,Utilities","Utilities,Open Source management"
axel-op/googlejavaformat-action,"Code quality,Continuous integration","Code quality,Utilities"
christian-draeger/read-properties,Utilities,"Utilities,Dependency management"
pre-commit/action,"Testing,Code quality","Code quality,Utilities"
linhbn123/rebase-pull-requests,"Open Source management,Utilities","Utilities,Code review"
elgohr/Publish-Docker-Github-Action,"Publishing,Container CI","Container CI,Publishing"
sebastianpopp/discord-action,"Chat,Utilities","Chat,Reporting"
ishworkh/docker-image-artifact-upload,"Continuous integration,Utilities","Continuous integration,Container CI"
Warchant/setup-mold,"Continuous integration,Utilities","Utilities,Continuous integration"
dawidd6/action-download-artifact,"Continuous integration,Deployment","Continuous integration,Utilities"
gaurav-nelson/github-action-markdown-link-check,"Testing,Continuous integration","Code quality,Monitoring"
ahmadnassri/action-dependabot-auto-merge,"Dependency management,Continuous integration","Utilities,Dependency management"
reviewdog/action-golangci-lint,"Code review,Code quality","Code quality,Code review"
gleam-lang/setup-erlang,Continuous integration,"Continuous integration,Testing"
jenkey2011/vuepress-deploy,"Publishing,Deployment","Deployment,Publishing"
ShubhamTatvamasi/terraform-lint-action,"Code quality,Continuous integration","Code quality,Continuous integration"
actionshub/chef-install,"Dependency management,Continuous integration","Continuous integration,Chat"
lukka/run-vcpkg,"Dependency management,Continuous integration","Code Scanning Ready,Code review"
